gene_id	chisq	pvalue	adj_pvalue	ExDp	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
RPS8	0.347008648765741	0.555811365548238	0.743901153744635	0.848404255319149	0.861546499477534	-0.0131422441583849	chr1:44778056:+_vs_chr1:44778740:+	-0.02628448831677	chr1:44778056:+;chr1:44778740:+	proximal	FALSE
PSMA7	0.34189919678984	0.558735015618709	0.74712247512264	0.582677165354331	0.617563739376771	-0.0348865740224399	chr20:62136866:-_vs_chr20:62136733:-	-0.0697731480448797	chr20:62136733:-;chr20:62136866:-	proximal	FALSE
CPSF6	0.341137483206449	0.559173379810281	0.74712247512264	0.857142857142857	0.655172413793103	0.201970443349754	chr12:69269672:+_vs_chr12:69269934:+	0.403940886699507	chr12:69269672:+;chr12:69269934:+	distal	FALSE
RASA1	0.340689121176926	0.559431717972177	0.74712247512264	0	0.341463414634146	-0.341463414634146	chr5:87362669:+_vs_chr5:87374898:+	-0.682926829268293	chr5:87362669:+;chr5:87374898:+	proximal	FALSE
UQCR11	0.337219960744154	0.561438325679451	0.749260540122793	0.119047619047619	0.0888888888888889	0.0301587301587301	chr19:1598053:-_vs_chr19:1597190:-	0.0603174603174603	chr19:1597190:-;chr19:1598053:-	distal	FALSE
SAP18	0.333046204074632	0.563870854370322	0.751963514817318	0.807692307692308	0.857142857142857	-0.0494505494505494	chr13:21147416:+_vs_chr13:21147602:+	-0.0989010989010989	chr13:21147416:+;chr13:21147602:+	proximal	FALSE
PCDHA3	0.32979407979408	0.565780366512066	0.753965611073438	0.108108108108108	0.177777777777778	-0.0696696696696697	chr5:141009867:+_vs_chr5:141010445:+	-0.139339339339339	chr5:141009867:+;chr5:141010445:+	proximal	FALSE
RPL4	1.13526689303895	0.566865369778732	0.754382244431746	0.456560283687943	0.461418143899896	-0.00485786021195245	chr15:66499522:-_vs_chr15:66498961:-	-0.00971572042390494	chr15:66498961:-;chr15:66499320:-;chr15:66499522:-	proximal	FALSE
RNMT	0.327543424317618	0.567109201833882	0.754382244431746	0.818181818181818	0.666666666666667	0.151515151515152	chr18:13731836:+_vs_chr18:13746285:+	0.303030303030303	chr18:13731836:+;chr18:13746285:+	distal	FALSE
BBS4	0.327190170940171	0.56731832025755	0.754382244431746	0.4	0.6	-0.2	chr15:72738109:+_vs_chr15:72738473:+	-0.4	chr15:72738109:+;chr15:72738473:+	proximal	FALSE
CUL5	0.325168918918919	0.568517747300647	0.755433294434745	0.444444444444444	0.324324324324324	0.12012012012012	chr11:108054904:+_vs_chr11:108070172:+	0.24024024024024	chr11:108054904:+;chr11:108070172:+	distal	FALSE
COL9A3	0.324264705882353	0.569055914487387	0.755604798028902	0	0.470588235294118	-0.470588235294118	chr20:62841093:+_vs_chr20:62841163:+	-0.941176470588235	chr20:62841093:+;chr20:62841163:+	proximal	FALSE
SCARB2	0.320723684210526	0.571173061518428	0.757405620910835	0.263157894736842	0.4	-0.136842105263158	chr4:76160012:-_vs_chr4:76158737:-	-0.273684210526316	chr4:76158737:-;chr4:76160012:-	proximal	FALSE
TMEM165	0.320625	0.571232284747587	0.757405620910835	0.375	0.566666666666667	-0.191666666666667	chr4:55417238:+_vs_chr4:55426172:+	-0.383333333333333	chr4:55417238:+;chr4:55426172:+	proximal	FALSE
PDRG1	0.317540322580645	0.573089583979185	0.759323143191934	0.722222222222222	0.555555555555556	0.166666666666667	chr20:31946545:-_vs_chr20:31944964:-	0.333333333333333	chr20:31944964:-;chr20:31946545:-	distal	FALSE
PTPRD	1.10969817052029	0.574158903700042	0.760194620167726	0.611111111111111	0.576086956521739	0.035024154589372	chr9:8636720:-_vs_chr9:8518283:-	0.281400966183575	chr9:8317722:-;chr9:8518283:-;chr9:8636720:-	distal	FALSE
UFM1	1.10478401887071	0.57557139024456	0.760876668357794	0.441176470588235	0.513157894736842	-0.0719814241486067	chr13:38361153:+_vs_chr13:38362405:+	-0.241486068111455	chr13:38361153:+;chr13:38362405:+;chr13:38363003:+	proximal	FALSE
NDFIP1	1.10384600468198	0.57584140062334	0.760876668357794	0.49618320610687	0.520114942528736	-0.0239317364218654	chr5:142151866:+_vs_chr5:142153198:+	-0.0478634728437308	chr5:142151866:+;chr5:142152775:+;chr5:142153198:+	proximal	FALSE
SAR1A	0.312857850012375	0.575931766370712	0.760876668357794	0.565217391304348	0.67741935483871	-0.112201963534362	chr10:70152150:-_vs_chr10:70150204:-	-0.224403927068724	chr10:70150204:-;chr10:70152150:-	proximal	FALSE
PSPC1	0.312218752249982	0.576321851127533	0.760876668357794	0.416666666666667	0.27906976744186	0.137596899224806	chr13:19702867:-_vs_chr13:19674752:-	0.275193798449612	chr13:19674752:-;chr13:19702867:-	distal	FALSE
JMY	0.306461352657005	0.579859802367577	0.765000753552081	0.333333333333333	0.565217391304348	-0.231884057971014	chr5:79300862:+_vs_chr5:79312439:+	-0.463768115942029	chr5:79300862:+;chr5:79312439:+	proximal	FALSE
SCG3	0.304922842222613	0.580812573598264	0.76571079474375	0.391304347826087	0.285714285714286	0.105590062111801	chr15:51713399:+_vs_chr15:51719729:+	0.211180124223602	chr15:51713399:+;chr15:51719729:+	distal	FALSE
PPIL4	0.3	0.583882420770365	0.769208866735282	0.75	0.45	0.3	chr6:149533501:-_vs_chr6:149505468:-	0.6	chr6:149505468:-;chr6:149533501:-	distal	FALSE
ARPC2	0.298819919600521	0.584623172635891	0.769635780369558	0.903225806451613	0.935897435897436	-0.032671629445823	chr2:218254132:+_vs_chr2:218254348:+	-0.065343258891646	chr2:218254132:+;chr2:218254348:+	proximal	FALSE
MCF2L	0.293309631544926	0.588107405043209	0.77367120877123	0	0.464285714285714	-0.464285714285714	chr13:113097623:+_vs_chr13:113098548:+	-0.928571428571429	chr13:113097623:+;chr13:113098548:+	proximal	FALSE
AFF3	0.292328042328043	0.588732514002092	0.773942315560045	0.529411764705882	0.333333333333333	0.196078431372549	chr2:100006129:-_vs_chr2:99547253:-	0.392156862745098	chr2:99547253:-;chr2:100006129:-	distal	FALSE
PRPSAP2	1.91755159027871	0.589694248060052	0.77465524620691	0.591666666666667	0.635220125786163	-0.0435534591194968	chr17:18931190:+_vs_chr17:18931268:+	-0.135849056603774	chr17:18930902:+;chr17:18931046:+;chr17:18931190:+;chr17:18931268:+	proximal	FALSE
CACNA2D1	1.05164835164835	0.591068019593319	0.775908054149865	0.4	0.357142857142857	0.0428571428571429	chr7:81984635:-_vs_chr7:81971780:-	0.3	chr7:81950001:-;chr7:81971780:-;chr7:81984635:-	distal	FALSE
STAU1	1.04936204819739	0.59174408636962	0.776243840571512	0.25	0.352941176470588	-0.102941176470588	chr20:49124387:-_vs_chr20:49113339:-	-0.205882352941176	chr20:49113339:-;chr20:49113523:-;chr20:49124387:-	proximal	FALSE
ACAT2	0.286318156463534	0.592589660837304	0.776791711195283	0.692307692307692	0.747863247863248	-0.0555555555555556	chr6:159778898:+_vs_chr6:159779051:+	-0.111111111111111	chr6:159778898:+;chr6:159779051:+	proximal	FALSE
SHTN1	6.4811417112903	0.593500164477997	0.776791711195283	0.447198275862069	0.482062780269058	-0.0348645044069893	chr10:116940467:-_vs_chr10:116929908:-	-0.107661976186795	chr10:116884799:-;chr10:116901883:-;chr10:116915424:-;chr10:116921454:-;chr10:116929908:-;chr10:116940467:-;chr10:116948938:-;chr10:116954183:-;chr10:116960136:-	proximal	FALSE
ING2	0.284482959850607	0.59377786753252	0.776791711195283	0.411764705882353	0.583333333333333	-0.17156862745098	chr4:183510679:+_vs_chr4:183511096:+	-0.343137254901961	chr4:183510679:+;chr4:183511096:+	proximal	FALSE
DNAJA1	3.69677464995558	0.593844015272193	0.776791711195283	0.605228758169935	0.584146341463415	0.0210824167065199	chr9:33026861:+_vs_chr9:33039032:+	0.0929579148732664	chr9:33026861:+;chr9:33029963:+;chr9:33030643:+;chr9:33038752:+;chr9:33039032:+;chr9:33039900:+	distal	FALSE
ZNF608	0.281166814551908	0.595937463108445	0.778978410729864	0	0.25	-0.25	chr5:124648879:-_vs_chr5:124648255:-	-0.5	chr5:124648255:-;chr5:124648879:-	proximal	FALSE
CALR	1.0246499777371	0.599101055030232	0.782542288352422	0.655172413793103	0.719512195121951	-0.0643397813288478	chr19:12943630:+_vs_chr19:12944473:+	-0.128679562657696	chr19:12943630:+;chr19:12943762:+;chr19:12944473:+	proximal	FALSE
ASH1L	1.02258852258852	0.599718883359086	0.782542288352422	0.597222222222222	0.538461538461538	0.0587606837606838	chr1:155481411:-_vs_chr1:155480731:-	0.202991452991453	chr1:155480731:-;chr1:155481411:-;chr1:155521262:-	distal	FALSE
MMP24OS	0.274560274560275	0.600288976632482	0.782542288352422	1	0.675675675675676	0.324324324324324	chr20:35276934:-_vs_chr20:35276352:-	0.648648648648649	chr20:35276352:-;chr20:35276934:-	distal	FALSE
DICER1	1.86749448516331	0.600358647858897	0.782542288352422	0.616666666666667	0.539007092198582	0.077659574468085	chr14:95129531:-_vs_chr14:95126606:-	0.213829787234043	chr14:95116494:-;chr14:95124291:-;chr14:95126606:-;chr14:95129531:-	distal	FALSE
RNF214	0.272232304900182	0.601838239141634	0.783530181323781	0.263157894736842	0.379310344827586	-0.116152450090744	chr11:117246858:+_vs_chr11:117281394:+	-0.232304900181488	chr11:117246858:+;chr11:117281394:+	proximal	FALSE
TRAF4	0.272042410714286	0.601964985001865	0.783530181323781	0.230769230769231	0.153846153846154	0.0769230769230769	chr17:28750080:+_vs_chr17:28750956:+	0.153846153846154	chr17:28750080:+;chr17:28750956:+	distal	FALSE
SYF2	0.997570850202429	0.607267784183087	0.789875772807156	0.736111111111111	0.741666666666667	-0.00555555555555554	chr1:25223335:-_vs_chr1:25223110:-	-0.105555555555556	chr1:25222679:-;chr1:25223110:-;chr1:25223335:-	proximal	FALSE
RSRC2	3.57823654606263	0.611583913043456	0.794462931868496	0.472727272727273	0.53695652173913	-0.0642292490118577	chr12:122518884:-_vs_chr12:122504726:-	-0.145652173913043	chr12:122504726:-;chr12:122505055:-;chr12:122511118:-;chr12:122511150:-;chr12:122517327:-;chr12:122518884:-	proximal	FALSE
LINC00461	1.81427183536412	0.611834160147493	0.794462931868496	0.468599033816425	0.482939632545932	-0.0143405987295065	chr5:88667044:-_vs_chr5:88664445:-	0.0886112062079197	chr5:88664445:-;chr5:88667044:-;chr5:88667135:-;chr5:88671062:-	distal	FALSE
MXI1	1.81311621465562	0.61208486846176	0.794462931868496	0.579365079365079	0.632183908045977	-0.0528188286808976	chr10:110279293:+_vs_chr10:110285432:+	-0.128899835796388	chr10:110279293:+;chr10:110279938:+;chr10:110285108:+;chr10:110285432:+	proximal	FALSE
BNIP3L	1.8083677778593	0.613115708656568	0.795242074360028	0.593220338983051	0.636363636363636	-0.0431432973805855	chr8:26410992:+_vs_chr8:26413124:+	-0.154768019174799	chr8:26408051:+;chr8:26410992:+;chr8:26411077:+;chr8:26413124:+	proximal	FALSE
SPATS2	0.254519082794706	0.613910874872975	0.795714656765182	0.8	0.684210526315789	0.115789473684211	chr12:49460838:+_vs_chr12:49490730:+	0.231578947368421	chr12:49460838:+;chr12:49490730:+	distal	FALSE
SSBP4	0.252383838383839	0.615401522941412	0.796689147313919	0.8	0.746666666666667	0.0533333333333333	chr19:18434423:+_vs_chr19:18434562:+	0.106666666666667	chr19:18434423:+;chr19:18434562:+	distal	FALSE
MRPL43	0.25220690100566	0.615525399684333	0.796689147313919	0.454545454545455	0.52112676056338	-0.0665813060179257	chr10:100986269:-_vs_chr10:100981376:-	-0.133162612035851	chr10:100981376:-;chr10:100986269:-	proximal	FALSE
TRAF7	0.250806514760003	0.616507757327713	0.797401840185075	0.318181818181818	0.222222222222222	0.095959595959596	chr16:2176938:+_vs_chr16:2178060:+	0.191919191919192	chr16:2176938:+;chr16:2178060:+	distal	FALSE
DHCR24	0.250112665747193	0.616995757215797	0.797474572132664	0.285714285714286	0.1875	0.0982142857142857	chr1:54850406:-_vs_chr1:54849633:-	0.196428571428571	chr1:54849633:-;chr1:54850406:-	distal	FALSE
SART3	0.248450817475208	0.618168022959385	0.798431005878311	0.714285714285714	0.596153846153846	0.118131868131868	chr12:108530267:-_vs_chr12:108530210:-	0.236263736263736	chr12:108530210:-;chr12:108530267:-	distal	FALSE
NDUFC2	0.244266000224728	0.621141820909033	0.801711350956663	0.0487804878048781	0.0722021660649819	-0.0234216782601039	chr11:78069855:-_vs_chr11:78068347:-	-0.0468433565202078	chr11:78068347:-;chr11:78069855:-	proximal	FALSE
RPL23A	0.241971587897778	0.622785742577151	0.802855901356152	0.103174603174603	0.124688279301746	-0.0215136761271425	chr17:28723936:+_vs_chr17:28724351:+	-0.043027352254285	chr17:28723936:+;chr17:28724351:+	proximal	FALSE
MRPL3	0.241815476190476	0.622897946206478	0.802855901356152	0.428571428571429	0.555555555555556	-0.126984126984127	chr3:131462374:-_vs_chr3:131462224:-	-0.253968253968254	chr3:131462224:-;chr3:131462374:-	proximal	FALSE
SUPT16H	0.940549186883498	0.624830670319668	0.804785389177424	0.704545454545455	0.617647058823529	0.0868983957219251	chr14:21370437:-_vs_chr14:21352683:-	0.17379679144385	chr14:21352683:-;chr14:21363439:-;chr14:21370437:-	distal	FALSE
TRIB2	0.932011680270194	0.627503619330729	0.807664937215231	0.473684210526316	0.454545454545455	0.0191387559808612	chr2:12741337:+_vs_chr2:12741565:+	0.216507177033493	chr2:12741337:+;chr2:12741565:+;chr2:12742734:+	distal	FALSE
SMAD1	0.22886177417827	0.632369093058227	0.813360525681438	0.416666666666667	0.565217391304348	-0.148550724637681	chr4:145514748:+_vs_chr4:145559176:+	-0.297101449275362	chr4:145514748:+;chr4:145559176:+	proximal	FALSE
ARL6IP1	0.913498629022439	0.633339089083001	0.813572440559599	0.703389830508475	0.701754385964912	0.00163544454356246	chr16:18795473:-_vs_chr16:18793259:-	0.0304999787604605	chr16:18791667:-;chr16:18793259:-;chr16:18795473:-	distal	FALSE
NORAD	0.227458407605466	0.633414818367463	0.813572440559599	0.588235294117647	0.466666666666667	0.12156862745098	chr20:36047169:-_vs_chr20:36045629:-	0.243137254901961	chr20:36045629:-;chr20:36047169:-	distal	FALSE
EIF2S3	0.90956770502225	0.634585117105011	0.814509180884611	0.318181818181818	0.385416666666667	-0.0672348484848485	chrX:24077971:+_vs_chrX:24078806:+	-0.21780303030303	chrX:24064290:+;chrX:24077971:+;chrX:24078806:+	proximal	FALSE
GNAS	0.904552868146297	0.6361782840615	0.815987007403883	0.680555555555556	0.668192219679634	0.0123633358759216	chr20:58911126:+_vs_chr20:58911174:+	0.0804888126112382	chr20:58910868:+;chr20:58911126:+;chr20:58911174:+	distal	FALSE
PINK1	0.222162785091847	0.637396902970205	0.816704557388525	0.833333333333333	0.894736842105263	-0.0614035087719298	chr1:20650723:+_vs_chr1:20651317:+	-0.12280701754386	chr1:20650723:+;chr1:20651317:+	proximal	FALSE
C12orf75	0.22140056022409	0.637974827675867	0.816704557388525	0.461538461538462	0.6	-0.138461538461538	chr12:105366696:+_vs_chr12:105371518:+	-0.276923076923077	chr12:105366696:+;chr12:105371518:+	proximal	FALSE
MAGOHB	0.221282759367555	0.638064253552594	0.816704557388525	0.4	0.555555555555556	-0.155555555555556	chr12:10606144:-_vs_chr12:10606013:-	-0.311111111111111	chr12:10606013:-;chr12:10606144:-	proximal	FALSE
RPL17	0.219785328976699	0.639203535607203	0.817596212095916	0.939226519337017	0.925879396984925	0.013347122352092	chr18:49489360:-_vs_chr18:49488484:-	0.026694244704184	chr18:49488484:-;chr18:49489360:-	distal	FALSE
RBM22	0.892639853158214	0.639978993016328	0.818021591765507	0.397058823529412	0.46	-0.0629411764705882	chr5:150693280:-_vs_chr5:150690792:-	-0.125882352941176	chr5:150690792:-;chr5:150691134:-;chr5:150693280:-	proximal	FALSE
NUDT21	0.21584553553863	0.642223809512078	0.820323220033754	0.521739130434783	0.714285714285714	-0.192546583850932	chr16:56431705:-_vs_chr16:56429138:-	-0.385093167701863	chr16:56429138:-;chr16:56431705:-	proximal	FALSE
AMZ2	0.214605543710021	0.643181327356607	0.820638165885873	0.909090909090909	0.865671641791045	0.0434192672998643	chr17:68257076:+_vs_chr17:68257141:+	0.0868385345997287	chr17:68257076:+;chr17:68257141:+	distal	FALSE
RPF2	0.214375939849624	0.643358995237003	0.820638165885873	0.444444444444444	0.6	-0.155555555555556	chr6:111024327:+_vs_chr6:111025591:+	-0.311111111111111	chr6:111024327:+;chr6:111025591:+	proximal	FALSE
RTCA	0.208986415882968	0.647563003289033	0.825430550086159	0.68	0.8	-0.12	chr1:100291772:+_vs_chr1:100292769:+	-0.24	chr1:100291772:+;chr1:100292769:+	proximal	FALSE
PSMC1	0.865693645879404	0.648659844003581	0.826140014300374	0.845238095238095	0.845238095238095	0	chr14:90272358:+_vs_chr14:90272625:+	0.0714285714285715	chr14:90263435:+;chr14:90272358:+;chr14:90272625:+	distal	FALSE
CPNE1	0.863136863136863	0.64948961542435	0.826140014300374	0.5	0.405405405405405	0.0945945945945946	chr20:35653785:-_vs_chr20:35626044:-	0.189189189189189	chr20:35626044:-;chr20:35631309:-;chr20:35653785:-	distal	FALSE
SRRM4	0.861006296350207	0.650181874586429	0.826140014300374	0.67741935483871	0.626865671641791	0.0505536831969187	chr12:119114341:+_vs_chr12:119157074:+	0.101107366393837	chr12:119114341:+;chr12:119116983:+;chr12:119157074:+	distal	FALSE
MAP1LC3B	0.860547617994427	0.650331003862965	0.826140014300374	0.682432432432432	0.648936170212766	0.0334962622196664	chr16:87403382:+_vs_chr16:87404687:+	0.0796434732604945	chr16:87403382:+;chr16:87404687:+;chr16:87404774:+	distal	FALSE
SMU1	0.205451559934319	0.650356026417295	0.826140014300374	0.470588235294118	0.586206896551724	-0.115618661257606	chr9:33068906:-_vs_chr9:33062080:-	-0.231237322515213	chr9:33062080:-;chr9:33068906:-	proximal	FALSE
CADM3	0.858005769324007	0.651158050807436	0.826421632645473	0.238938053097345	0.230932203389831	0.00800584970751461	chr1:159202012:+_vs_chr1:159203143:+	0.0573346332683366	chr1:159201267:+;chr1:159202012:+;chr1:159203143:+	distal	FALSE
VAPB	0.204048582995951	0.651472602670172	0.826421632645473	0.714285714285714	0.793650793650794	-0.0793650793650793	chr20:58444322:+_vs_chr20:58445526:+	-0.158730158730159	chr20:58444322:+;chr20:58445526:+	proximal	FALSE
HILPDA	0.195360195360195	0.658492320375307	0.834753133653529	0.416666666666667	0.285714285714286	0.130952380952381	chr7:128457930:+_vs_chr7:128458418:+	0.261904761904762	chr7:128457930:+;chr7:128458418:+	distal	FALSE
SH3GL3	0.194231897277896	0.659417540228155	0.835352672703293	0.740740740740741	0.811320754716981	-0.0705800139762405	chr15:83576636:+_vs_chr15:83618743:+	-0.141160027952481	chr15:83576636:+;chr15:83618743:+	proximal	FALSE
SLC44A1	0.822857142857143	0.662702855222185	0.838530147796392	0.5	0.5	0	chr9:105389217:+_vs_chr9:105389744:+	-0.192857142857143	chr9:105389217:+;chr9:105389744:+;chr9:105438504:+	proximal	FALSE
POLR2B	0.190099529304685	0.662833793060494	0.838530147796392	0.244444444444444	0.296703296703297	-0.0522588522588523	chr4:57005348:+_vs_chr4:57031162:+	-0.104517704517704	chr4:57005348:+;chr4:57031162:+	proximal	FALSE
SDCCAG8	0.1875	0.665005542102029	0.840701735977035	0.375	0.5625	-0.1875	chr1:243271052:+_vs_chr1:243500089:+	-0.375	chr1:243271052:+;chr1:243500089:+	proximal	FALSE
LGALSL	0.183333333333333	0.668524138886525	0.843994589558039	0.416666666666667	0.6	-0.183333333333333	chr2:64458538:+_vs_chr2:64459004:+	-0.366666666666667	chr2:64458538:+;chr2:64459004:+	proximal	FALSE
PFDN1	0.183333333333333	0.668524138886525	0.843994589558039	0.727272727272727	0.836363636363636	-0.109090909090909	chr5:140281449:-_vs_chr5:140245067:-	-0.218181818181818	chr5:140245067:-;chr5:140281449:-	proximal	FALSE
CDK17	0.179983060417843	0.67138779855246	0.84703091798251	0.357142857142857	0.166666666666667	0.19047619047619	chr12:96298960:-_vs_chr12:96278553:-	0.380952380952381	chr12:96278553:-;chr12:96298960:-	distal	FALSE
SEC11C	0.179300511435467	0.671975060296635	0.847193130626543	0.681818181818182	0.752212389380531	-0.0703942075623492	chr18:59158742:+_vs_chr18:59158832:+	-0.140788415124698	chr18:59158742:+;chr18:59158832:+	proximal	FALSE
NIPBL	1.54138735392699	0.672751614394658	0.847593609677308	0.345238095238095	0.309236947791165	0.0360011474469305	chr5:36975878:+_vs_chr5:36985082:+	0.159638554216867	chr5:36975878:+;chr5:36984698:+;chr5:36985082:+;chr5:36985201:+	distal	FALSE
L1CAM	0.17734281549043	0.673666798060814	0.848168081812081	0.842105263157895	0.75	0.0921052631578947	chrX:153861577:-_vs_chrX:153861516:-	0.184210526315789	chrX:153861516:-;chrX:153861577:-	distal	FALSE
BOD1	0.174854486806241	0.675833022827085	0.850315799156421	0.523809523809524	0.613636363636364	-0.0898268398268398	chr5:173607891:-_vs_chr5:173607537:-	-0.17965367965368	chr5:173607537:-;chr5:173607891:-	proximal	FALSE
SNRPF	0.172459437333579	0.677935214111228	0.851593613750425	0.105263157894737	0.175824175824176	-0.070561017929439	chr12:95866135:+_vs_chr12:95866457:+	-0.141122035858878	chr12:95866135:+;chr12:95866457:+	proximal	FALSE
PSMD14	0.172131643812025	0.678224255454795	0.851593613750425	0.9375	0.890243902439024	0.0472560975609756	chr2:161411421:+_vs_chr2:161411717:+	0.0945121951219512	chr2:161411421:+;chr2:161411717:+	distal	FALSE
FABP5	0.776532209415079	0.678231838563549	0.851593613750425	0.886904761904762	0.907975460122699	-0.0210706982179375	chr8:81284570:+_vs_chr8:81284777:+	-0.0551416885772714	chr8:81283950:+;chr8:81284570:+;chr8:81284777:+	proximal	FALSE
CCDC91	0.171428571428571	0.678845299424318	0.851784828829291	0.571428571428571	0.4	0.171428571428571	chr12:28452646:+_vs_chr12:28550166:+	0.342857142857143	chr12:28452646:+;chr12:28550166:+	distal	FALSE
FAM110B	0.169544740973312	0.680516728056546	0.852830041133411	0.476190476190476	0.384615384615385	0.0915750915750915	chr8:58147706:+_vs_chr8:58148753:+	0.183150183150183	chr8:58147706:+;chr8:58148753:+	distal	FALSE
DYNC1LI1	3.12058985421608	0.681400612699171	0.852830041133411	0.48	0.55	-0.0700000000000001	chr3:32534604:-_vs_chr3:32525974:-	-0.182692307692308	chr3:32525974:-;chr3:32526616:-;chr3:32533069:-;chr3:32534604:-;chr3:32544888:-;chr3:32545901:-	proximal	FALSE
PRDM8	0.168525717703349	0.68142538630551	0.852830041133411	0.125	0.184210526315789	-0.0592105263157895	chr4:80204077:+_vs_chr4:80204329:+	-0.118421052631579	chr4:80204077:+;chr4:80204329:+	proximal	FALSE
LMAN2	0.168413941150009	0.681525252145595	0.852830041133411	0.692307692307692	0.764705882352941	-0.0723981900452488	chr5:177331954:-_vs_chr5:177331562:-	-0.144796380090498	chr5:177331562:-;chr5:177331954:-	proximal	FALSE
GNG2	1.49395371358685	0.683666511585819	0.854061735465631	0.636363636363636	0.67816091954023	-0.0417972831765935	chr14:51967879:+_vs_chr14:51969795:+	-0.121062845200776	chr14:51966931:+;chr14:51967879:+;chr14:51969543:+;chr14:51969795:+	proximal	FALSE
MYEF2	0.758694151888859	0.684308064577255	0.854061735465631	0.391304347826087	0.351190476190476	0.0401138716356108	chr15:48143045:-_vs_chr15:48142016:-	0.0802277432712215	chr15:48142016:-;chr15:48142197:-;chr15:48143045:-	distal	FALSE
COPS5	0.16524624272786	0.684371649244517	0.854061735465631	0.807692307692308	0.867647058823529	-0.0599547511312217	chr8:67056547:-_vs_chr8:67043084:-	-0.119909502262443	chr8:67043084:-;chr8:67056547:-	proximal	FALSE
SMCHD1	0.164744875222816	0.684825070558304	0.854061735465631	1	0.294117647058824	0.705882352941176	chr18:2700873:+_vs_chr18:2703769:+	1.41176470588235	chr18:2700873:+;chr18:2703769:+	distal	FALSE
CCDC90B	0.75615665542771	0.685176830229258	0.854061735465631	0.840425531914894	0.8	0.0404255319148936	chr11:83261762:-_vs_chr11:83261456:-	0.109422492401216	chr11:83261456:-;chr11:83261762:-;chr11:83273662:-	distal	FALSE
SDAD1	0.164238353845989	0.685283969658941	0.854061735465631	0.217391304347826	0.303030303030303	-0.085638998682477	chr4:75971385:-_vs_chr4:75949917:-	-0.171277997364954	chr4:75949917:-;chr4:75971385:-	proximal	FALSE
RBM48	0.754258717870758	0.685827350261663	0.854162586603702	0.403846153846154	0.304347826086957	0.0994983277591973	chr7:92534424:+_vs_chr7:92537509:+	0.198996655518395	chr7:92534424:+;chr7:92536923:+;chr7:92537509:+	distal	FALSE
TPST2	0.1625	0.686865180341466	0.854878698174317	0.4375	0.6	-0.1625	chr22:26526229:-_vs_chr22:26525773:-	-0.325	chr22:26525773:-;chr22:26526229:-	proximal	FALSE
ZNF300	0.159905902920609	0.689243164420421	0.856670590429852	0.764705882352941	0.65	0.114705882352941	chr5:150895020:-_vs_chr5:150894399:-	0.229411764705882	chr5:150894399:-;chr5:150895020:-	distal	FALSE
KIFAP3	0.743433493783828	0.689549531912847	0.856670590429852	0.905405405405405	0.871710526315789	0.033694879089616	chr1:170038375:-_vs_chr1:169921333:-	0.0673897581792319	chr1:169921333:-;chr1:169984602:-;chr1:170038375:-	distal	FALSE
IVNS1ABP	3.06674483095536	0.689696355153866	0.856670590429852	0.648	0.572972972972973	0.075027027027027	chr1:185306578:-_vs_chr1:185297765:-	0.143243243243243	chr1:185296388:-;chr1:185297765:-;chr1:185304994:-;chr1:185306366:-;chr1:185306519:-;chr1:185306578:-	distal	FALSE
NDUFS6	0.158385209068279	0.690647587509811	0.856731024996112	0.847826086956522	0.89041095890411	-0.0425848719475879	chr5:1814462:+_vs_chr5:1816048:+	-0.0851697438951757	chr5:1814462:+;chr5:1816048:+	proximal	FALSE
SRSF7	0.157832198140169	0.691160251964182	0.856731024996112	0.243243243243243	0.194444444444444	0.0487987987987988	chr2:38744895:-_vs_chr2:38743602:-	0.0975975975975976	chr2:38743602:-;chr2:38744895:-	distal	FALSE
COPS6	0.73800458110507	0.691423826705896	0.856731024996112	0.514285714285714	0.512578616352201	0.00170709793351298	chr7:100090198:+_vs_chr7:100091905:+	0.0704402515723269	chr7:100090198:+;chr7:100091905:+;chr7:100092185:+	distal	FALSE
YLPM1	1.45649377523741	0.692347319165403	0.856731024996112	0.384615384615385	0.485507246376812	-0.100891861761427	chr14:74816657:+_vs_chr14:74836190:+	-0.182274247491639	chr14:74816657:+;chr14:74817273:+;chr14:74821110:+;chr14:74836190:+	proximal	FALSE
CSTF3	0.156365373756678	0.692525116411092	0.856731024996112	0.285714285714286	0.409090909090909	-0.123376623376623	chr11:33141431:-_vs_chr11:33139347:-	-0.246753246753247	chr11:33139347:-;chr11:33141431:-	proximal	FALSE
BCAS2	0.734812897576554	0.692528110622195	0.856731024996112	0.709302325581395	0.65	0.0593023255813953	chr1:114568149:-_vs_chr1:114567736:-	0.123255813953488	chr1:114567557:-;chr1:114567736:-;chr1:114568149:-	distal	FALSE
SCFD1	0.155845136310568	0.693010969821401	0.856754525609188	0.523809523809524	0.620689655172414	-0.09688013136289	chr14:30735670:+_vs_chr14:30735799:+	-0.19376026272578	chr14:30735670:+;chr14:30735799:+	proximal	FALSE
SLC25A36	0.155179993321019	0.693633518754936	0.85695057467583	0.692307692307692	0.777777777777778	-0.0854700854700855	chr3:140976546:+_vs_chr3:140977947:+	-0.170940170940171	chr3:140976546:+;chr3:140977947:+	proximal	FALSE
MAGED4	0.153828215428636	0.694903497373099	0.857945694951948	0.491525423728814	0.51953125	-0.0280058262711864	chrX:52061827:-_vs_chrX:52192268:+	-0.0560116525423728	chrX:52061827:-;chrX:52192268:+	proximal	FALSE
