gene_id	chisq	pvalue	adj_pvalue	IP	PgG2M	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
GTPBP4	2.98309720582448	0.560658015783841	0.710436691480607	0.415584415584416	0.25	0.165584415584416	chr10:1017335:+_vs_chr10:1017768:+	0.577922077922078	chr10:1010519:+;chr10:1012622:+;chr10:1017335:+;chr10:1017689:+;chr10:1017768:+	distal	FALSE
USP10	1.15463619864709	0.561401973734747	0.710524373008039	0.28448275862069	0.25	0.0344827586206897	chr16:84744942:+_vs_chr16:84764141:+	0.370689655172414	chr16:84744942:+;chr16:84764141:+;chr16:84779922:+	distal	FALSE
ZNF639	0.33075	0.565217794290827	0.714495002867036	0.48	0	0.48	chr3:179328321:+_vs_chr3:179335043:+	0.96	chr3:179328321:+;chr3:179335043:+	distal	FALSE
ATP5MPL	0.32817762882279	0.566734141723144	0.715552819225983	0.258064516129032	0.111111111111111	0.146953405017921	chr14:103912516:-_vs_chr14:103912288:-	0.293906810035842	chr14:103912288:-;chr14:103912516:-	distal	FALSE
GET1	1.1279437642411	0.568944788475192	0.717483667382488	0.486666666666667	0.565217391304348	-0.0785507246376811	chr21:39397700:+_vs_chr21:39397788:+	-0.190724637681159	chr21:39397700:+;chr21:39397788:+;chr21:39397889:+	proximal	FALSE
SELENOF	0.322343357273094	0.570202764693373	0.717565332750334	0.252427184466019	0.142857142857143	0.109570041608877	chr1:86862735:-_vs_chr1:86862445:-	0.219140083217753	chr1:86862445:-;chr1:86862735:-	distal	FALSE
KMT5B	1.12293144208038	0.570372443981035	0.717565332750334	0.521276595744681	0.333333333333333	0.187943262411348	chr11:68175044:-_vs_chr11:68158987:-	0.453900709219858	chr11:68158987:-;chr11:68175044:-;chr11:68175123:-	distal	FALSE
PHYHIPL	0.316474619101457	0.573734012264237	0.720933072690025	0.620689655172414	0.5	0.120689655172414	chr10:59246145:+_vs_chr10:59246330:+	0.241379310344828	chr10:59246145:+;chr10:59246330:+	distal	FALSE
GNL3	1.97042705971277	0.578567311559872	0.726139903542962	0.595238095238095	0.5	0.0952380952380952	chr3:52687564:+_vs_chr3:52693732:+	0.642857142857143	chr3:52687564:+;chr3:52689659:+;chr3:52693732:+;chr3:52694497:+	distal	FALSE
NONO	0.30250286354372	0.58231758806452	0.729976690752309	0.961089494163424	0.928571428571429	0.0325180655919955	chrX:71291912:+_vs_chrX:71301168:+	0.0650361311839911	chrX:71291912:+;chrX:71301168:+	distal	FALSE
RPL26L1	0.293309631544926	0.588107405043209	0.736358023199166	0.464285714285714	0	0.464285714285714	chr5:172969721:+_vs_chr5:172969771:+	0.928571428571429	chr5:172969721:+;chr5:172969771:+	distal	FALSE
RPL17	0.289243604478515	0.590705654459958	0.7387328434042	0.902147971360382	0.933333333333333	-0.0311853619729515	chr18:49489360:-_vs_chr18:49488484:-	-0.062370723945903	chr18:49488484:-;chr18:49489360:-	proximal	FALSE
RPS24	1.03439381258239	0.596189382635225	0.744706310693822	0.903587443946188	0.895522388059702	0.00806505588648676	chr10:78037246:+_vs_chr10:78040697:+	0.0682015929321999	chr10:78035695:+;chr10:78037246:+;chr10:78040697:+	distal	FALSE
MRFAP1L1	0.278660394265233	0.59758058889851	0.745559668376933	0.709677419354839	0.5	0.209677419354839	chr4:6707745:-_vs_chr4:6707701:-	0.419354838709677	chr4:6707701:-;chr4:6707745:-	distal	FALSE
COA4	0.274906015037594	0.600059601017538	0.747766579729548	0.542857142857143	0.7	-0.157142857142857	chr11:73872766:-_vs_chr11:73872667:-	-0.314285714285714	chr11:73872667:-;chr11:73872766:-	proximal	FALSE
PNN	1.01754385964912	0.601233482529122	0.748343802722418	0.526315789473684	0.5	0.0263157894736842	chr14:39180577:+_vs_chr14:39181417:+	0.789473684210526	chr14:39179354:+;chr14:39180577:+;chr14:39181417:+	distal	FALSE
VDAC2	0.271704102596888	0.602190930002972	0.748650589484214	0.301675977653631	0.354166666666667	-0.0524906890130354	chr10:75231272:+_vs_chr10:75231448:+	-0.104981378026071	chr10:75231272:+;chr10:75231448:+	proximal	FALSE
YPEL5	0.269621636533401	0.603585694648175	0.749499689227038	0.685714285714286	1	-0.314285714285714	chr2:30159551:+_vs_chr2:30160533:+	-0.628571428571429	chr2:30159551:+;chr2:30160533:+	proximal	FALSE
CEP152	0.266932744565217	0.60539677422466	0.750863136935886	0.434782608695652	0.625	-0.190217391304348	chr15:48772537:-_vs_chr15:48744970:-	-0.380434782608696	chr15:48744970:-;chr15:48772537:-	proximal	FALSE
TCF25	0.260184635184635	0.609993336345532	0.75567409784923	0.714285714285714	0.875	-0.160714285714286	chr16:89884636:+_vs_chr16:89911379:+	-0.321428571428571	chr16:89884636:+;chr16:89911379:+	proximal	FALSE
LEPROTL1	0.254057263149162	0.614232612212927	0.760031657650073	0.755102040816326	1	-0.244897959183674	chr8:30106898:+_vs_chr8:30108066:+	-0.489795918367347	chr8:30106898:+;chr8:30108066:+	proximal	FALSE
ELAVL2	1.78911806543385	0.617305825101845	0.762396757005699	0.415204678362573	0.333333333333333	0.0818713450292398	chr9:23691880:-_vs_chr9:23691569:-	0.543859649122807	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-;chr9:23692087:-	distal	FALSE
EEF2	0.249266466934171	0.617592054820381	0.762396757005699	0.803448275862069	0.838709677419355	-0.0352614015572859	chr19:3981408:-_vs_chr19:3976056:-	-0.0705228031145717	chr19:3976056:-;chr19:3981408:-	proximal	FALSE
HMGB1	0.951482879949382	0.621424136917698	0.76622905875215	0.379032258064516	0.377952755905512	0.00107950215900432	chr13:30460895:-_vs_chr13:30459850:-	0.0731838963677927	chr13:30459850:-;chr13:30460895:-;chr13:30461454:-	distal	FALSE
RPAIN	0.236344781402921	0.626858661227346	0.772025930143152	0.697674418604651	1	-0.302325581395349	chr17:5432713:+_vs_chr17:5432877:+	-0.604651162790698	chr17:5432713:+;chr17:5432877:+	proximal	FALSE
UBE2I	0.223699745230846	0.636235243005357	0.782658540753085	0.916666666666667	1	-0.0833333333333334	chr16:1316778:+_vs_chr16:1325350:+	-0.166666666666667	chr16:1316778:+;chr16:1325350:+	proximal	FALSE
CCNL1	0.221676136363636	0.637765743673758	0.783625820406613	0.44	0	0.44	chr3:157149936:-_vs_chr3:157147759:-	0.88	chr3:157147759:-;chr3:157149936:-	distal	FALSE
VEZF1	0.216666666666667	0.641591573530443	0.787407840241907	0.45	0.666666666666667	-0.216666666666667	chr17:57973707:-_vs_chr17:57972572:-	-0.433333333333333	chr17:57972572:-;chr17:57973707:-	proximal	FALSE
TMED5	0.213994565217391	0.643654359126584	0.788330051138691	0.333333333333333	0.478260869565217	-0.144927536231884	chr1:93153625:-_vs_chr1:93151850:-	-0.289855072463768	chr1:93151850:-;chr1:93153625:-	proximal	FALSE
BAALC	0.877444444444444	0.64485988249839	0.788330051138691	0.67	0.666666666666667	0.00333333333333341	chr8:103228347:+_vs_chr8:103229869:+	0.333333333333333	chr8:103228347:+;chr8:103229869:+;chr8:103230305:+	distal	FALSE
ANKRD10	0.212121212121212	0.645109875784772	0.788330051138691	0.454545454545455	0.666666666666667	-0.212121212121212	chr13:110892710:-_vs_chr13:110878540:-	-0.424242424242424	chr13:110878540:-;chr13:110892710:-	proximal	FALSE
CTR9	0.211829004329004	0.645337610713724	0.788330051138691	0.428571428571429	0	0.428571428571429	chr11:10755115:+_vs_chr11:10771579:+	0.857142857142857	chr11:10755115:+;chr11:10771579:+	distal	FALSE
EXOSC8	1.65091798789837	0.647900396424258	0.790543589148023	0.474226804123711	0.462365591397849	0.0118612127258619	chr13:37003361:+_vs_chr13:37008122:+	0.145660126371799	chr13:37003361:+;chr13:37008122:+;chr13:37009401:+;chr13:37009602:+	distal	FALSE
CMPK1	0.201815498500749	0.653259401527875	0.796159895612097	0.448275862068966	0.3	0.148275862068966	chr1:47377763:+_vs_chr1:47378839:+	0.296551724137931	chr1:47377763:+;chr1:47378839:+	distal	FALSE
RPL22	1.62016159905765	0.65482700201606	0.797147783957122	0.251633986928105	0.194444444444444	0.0571895424836601	chr1:6186615:-_vs_chr1:6185119:-	0.122549019607843	chr1:6185020:-;chr1:6185119:-;chr1:6186218:-;chr1:6186615:-	distal	FALSE
SYNRG	0.185100081699346	0.667026457190203	0.811061038592706	0.375	0.6	-0.225	chr17:37585384:-_vs_chr17:37553955:-	-0.45	chr17:37553955:-;chr17:37585384:-	proximal	FALSE
LAPTM4B	0.178809869375907	0.672398021134529	0.816649499717023	0.339622641509434	0.230769230769231	0.108853410740203	chr8:97851846:+_vs_chr8:97852595:+	0.217706821480406	chr8:97851846:+;chr8:97852595:+	distal	FALSE
CALCOCO1	0.175137362637362	0.675585854909276	0.819575927672197	0.529411764705882	0.384615384615385	0.144796380090498	chr12:53715838:-_vs_chr12:53711118:-	0.289592760180996	chr12:53711118:-;chr12:53715838:-	distal	FALSE
VCAN	0.172743125894714	0.677685323446981	0.82002770637124	0.24390243902439	0.142857142857143	0.101045296167247	chr5:83537169:+_vs_chr5:83538176:+	0.202090592334495	chr5:83537169:+;chr5:83538176:+	distal	FALSE
ASPM	0.777666999002991	0.677847122502519	0.82002770637124	1	0.677966101694915	0.322033898305085	chr1:197143777:-_vs_chr1:197143597:-	0.677966101694915	chr1:197143597:-;chr1:197143777:-;chr1:197143958:-	distal	FALSE
CCT4	0.171622740818143	0.678673635125852	0.82002770637124	0.681481481481481	0.620689655172414	0.0607918263090677	chr2:61868503:-_vs_chr2:61868446:-	0.121583652618135	chr2:61868446:-;chr2:61868503:-	distal	FALSE
TPX2	3.13570487483531	0.679073276311226	0.82002770637124	0.466666666666667	0.482051282051282	-0.0153846153846154	chr20:31783856:+_vs_chr20:31801800:+	0.41025641025641	chr20:31766592:+;chr20:31766663:+;chr20:31770390:+;chr20:31770464:+;chr20:31783856:+;chr20:31801800:+	distal	FALSE
HNRNPF	0.162543242467813	0.68682572790373	0.828439280048829	0.203883495145631	0.125	0.0788834951456311	chr10:43386022:-_vs_chr10:43385854:-	0.157766990291262	chr10:43385854:-;chr10:43386022:-	distal	FALSE
ACADM	0.732089909134385	0.693471625792224	0.835498423294293	0.463414634146341	0.25	0.213414634146341	chr1:75734828:+_vs_chr1:75762780:+	0.426829268292683	chr1:75734828:+;chr1:75740048:+;chr1:75762780:+	distal	FALSE
ITM2B	0.145224658919512	0.703141266117745	0.846180289396554	0.888888888888889	0.923076923076923	-0.0341880341880343	chr13:48261388:+_vs_chr13:48261870:+	-0.0683760683760685	chr13:48261388:+;chr13:48261870:+	proximal	FALSE
METTL17	0.134548611111111	0.713761729136044	0.857980708653259	0.52	0.333333333333333	0.186666666666667	chr14:20993424:+_vs_chr14:20997019:+	0.373333333333333	chr14:20993424:+;chr14:20997019:+	distal	FALSE
UQCC2	0.127659128197479	0.72087158952815	0.865539092101644	0.792452830188679	1	-0.207547169811321	chr6:33709385:-_vs_chr6:33697568:-	-0.415094339622641	chr6:33697568:-;chr6:33709385:-	proximal	FALSE
EIF4A2	0.12174295216157	0.727151752025721	0.872085187793946	0.816582914572864	0.777777777777778	0.0388051367950866	chr3:186789767:+_vs_chr3:186789897:+	0.0776102735901731	chr3:186789767:+;chr3:186789897:+	distal	FALSE
CAMK2N1	0.112825021312873	0.736950530027103	0.882831522319158	0.676470588235294	0	0.676470588235294	chr1:20483398:-_vs_chr1:20483367:-	1.35294117647059	chr1:20483367:-;chr1:20483398:-	distal	FALSE
CCDC88C	0.107720810647308	0.742754031599997	0.888772721903178	0.256756756756757	0	0.256756756756757	chr14:91308424:-_vs_chr14:91271323:-	0.513513513513514	chr14:91271323:-;chr14:91308424:-	distal	FALSE
CSNK2A1	0.10349025974026	0.747680720024163	0.893652438348971	0.545454545454545	0.666666666666667	-0.121212121212121	chr20:505139:-_vs_chr20:482694:-	-0.242424242424242	chr20:482694:-;chr20:505139:-	proximal	FALSE
ALG6	0.102644984326019	0.748678344978637	0.893830269005108	0.620689655172414	1	-0.379310344827586	chr1:63437053:+_vs_chr1:63437201:+	-0.758620689655172	chr1:63437053:+;chr1:63437201:+	proximal	FALSE
BTG1	0.100149505395684	0.751650295457985	0.896362130370621	0.899280575539568	0.95	-0.0507194244604317	chr12:92143764:-_vs_chr12:92143125:-	-0.101438848920863	chr12:92143125:-;chr12:92143764:-	proximal	FALSE
RNASEH2C	0.0822259136212625	0.774303281167353	0.922331849625817	0.651162790697674	0	0.651162790697674	chr11:65719684:-_vs_chr11:65717673:-	1.30232558139535	chr11:65717673:-;chr11:65719684:-	distal	FALSE
WDR45	0.0811476507499234	0.775748132829879	0.923008795333178	0.75	1	-0.25	chrX:49074640:-_vs_chrX:49074442:-	-0.5	chrX:49074442:-;chrX:49074640:-	proximal	FALSE
SMARCB1	0.0752322735140944	0.783865593703335	0.931614526150804	0.923076923076923	0.951219512195122	-0.0281425891181988	chr22:23791881:+_vs_chr22:23834507:+	-0.0562851782363977	chr22:23791881:+;chr22:23834507:+	proximal	FALSE
DNAJC2	0.0659140423846306	0.797381573400591	0.946301221812847	0.470588235294118	0.333333333333333	0.137254901960784	chr7:103327693:-_vs_chr7:103323606:-	0.274509803921569	chr7:103323606:-;chr7:103327693:-	distal	FALSE
CD99	0.0649947478991596	0.798768919668729	0.946301221812847	0.545454545454545	0.441176470588235	0.10427807486631	chrX:2741309:+_vs_chrY:2741309:+	0.20855614973262	chrX:2741309:+;chrY:2741309:+	distal	FALSE
ATP5PD	0.063232070997413	0.801458577318522	0.946301221812847	0.830985915492958	0.714285714285714	0.116700201207243	chr17:75038972:-_vs_chr17:75038863:-	0.233400402414487	chr17:75038863:-;chr17:75038972:-	distal	FALSE
XPO1	0.0629963655942925	0.801821246890047	0.946301221812847	0.565217391304348	0.461538461538462	0.103678929765886	chr2:61502017:-_vs_chr2:61477934:-	0.207357859531772	chr2:61477934:-;chr2:61502017:-	distal	FALSE
TIMM10	0.0627768970160275	0.802159582542536	0.946301221812847	0.260869565217391	0.357142857142857	-0.0962732919254659	chr11:57528633:-_vs_chr11:57528464:-	-0.192546583850932	chr11:57528464:-;chr11:57528633:-	proximal	FALSE
MRPS18C	0.440263605442177	0.802413030771537	0.946301221812847	0.540816326530612	0.625	-0.0841836734693877	chr4:83460999:+_vs_chr4:83461423:+	-0.168367346938776	chr4:83460999:+;chr4:83461237:+;chr4:83461423:+	proximal	FALSE
EIF4A1	0.0624428378217584	0.802675781289595	0.946301221812847	0.571808510638298	0.604651162790698	-0.0328426521523998	chr17:7578627:+_vs_chr17:7578978:+	-0.0656853043047996	chr17:7578627:+;chr17:7578978:+	proximal	FALSE
ECI2	0.061967751102311	0.803412433333984	0.946301221812847	0.548387096774194	0.666666666666667	-0.118279569892473	chr6:4130388:-_vs_chr6:4115706:-	-0.236559139784946	chr6:4115706:-;chr6:4130388:-	proximal	FALSE
PAIP2	0.0550038197097021	0.81457437531991	0.958376332080296	0.696969696969697	0.833333333333333	-0.136363636363636	chr5:139368970:+_vs_chr5:139369717:+	-0.272727272727273	chr5:139368970:+;chr5:139369717:+	proximal	FALSE
PFDN4	0.0512525595800491	0.820897885936322	0.964738252110432	0.666666666666667	0.615384615384615	0.0512820512820512	chr20:54219203:+_vs_chr20:54219410:+	0.102564102564103	chr20:54219203:+;chr20:54219410:+	distal	FALSE
ACAD9	0.0491071428571427	0.824624258640013	0.968037173186102	0.571428571428571	0.4	0.171428571428571	chr3:128913014:+_vs_chr3:128913092:+	0.342857142857143	chr3:128913014:+;chr3:128913092:+	distal	FALSE
SON	0.87292554688868	0.831956087616311	0.975323914440795	0.42741935483871	0.452380952380952	-0.0249615975422427	chr21:33554648:+_vs_chr21:33559637:+	-0.0587557603686636	chr21:33549551:+;chr21:33549622:+;chr21:33554648:+;chr21:33559637:+	proximal	FALSE
EIF4B	0.0446310280869104	0.83268394974575	0.975323914440795	0.313725490196078	0.5	-0.186274509803922	chr12:53040316:+_vs_chr12:53042209:+	-0.372549019607843	chr12:53040316:+;chr12:53042209:+	proximal	FALSE
JKAMP	0.043683079740772	0.834444354588419	0.97629989486845	0.333333333333333	0	0.333333333333333	chr14:59504709:+_vs_chr14:59505343:+	0.666666666666667	chr14:59504709:+;chr14:59505343:+	distal	FALSE
HMGB2	0.355413846922426	0.837187747625027	0.978222502433384	0.893805309734513	0.882716049382716	0.0110892603517974	chr4:173333057:-_vs_chr4:173331701:-	0.0221785207035945	chr4:173331701:-;chr4:173332837:-;chr4:173333057:-	distal	FALSE
SAP18	0.041829259176198	0.837945581381683	0.978222502433384	0.80952380952381	0.75	0.0595238095238095	chr13:21147416:+_vs_chr13:21147602:+	0.119047619047619	chr13:21147416:+;chr13:21147602:+	distal	FALSE
SLC3A2	0.0410223439126798	0.839494798661482	0.978945761894286	0.783783783783784	0.754098360655738	0.0296854231280461	chr11:62888785:+_vs_chr11:62888860:+	0.0593708462560922	chr11:62888785:+;chr11:62888860:+	distal	FALSE
COX20	0.0390338220898931	0.843381672614052	0.982390377502872	0.51219512195122	0.625	-0.11280487804878	chr1:244843109:+_vs_chr1:244843284:+	-0.225609756097561	chr1:244843109:+;chr1:244843284:+	proximal	FALSE
DDX24	0.322622358199963	0.851027208018709	0.990200718280332	0.58433734939759	0.55	0.0343373493975903	chr14:94079395:-_vs_chr14:94060426:-	0.144578313253012	chr14:94050922:-;chr14:94060426:-;chr14:94079395:-	distal	FALSE
RPL36A	0.0341935568086883	0.853295706468761	0.991744347584553	0.583333333333333	0.714285714285714	-0.130952380952381	chrX:101395447:+_vs_chrX:101395795:+	-0.261904761904762	chrX:101395447:+;chrX:101395795:+	proximal	FALSE
SUPT20H	0.0337009803921568	0.854344313172784	0.991868315072703	0.294117647058824	0.2	0.0941176470588235	chr13:37031781:-_vs_chr13:37009494:-	0.188235294117647	chr13:37009494:-;chr13:37031781:-	distal	FALSE
YWHAE	0.0321629142594595	0.85767056831046	0.994633379329201	0.69811320754717	0.722222222222222	-0.0241090146750524	chr17:1364908:-_vs_chr17:1344539:-	-0.0482180293501048	chr17:1344539:-;chr17:1364908:-	proximal	FALSE
NUP98	0.0308021390374332	0.860682542356288	0.997028291640453	0.323529411764706	0	0.323529411764706	chr11:3723183:-_vs_chr11:3711835:-	0.647058823529412	chr11:3711835:-;chr11:3723183:-	distal	FALSE
RCN2	0.0289827326741938	0.864818912302212	1	0.584313725490196	0.625	-0.0406862745098039	chr15:76949390:+_vs_chr15:76949904:+	-0.0813725490196078	chr15:76949390:+;chr15:76949904:+	proximal	FALSE
ENC1	0.279669655494874	0.869501841116344	1	0.586165048543689	0.604651162790698	-0.0184861142470083	chr5:74629891:-_vs_chr5:74627409:-	-0.0636148114698578	chr5:74627409:-;chr5:74629891:-;chr5:74635493:-	proximal	FALSE
ME2	0.0221674876847291	0.881642404752788	1	0.689655172413793	0.571428571428571	0.118226600985222	chr18:50912833:+_vs_chr18:50947890:+	0.236453201970443	chr18:50912833:+;chr18:50947890:+	distal	FALSE
PRDX1	0.0216258138351131	0.883086888702894	1	0.835051546391753	0.810810810810811	0.0242407355809418	chr1:45511227:-_vs_chr1:45511051:-	0.0484814711618835	chr1:45511051:-;chr1:45511227:-	distal	FALSE
HNRNPH1	0.0201923076923077	0.88700130251839	1	0.8	0.777777777777778	0.0222222222222223	chr5:179619287:-_vs_chr5:179614178:-	0.0444444444444445	chr5:179614178:-;chr5:179619287:-	distal	FALSE
TACC3	0.0188560013046314	0.890780110440503	1	1	0.424657534246575	0.575342465753425	chr4:1740887:+_vs_chr4:1745171:+	1.15068493150685	chr4:1740887:+;chr4:1745171:+	distal	FALSE
NGRN	0.0179453396844701	0.893434033214058	1	0.867768595041322	0.844444444444444	0.0233241505968779	chr15:90271552:+_vs_chr15:90272195:+	0.0466483011937557	chr15:90271552:+;chr15:90272195:+	distal	FALSE
GPBP1	0.224775224775225	0.893697782024508	1	0.221428571428571	0.3	-0.0785714285714286	chr5:57176333:+_vs_chr5:57263085:+	-0.157142857142857	chr5:57176333:+;chr5:57247110:+;chr5:57263085:+	proximal	FALSE
TMEM59	0.0164963942307692	0.897802131367996	1	0.730769230769231	0.777777777777778	-0.0470085470085471	chr1:54032015:-_vs_chr1:54031676:-	-0.0940170940170941	chr1:54031676:-;chr1:54032015:-	proximal	FALSE
CASC3	0.0148420842217484	0.903035164741223	1	0.417910447761194	0.357142857142857	0.0607675906183369	chr17:40161839:+_vs_chr17:40172167:+	0.121535181236674	chr17:40161839:+;chr17:40172167:+	distal	FALSE
IDH2	0.0143422373566717	0.90467399762721	1	0.132183908045977	0.150943396226415	-0.0187594881804381	chr15:90083978:-_vs_chr15:90083073:-	-0.0375189763608761	chr15:90083073:-;chr15:90083978:-	proximal	FALSE
TUBA1A	0.014223637665014	0.90506708066345	1	0.997079439252336	0.996426018584703	0.000653420667633076	chr12:49185002:-_vs_chr12:49184799:-	0.00130684133526616	chr12:49184799:-;chr12:49185002:-	distal	FALSE
STARD3NL	0.0130432289875015	0.909073737245547	1	0.473684210526316	0.538461538461538	-0.0647773279352227	chr7:38230410:+_vs_chr7:38230669:+	-0.129554655870445	chr7:38230410:+;chr7:38230669:+	proximal	FALSE
FABP7	0.0124875444839857	0.911023471118185	1	0.96797153024911	0.96	0.00797153024911035	chr6:122781157:+_vs_chr6:122784074:+	0.0159430604982207	chr6:122781157:+;chr6:122784074:+	distal	FALSE
OPA1	0.0121001683501683	0.912408768036625	1	0.444444444444444	0.6	-0.155555555555556	chr3:193635474:+_vs_chr3:193648812:+	-0.311111111111111	chr3:193635474:+;chr3:193648812:+	proximal	FALSE
RRM1	0.0114795918367347	0.914675647748153	1	0.346938775510204	0.285714285714286	0.0612244897959184	chr11:4138299:+_vs_chr11:4138872:+	0.122448979591837	chr11:4138299:+;chr11:4138872:+	distal	FALSE
OTUB1	0.0114272660818713	0.914869589364078	1	0.263157894736842	0.3125	-0.0493421052631579	chr11:63997702:+_vs_chr11:63998412:+	-0.0986842105263158	chr11:63997702:+;chr11:63998412:+	proximal	FALSE
EIF1B	0.0110997267759563	0.916093930959682	1	0.590163934426229	0.75	-0.159836065573771	chr3:40312362:+_vs_chr3:40312403:+	-0.319672131147541	chr3:40312362:+;chr3:40312403:+	proximal	FALSE
MRPL3	0.0101136395209913	0.919894517564463	1	0.418604651162791	0.333333333333333	0.0852713178294574	chr3:131462374:-_vs_chr3:131462224:-	0.170542635658915	chr3:131462224:-;chr3:131462374:-	distal	FALSE
KATNA1	0.0100160256410256	0.920280736976422	1	0.45	0.6	-0.15	chr6:149623118:-_vs_chr6:149594873:-	-0.3	chr6:149594873:-;chr6:149623118:-	proximal	FALSE
PCNP	0.00970784023668638	0.92151274336785	1	0.869565217391304	0.923076923076923	-0.0535117056856188	chr3:101593007:+_vs_chr3:101594437:+	-0.107023411371238	chr3:101593007:+;chr3:101594437:+	proximal	FALSE
KIFC1	0.00778654485049836	0.929684812396716	1	1	0.854166666666667	0.145833333333333	chr6:33407105:+_vs_chr6:33409896:+	0.291666666666667	chr6:33407105:+;chr6:33409896:+	distal	FALSE
HILPDA	0.0076486013986014	0.930308833515082	1	0.607142857142857	0.714285714285714	-0.107142857142857	chr7:128457930:+_vs_chr7:128458418:+	-0.214285714285714	chr7:128457930:+;chr7:128458418:+	proximal	FALSE
RPS3A	0.00623156320566624	0.937080147562616	1	0.957399103139013	0.96195652173913	-0.00455741860011705	chr4:151104262:+_vs_chr4:151104637:+	-0.00911483720023402	chr4:151104262:+;chr4:151104637:+	proximal	FALSE
C1orf35	0.00541622899159664	0.94133262292354	1	0.535714285714286	0.4	0.135714285714286	chr1:228101410:-_vs_chr1:228100735:-	0.271428571428571	chr1:228100735:-;chr1:228101410:-	distal	FALSE
SCAPER	0.00531813865147199	0.941865346787233	1	0.555555555555556	0	0.555555555555556	chr15:76771799:-_vs_chr15:76765032:-	1.11111111111111	chr15:76765032:-;chr15:76771799:-	distal	FALSE
CSNK1A1	0.119529501941621	0.941986108838159	1	0.485915492957746	0.470588235294118	0.0153272576636289	chr5:149509933:-_vs_chr5:149495984:-	0.0737365368682684	chr5:149495984:-;chr5:149509933:-;chr5:149513127:-	distal	FALSE
ACTR1A	0.00492187499999998	0.944069434412354	1	0.5625	0.533333333333333	0.0291666666666667	chr10:102480801:-_vs_chr10:102479229:-	0.0583333333333333	chr10:102479229:-;chr10:102480801:-	distal	FALSE
H3-3A	0.0044446046976803	0.946846114559757	1	0.856716417910448	0.863013698630137	-0.00629728071968927	chr1:226071846:+_vs_chr1:226072002:+	-0.0125945614393785	chr1:226071846:+;chr1:226072002:+	proximal	FALSE
SAFB	0.00419479330193615	0.948359338112937	1	0.512820512820513	0.571428571428571	-0.0586080586080586	chr19:5653396:+_vs_chr19:5668478:+	-0.117216117216117	chr19:5653396:+;chr19:5668478:+	proximal	FALSE
JAKMIP2	0.00356622782252073	0.952380313424941	1	0.608695652173913	0.714285714285714	-0.105590062111801	chr5:147648421:-_vs_chr5:147591146:-	-0.211180124223602	chr5:147591146:-;chr5:147648421:-	proximal	FALSE
BTG2	0.00337038276148347	0.953704820505421	1	0.80327868852459	0.714285714285714	0.0889929742388759	chr1:203307568:+_vs_chr1:203309602:+	0.177985948477752	chr1:203307568:+;chr1:203309602:+	distal	FALSE
PPP2CB	0.00337038276148347	0.953704820505421	1	0.80327868852459	0.714285714285714	0.0889929742388759	chr8:30799735:-_vs_chr8:30785616:-	0.177985948477752	chr8:30785616:-;chr8:30799735:-	distal	FALSE
CCT2	0.00317378374279494	0.955073865852333	1	0.875862068965517	0.923076923076923	-0.0472148541114059	chr12:69592099:+_vs_chr12:69601570:+	-0.0944297082228117	chr12:69592099:+;chr12:69601570:+	proximal	FALSE
ZFAND5	0.00298501317523056	0.95642903605368	1	0.677685950413223	0.708333333333333	-0.0306473829201103	chr9:72355652:-_vs_chr9:72354458:-	-0.0612947658402204	chr9:72354458:-;chr9:72355652:-	proximal	FALSE
NOLC1	0.00250613747954174	0.960073509551715	1	0.276595744680851	0	0.276595744680851	chr10:102161067:+_vs_chr10:102161654:+	0.553191489361702	chr10:102161067:+;chr10:102161654:+	distal	FALSE
ZNHIT3	0.00222668118630853	0.962363612381634	1	0.804347826086957	0.714285714285714	0.0900621118012422	chr17:36495756:+_vs_chr17:36495822:+	0.180124223602484	chr17:36495756:+;chr17:36495822:+	distal	FALSE
LARS1	0.00178977272727273	0.966254996939996	1	0.545454545454545	0.625	-0.0795454545454546	chr5:146168169:-_vs_chr5:146160390:-	-0.159090909090909	chr5:146160390:-;chr5:146168169:-	proximal	FALSE
ITGB1	0.00148584905660378	0.969251787824041	1	0.566037735849057	0.5	0.0660377358490566	chr10:32929917:-_vs_chr10:32900397:-	0.132075471698113	chr10:32900397:-;chr10:32929917:-	distal	FALSE
C9orf78	0.000923913043478257	0.97575128441184	1	0.282608695652174	0.4	-0.117391304347826	chr9:129827772:-_vs_chr9:129827290:-	-0.234782608695652	chr9:129827290:-;chr9:129827772:-	proximal	FALSE
FABP5	0.000780493759112114	0.977712144275363	1	0.926829268292683	0.933333333333333	-0.00650406504065038	chr8:81283950:+_vs_chr8:81284777:+	-0.0130081300813008	chr8:81283950:+;chr8:81284777:+	proximal	FALSE
PACC1	0.000372246613381366	0.984606814758348	1	0.446808510638298	0.4	0.0468085106382978	chr1:212365268:-_vs_chr1:212364478:-	0.0936170212765957	chr1:212364478:-;chr1:212365268:-	distal	FALSE
CIRBP	0.000219813399161236	0.98817091282981	1	0.243961352657005	0.253968253968254	-0.0100069013112491	chr19:1273172:+_vs_chr19:1274810:+	-0.0200138026224983	chr19:1273172:+;chr19:1274810:+	proximal	FALSE
RPA3	9.11492092299724e-05	0.992382544662503	1	0.657894736842105	0.571428571428571	0.0864661654135339	chr7:7636944:-_vs_chr7:7636717:-	0.172932330827068	chr7:7636717:-;chr7:7636944:-	distal	FALSE
