gene_id	chisq	pvalue	adj_pvalue	IP	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
PPP1CB	1.08318069012409	0.581822218120591	0.697131999113674	0.675675675675676	0.738993710691824	-0.0633180350161482	chr2:28799298:+_vs_chr2:28801037:+	-0.126636070032296	chr2:28799298:+;chr2:28799875:+;chr2:28801037:+	proximal	FALSE
CDC42BPB	0.300708168642951	0.583438802913288	0.698106758570474	0.3125	0.454545454545455	-0.142045454545455	chr14:102975725:-_vs_chr14:102968501:-	-0.284090909090909	chr14:102968501:-;chr14:102975725:-	proximal	FALSE
SUPT20H	0.300215208034433	0.583747536124086	0.698106758570474	0.294117647058824	0.392857142857143	-0.0987394957983193	chr13:37031781:-_vs_chr13:37009494:-	-0.197478991596639	chr13:37009494:-;chr13:37031781:-	proximal	FALSE
THAP5	0.3	0.583882420770365	0.698106758570474	0.75	0.45	0.3	chr7:108564023:-_vs_chr7:108562515:-	0.6	chr7:108562515:-;chr7:108564023:-	distal	FALSE
GARS1	0.299742445054945	0.584043929636115	0.698106758570474	0.642857142857143	0.541666666666667	0.101190476190476	chr7:30633941:+_vs_chr7:30634033:+	0.202380952380952	chr7:30633941:+;chr7:30634033:+	distal	FALSE
VPS29	1.07179253573024	0.585144608743111	0.699001059721439	0.528571428571428	0.543010752688172	-0.0144393241167435	chr12:110491624:-_vs_chr12:110491582:-	-0.167434715821813	chr12:110491582:-;chr12:110491624:-;chr12:110491923:-	proximal	FALSE
EMP2	0.293309631544926	0.588107405043209	0.702117389645203	0	0.464285714285714	-0.464285714285714	chr16:10531326:-_vs_chr16:10529074:-	-0.928571428571429	chr16:10529074:-;chr16:10531326:-	proximal	FALSE
UBQLN1	0.2921875	0.58882212704206	0.702547700315526	0.555555555555556	0.4	0.155555555555556	chr9:83661432:-_vs_chr9:83659970:-	0.311111111111111	chr9:83659970:-;chr9:83661432:-	distal	FALSE
POLR2C	0.291324076119786	0.589373277994768	0.702782447542769	0.620689655172414	0.701492537313433	-0.0808028821410191	chr16:57471679:+_vs_chr16:57472005:+	-0.161605764282038	chr16:57471679:+;chr16:57472005:+	proximal	FALSE
NME4	0.285970976199255	0.592814068077522	0.706460515022671	0.531645569620253	0.58252427184466	-0.050878702224407	chr16:400648:+_vs_chr16:400754:+	-0.101757404448814	chr16:400648:+;chr16:400754:+	proximal	FALSE
CASC4	0.284482959850607	0.59377786753252	0.707184090881073	0.5	0.333333333333333	0.166666666666667	chr15:44337833:+_vs_chr15:44415748:+	0.333333333333333	chr15:44337833:+;chr15:44415748:+	distal	FALSE
PCM1	1.89084543480714	0.595368192046819	0.70865253591167	0.19634703196347	0.206751054852321	-0.0104040228888504	chr8:17947255:+_vs_chr8:17956702:+	-0.0832321831108028	chr8:17937189:+;chr8:17947255:+;chr8:17956702:+;chr8:17960131:+	proximal	FALSE
ACP1	1.03062796214057	0.597313020190995	0.710540923238598	0.854545454545455	0.801470588235294	0.0530748663101605	chr2:277508:+_vs_chr2:278283:+	0.106149732620321	chr2:277508:+;chr2:277595:+;chr2:278283:+	distal	FALSE
NSD1	0.277894736842105	0.598084412356566	0.71103200821527	0.393939393939394	0.545454545454545	-0.151515151515151	chr5:177204277:+_vs_chr5:177291979:+	-0.303030303030303	chr5:177204277:+;chr5:177291979:+	proximal	FALSE
CBWD2	1.01317683730197	0.602547716856664	0.715707223401946	0.4375	0.463414634146341	-0.0259146341463414	chr2:113495801:+_vs_chr2:113496168:+	-0.304878048780488	chr2:113462459:+;chr2:113495801:+;chr2:113496168:+	proximal	FALSE
PPP1R21	0.270884869099155	0.602738811437847	0.715707223401946	0.5	0.285714285714286	0.214285714285714	chr2:48498590:+_vs_chr2:48515386:+	0.428571428571429	chr2:48498590:+;chr2:48515386:+	distal	FALSE
MRTO4	0.268868295290197	0.60409194150598	0.716884691805121	0.451612903225806	0.666666666666667	-0.21505376344086	chr1:19258975:+_vs_chr1:19259443:+	-0.43010752688172	chr1:19258975:+;chr1:19259443:+	proximal	FALSE
SAFB2	0.994407209152386	0.608229132968459	0.721362661887831	0.521276595744681	0.575757575757576	-0.0544809800128948	chr19:5610654:-_vs_chr19:5595431:-	-0.188910380399742	chr19:5595431:-;chr19:5610654:-;chr19:5612541:-	proximal	FALSE
APEX1	0.991333170284344	0.609164711783393	0.722040420482049	0.867977528089888	0.888235294117647	-0.0202577660277594	chr14:20455953:+_vs_chr14:20457234:+	-0.0495042961004627	chr14:20455953:+;chr14:20457234:+;chr14:20457767:+	proximal	FALSE
HADH	0.259379535558781	0.610546742881509	0.723246231262862	0.918367346938776	0.871428571428571	0.0469387755102041	chr4:108035089:+_vs_chr4:108035171:+	0.0938775510204082	chr4:108035089:+;chr4:108035171:+	distal	FALSE
UBE2Q2	0.256410256410256	0.612597152847097	0.725241883042264	0.607142857142857	0.75	-0.142857142857143	chr15:75873536:+_vs_chr15:75901044:+	-0.285714285714286	chr15:75873536:+;chr15:75901044:+	proximal	FALSE
PTPN9	0.25493106617647	0.613624166015406	0.726024296663813	0.625	0.44	0.185	chr15:75467662:-_vs_chr15:75467123:-	0.37	chr15:75467123:-;chr15:75467662:-	distal	FALSE
PLEKHG4B	0.254347826086956	0.614030142075887	0.726071420236424	0.461538461538462	0.608695652173913	-0.147157190635452	chr5:157099:+_vs_chr5:163307:+	-0.294314381270903	chr5:157099:+;chr5:163307:+	proximal	FALSE
CHTOP	0.248335137085137	0.618249805821916	0.730328239528135	0.766666666666667	0.840909090909091	-0.0742424242424242	chr1:153645829:+_vs_chr1:153646302:+	-0.148484848484848	chr1:153645829:+;chr1:153646302:+	proximal	FALSE
FNBP1	0.961347348303871	0.618366673811265	0.730328239528135	0.588888888888889	0.5	0.0888888888888889	chr9:129908912:-_vs_chr9:129902985:-	0.272222222222222	chr9:129902985:-;chr9:129908912:-;chr9:129923706:-	distal	FALSE
MPHOSPH8	0.955259574185405	0.620251779696748	0.732118618534911	0.470588235294118	0.5	-0.0294117647058824	chr13:19646948:+_vs_chr13:19650161:+	-0.232736572890026	chr13:19646748:+;chr13:19646948:+;chr13:19650161:+	proximal	FALSE
NCOR1	0.944318181818182	0.62365428729749	0.735696877876813	0.375	0.428571428571429	-0.0535714285714286	chr17:16146446:-_vs_chr17:16126082:-	-0.160714285714286	chr17:16126082:-;chr17:16146446:-;chr17:16149453:-	proximal	FALSE
KIAA1109	0.236304342510636	0.626888148707367	0.739072056413026	0.318181818181818	0.461538461538462	-0.143356643356643	chr4:122192256:+_vs_chr4:122239944:+	-0.286713286713287	chr4:122192256:+;chr4:122239944:+	proximal	FALSE
SDHAF2	0.230880230880231	0.630871917322983	0.743326804546331	0.571428571428571	0.727272727272727	-0.155844155844156	chr11:61446017:+_vs_chr11:61446733:+	-0.311688311688312	chr11:61446017:+;chr11:61446733:+	proximal	FALSE
NUP88	0.229166666666667	0.632142422148543	0.744381486413634	0.666666666666667	0.4375	0.229166666666667	chr17:5386101:-_vs_chr17:5386033:-	0.458333333333333	chr17:5386033:-;chr17:5386101:-	distal	FALSE
STX7	0.22678733226906	0.633916273341843	0.746027281920994	0.285714285714286	0.465116279069767	-0.179401993355482	chr6:132459513:-_vs_chr6:132457915:-	-0.358803986710964	chr6:132457915:-;chr6:132459513:-	proximal	FALSE
HSPE1	0.225407114602981	0.634950496445926	0.746801206673945	0.208333333333333	0.241025641025641	-0.0326923076923077	chr2:197503383:+_vs_chr2:197503449:+	-0.0653846153846154	chr2:197503383:+;chr2:197503449:+	proximal	FALSE
NENF	0.222927807486631	0.636818074219729	0.748553788487091	0.222222222222222	0.137254901960784	0.0849673202614379	chr1:212446138:+_vs_chr1:212446376:+	0.169934640522876	chr1:212446138:+;chr1:212446376:+	distal	FALSE
PPP2R2B	0.897820897820898	0.638323258677662	0.749878567510547	0.72972972972973	0.722222222222222	0.00750750750750739	chr5:146698030:-_vs_chr5:146589594:-	0.12012012012012	chr5:146589510:-;chr5:146589594:-;chr5:146698030:-	distal	FALSE
LYRM4	0.21796679197995	0.640593506900399	0.752100014318231	0.259259259259259	0.368421052631579	-0.10916179337232	chr6:5109072:-_vs_chr6:5108419:-	-0.218323586744639	chr6:5108419:-;chr6:5109072:-	proximal	FALSE
KATNA1	0.216214569160998	0.641939488711933	0.753221358757633	0.45	0.571428571428571	-0.121428571428571	chr6:149623118:-_vs_chr6:149594873:-	-0.242857142857143	chr6:149594873:-;chr6:149623118:-	proximal	FALSE
FBXO22	0.215735972109327	0.642308279202803	0.753221358757633	0.285714285714286	0.405405405405405	-0.11969111969112	chr15:75934107:+_vs_chr15:75934608:+	-0.239382239382239	chr15:75934107:+;chr15:75934608:+	proximal	FALSE
ELAVL4	0.215073682832432	0.642819437786282	0.753375263079313	0.186813186813187	0	0.186813186813187	chr1:50201260:+_vs_chr1:50201599:+	0.373626373626374	chr1:50201260:+;chr1:50201599:+	distal	FALSE
CWC27	0.211038961038961	0.645954292998146	0.75660210455719	0.363636363636364	0.533333333333333	-0.16969696969697	chr5:64786627:+_vs_chr5:65018323:+	-0.339393939393939	chr5:64786627:+;chr5:65018323:+	proximal	FALSE
NCOA4	0.208866155157715	0.647657555041271	0.758149310299198	0.625	0.5	0.125	chr10:46010526:-_vs_chr10:46005088:-	0.25	chr10:46005088:-;chr10:46010526:-	distal	FALSE
SERF1A	0.207755182619313	0.648532587153626	0.758567765308443	0.608695652173913	0.5	0.108695652173913	chr5:70032591:+_vs_chr5:70032696:+	0.217391304347826	chr5:70032591:+;chr5:70032696:+	distal	FALSE
TSC22D1	0.207441585787119	0.648780095795824	0.758567765308443	0.954838709677419	0.933962264150943	0.0208764455264759	chr13:44574774:-_vs_chr13:44433522:-	0.0417528910529519	chr13:44433522:-;chr13:44574774:-	distal	FALSE
HACD3	0.202244799287768	0.652914977501453	0.762952504646659	0.120879120879121	0.149171270718232	-0.0282921498391112	chr15:65576369:+_vs_chr15:65578349:+	-0.0565842996782223	chr15:65576369:+;chr15:65578349:+	proximal	FALSE
ING3	0.200170212765957	0.654583490252302	0.764103950899329	0.68	0.595744680851064	0.0842553191489362	chr7:120956976:+_vs_chr7:120974909:+	0.168510638297872	chr7:120956976:+;chr7:120974909:+	distal	FALSE
VTA1	0.200061747452918	0.6546710098729	0.764103950899329	0.645569620253165	0.585365853658537	0.060203766594628	chr6:142219603:+_vs_chr6:142220777:+	0.120407533189256	chr6:142219603:+;chr6:142220777:+	distal	FALSE
MAGED4	0.199316760312429	0.655272903494438	0.764356569193806	0.474452554744526	0.442528735632184	0.0319238191123416	chrX:52061827:-_vs_chrX:52192268:+	0.0638476382246833	chrX:52061827:-;chrX:52192268:+	distal	FALSE
STXBP1	0.84172335600907	0.656480900877438	0.765315477037014	0.357142857142857	0	0.357142857142857	chr9:127690834:+_vs_chr9:127692688:+	0.714285714285714	chr9:127690834:+;chr9:127691038:+;chr9:127692688:+	distal	FALSE
SRI	0.830358711519332	0.660221855492738	0.769224406252703	0.25531914893617	0.295081967213115	-0.0397628182769445	chr7:88206289:-_vs_chr7:88205115:-	-0.0795256365538891	chr7:88205115:-;chr7:88205851:-;chr7:88206289:-	proximal	FALSE
MCM4	0.828287023054465	0.660906096816411	0.769411844804235	0.305555555555556	0.383720930232558	-0.0781653746770026	chr8:47962810:+_vs_chr8:47977928:+	-0.156330749354005	chr8:47962810:+;chr8:47976974:+;chr8:47977928:+	proximal	FALSE
ITGB1	0.191926055454831	0.661318389697676	0.769411844804235	0.566037735849057	0.507936507936508	0.0581012279125487	chr10:32929917:-_vs_chr10:32900397:-	0.116202455825097	chr10:32900397:-;chr10:32929917:-	distal	FALSE
SF3B2	0.191650151360063	0.661546745028351	0.769411844804235	0.189189189189189	0.246575342465753	-0.0573861532765642	chr11:66058867:+_vs_chr11:66068892:+	-0.114772306553128	chr11:66058867:+;chr11:66068892:+	proximal	FALSE
LYPLAL1	0.190599173553719	0.662418397808558	0.769885350928152	0.363636363636364	0.233333333333333	0.13030303030303	chr1:219211827:+_vs_chr1:219212858:+	0.260606060606061	chr1:219211827:+;chr1:219212858:+	distal	FALSE
TXN	0.821946850247983	0.663004550630341	0.769885350928152	0.510526315789474	0.513513513513514	-0.00298719772403988	chr9:110244016:-_vs_chr9:110243962:-	-0.0648648648648649	chr9:110243962:-;chr9:110244016:-;chr9:110244082:-	proximal	FALSE
BTF3L4	0.189757412398922	0.663118597773718	0.769885350928152	0.568181818181818	0.636363636363636	-0.0681818181818181	chr1:52087155:+_vs_chr1:52088387:+	-0.136363636363636	chr1:52087155:+;chr1:52088387:+	proximal	FALSE
PDIA3	1.56238461462081	0.667948604872299	0.775039253049601	0.704678362573099	0.689265536723164	0.0154128258499356	chr15:43765548:+_vs_chr15:43771182:+	0.0611061552185549	chr15:43765548:+;chr15:43769565:+;chr15:43771182:+;chr15:43771540:+	distal	FALSE
SMIM7	0.181985294117647	0.669672632416211	0.776585280749326	0.8	0.7	0.1	chr19:16646949:-_vs_chr19:16646559:-	0.2	chr19:16646559:-;chr19:16646949:-	distal	FALSE
FLAD1	0.178683385579937	0.67250716810839	0.779416548427199	0.689655172413793	0.777777777777778	-0.0881226053639846	chr1:154989012:+_vs_chr1:154993111:+	-0.176245210727969	chr1:154989012:+;chr1:154993111:+	proximal	FALSE
UBR5	0.790458521070766	0.673525608705484	0.780140935784447	0.316326530612245	0.4	-0.0836734693877551	chr8:102326601:-_vs_chr8:102305100:-	-0.224489795918367	chr8:102293955:-;chr8:102305100:-;chr8:102326601:-	proximal	FALSE
FABP7	0.176153224476354	0.67470015607233	0.78104518942874	0.96797153024911	0.974243108901943	-0.00627157865283279	chr6:122781157:+_vs_chr6:122784074:+	-0.0125431573056655	chr6:122781157:+;chr6:122784074:+	proximal	FALSE
CAPZB	0.174909754695733	0.675784713045691	0.781844274194635	0.517241379310345	0.476635514018692	0.0406058652916533	chr1:19339115:-_vs_chr1:19338779:-	0.0812117305833064	chr1:19338779:-;chr1:19339115:-	distal	FALSE
APC	0.773592017883131	0.679229637568114	0.78537164507147	0.191489361702128	0.212	-0.0205106382978723	chr5:112775671:+_vs_chr5:112838760:+	-0.105021276595745	chr5:112775671:+;chr5:112838760:+;chr5:112839523:+	proximal	FALSE
COQ4	0.163988095238095	0.685511003502852	0.792172680621303	0.482758620689655	0.571428571428571	-0.0886699507389162	chr9:128323584:+_vs_chr9:128334072:+	-0.177339901477833	chr9:128323584:+;chr9:128334072:+	proximal	FALSE
ARCN1	0.1625	0.686865180341466	0.793275278169555	0.6	0.4375	0.1625	chr11:118590364:+_vs_chr11:118602925:+	0.325	chr11:118590364:+;chr11:118602925:+	distal	FALSE
RNF20	1.46974731240643	0.689270027445386	0.795589327371479	0.401360544217687	0.472868217054264	-0.0715076728365764	chr9:101552714:+_vs_chr9:101563344:+	-0.166112956810631	chr9:101552562:+;chr9:101552714:+;chr9:101554757:+;chr9:101563344:+	proximal	FALSE
CHMP5	0.157434470563761	0.691529605440684	0.797393471998874	0.855072463768116	0.894736842105263	-0.0396643783371472	chr9:33281169:+_vs_chr9:33281510:+	-0.0793287566742944	chr9:33281169:+;chr9:33281510:+	proximal	FALSE
TMSB15B	0.157318608931512	0.691637302994485	0.797393471998874	0.567567567567568	0.476190476190476	0.0913770913770914	chrX:104072887:-_vs_chrX:103965976:+	0.182754182754183	chrX:103965976:+;chrX:104072887:-	distal	FALSE
SAP30	0.156851851851852	0.692071635978879	0.797430595087808	0.4	0.325	0.075	chr4:173373461:+_vs_chr4:173377532:+	0.15	chr4:173373461:+;chr4:173377532:+	distal	FALSE
C7orf26	0.153232080419581	0.695465604948279	0.80058432397472	0.65	0.538461538461538	0.111538461538462	chr7:6600021:+_vs_chr7:6608726:+	0.223076923076923	chr7:6600021:+;chr7:6608726:+	distal	FALSE
SMU1	0.153072667464115	0.695616132228161	0.80058432397472	0.461538461538462	0.590909090909091	-0.129370629370629	chr9:33068906:-_vs_chr9:33062080:-	-0.258741258741259	chr9:33062080:-;chr9:33068906:-	proximal	FALSE
NUDT9	0.151495624291383	0.697110164006006	0.801838431104356	0.619047619047619	0.5	0.119047619047619	chr4:87449221:+_vs_chr4:87458347:+	0.238095238095238	chr4:87449221:+;chr4:87458347:+	distal	FALSE
ABCF1	0.149537037037037	0.69897817539044	0.803520998144489	0.4	0.526315789473684	-0.126315789473684	chr6:30580460:+_vs_chr6:30591312:+	-0.252631578947368	chr6:30580460:+;chr6:30591312:+	proximal	FALSE
SPECC1L	0.711713953874232	0.700572811139499	0.804887534466759	0.455357142857143	0.388888888888889	0.066468253968254	chr22:24324294:+_vs_chr22:24330405:+	0.134920634920635	chr22:24324294:+;chr22:24330405:+;chr22:24334540:+	distal	FALSE
ANKRD10	0.145454545454545	0.702917563245367	0.807113797287529	0.454545454545455	0.6	-0.145454545454545	chr13:110892710:-_vs_chr13:110878540:-	-0.290909090909091	chr13:110878540:-;chr13:110892710:-	proximal	FALSE
SLBP	0.143832035119581	0.704500783671499	0.808463572928578	0.862068965517241	0.813953488372093	0.0481154771451483	chr4:1703603:-_vs_chr4:1692813:-	0.0962309542902967	chr4:1692813:-;chr4:1703603:-	distal	FALSE
CFAP410	0.140080426109838	0.708201070953853	0.811649983620127	0.235294117647059	0.333333333333333	-0.0980392156862745	chr21:44329889:-_vs_chr21:44328948:-	-0.196078431372549	chr21:44328948:-;chr21:44329889:-	proximal	FALSE
RPS15A	0.139890964132302	0.708389432749801	0.811649983620127	0.0500834724540902	0.0434782608695652	0.00660521158452494	chr16:18782969:-_vs_chr16:18781311:-	0.0132104231690499	chr16:18781311:-;chr16:18782969:-	distal	FALSE
LAMTOR3	0.139774436090226	0.708505356352214	0.811649983620127	0.421052631578947	0.32	0.101052631578947	chr4:99881224:-_vs_chr4:99880956:-	0.202105263157895	chr4:99880956:-;chr4:99881224:-	distal	FALSE
MRFAP1	0.136621708666895	0.711662860477864	0.814796450535568	0.978260869565217	0.962655601659751	0.0156052679054663	chr4:6642362:+_vs_chr4:6642729:+	0.0312105358109327	chr4:6642362:+;chr4:6642729:+	distal	FALSE
H2AZ2	0.135912709868132	0.712378625116493	0.815145305023661	0.859649122807018	0.883720930232558	-0.0240718074255406	chr7:44834309:-_vs_chr7:44834232:-	-0.0481436148510812	chr7:44834232:-;chr7:44834309:-	proximal	FALSE
COX16	0.131325042881646	0.717062125866065	0.820031254666901	0.733333333333333	0.666666666666667	0.0666666666666667	chr14:70326276:-_vs_chr14:70326068:-	0.133333333333333	chr14:70326068:-;chr14:70326276:-	distal	FALSE
DNMT1	0.661121621621622	0.718520666262846	0.821225637578803	0.635135135135135	0.61	0.0251351351351351	chr19:10173090:-_vs_chr19:10162721:-	0.12	chr19:10133346:-;chr19:10162721:-;chr19:10173090:-	distal	FALSE
COA4	0.126926691729323	0.721640077552184	0.824315825913583	0.542857142857143	0.473684210526316	0.0691729323308271	chr11:73872766:-_vs_chr11:73872667:-	0.138345864661654	chr11:73872667:-;chr11:73872766:-	distal	FALSE
RAB6A	0.124835370021506	0.723848184617895	0.826362089866025	0.857142857142857	0.763157894736842	0.0939849624060149	chr11:73677648:-_vs_chr11:73675893:-	0.18796992481203	chr11:73675893:-;chr11:73677648:-	distal	FALSE
GGT7	0.119343248663101	0.729747883647704	0.832506193094436	0.5	0.647058823529412	-0.147058823529412	chr20:34861055:-_vs_chr20:34844720:-	-0.294117647058824	chr20:34844720:-;chr20:34861055:-	proximal	FALSE
CUL2	0.119047619047619	0.730069727580042	0.832506193094436	0.464285714285714	0.583333333333333	-0.119047619047619	chr10:35013738:-_vs_chr10:35009862:-	-0.238095238095238	chr10:35009862:-;chr10:35013738:-	proximal	FALSE
CSNK1D	0.1171875	0.732105120772065	0.834347387638509	0.75	0.645833333333333	0.104166666666667	chr17:82244362:-_vs_chr17:82242672:-	0.208333333333333	chr17:82242672:-;chr17:82244362:-	distal	FALSE
GLOD4	0.116703834376248	0.732637313629335	0.834474321037893	0.357142857142857	0.459459459459459	-0.102316602316602	chr17:771370:-_vs_chr17:759330:-	-0.204633204633205	chr17:759330:-;chr17:771370:-	proximal	FALSE
RPN1	0.114909689889642	0.734622297242232	0.836254888307318	0.590909090909091	0.517241379310345	0.0736677115987461	chr3:128620152:-_vs_chr3:128619974:-	0.147335423197492	chr3:128619974:-;chr3:128620152:-	distal	FALSE
APBB2	0.610637362637362	0.736888504368978	0.838353358671075	0.476190476190476	0.38	0.0961904761904762	chr4:40815435:-_vs_chr4:40812779:-	0.192380952380952	chr4:40812779:-;chr4:40815348:-;chr4:40815435:-	distal	FALSE
RBM34	0.608843981688809	0.737549561609021	0.838624300843284	0.327586206896552	0.291666666666667	0.0359195402298851	chr1:235131905:-_vs_chr1:235131647:-	0.122126436781609	chr1:235131647:-;chr1:235131905:-;chr1:235154950:-	distal	FALSE
CDK2AP1	0.110222444005424	0.739891028491897	0.840752565793518	0.587837837837838	0.627450980392157	-0.039613142554319	chr12:123261086:-_vs_chr12:123261003:-	-0.0792262851086381	chr12:123261003:-;chr12:123261086:-	proximal	FALSE
SHOC2	0.10989010989011	0.740269278807606	0.840752565793518	0.3	0.4	-0.1	chr10:110964423:+_vs_chr10:110964511:+	-0.2	chr10:110964423:+;chr10:110964511:+	proximal	FALSE
RAB7A	1.24192525883416	0.742967450208326	0.843333974678369	0.710622710622711	0.662251655629139	0.0483710549935716	chr3:128814099:+_vs_chr3:128814797:+	0.10479586638527	chr3:128813513:+;chr3:128814099:+;chr3:128814390:+;chr3:128814797:+	distal	FALSE
NDUFB6	0.104369512759334	0.746647752513353	0.847026597959942	0.117647058823529	0.15625	-0.0386029411764706	chr9:32553769:-_vs_chr9:32553688:-	-0.0772058823529412	chr9:32553688:-;chr9:32553769:-	proximal	FALSE
C14orf119	0.102660800335219	0.74865963683966	0.848823361837075	0.5	0.4375	0.0625	chr14:23098489:+_vs_chr14:23098586:+	0.125	chr14:23098489:+;chr14:23098586:+	distal	FALSE
USP7	0.100699300699301	0.750992054328097	0.850981282132924	0.6	0.444444444444444	0.155555555555556	chr16:8903343:-_vs_chr16:8893113:-	0.311111111111111	chr16:8893113:-;chr16:8903343:-	distal	FALSE
UBE2D1	0.0998716328110455	0.751983734085884	0.851618357905373	0.5	0.588235294117647	-0.0882352941176471	chr10:58368016:+_vs_chr10:58369596:+	-0.176470588235294	chr10:58368016:+;chr10:58369596:+	proximal	FALSE
CNR1	0.0992063492063492	0.752784132649847	0.851858137565017	0.428571428571429	0.333333333333333	0.0952380952380952	chr6:88142772:-_vs_chr6:88139864:-	0.19047619047619	chr6:88139864:-;chr6:88142772:-	distal	FALSE
ELAVL2	1.19875030040856	0.753304056832528	0.851858137565017	0.415204678362573	0.333333333333333	0.0818713450292398	chr9:23691880:-_vs_chr9:23691569:-	0.543859649122807	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-;chr9:23692087:-	distal	FALSE
FH	0.0986264609516356	0.75348420236462	0.851858137565017	0.590909090909091	0.666666666666667	-0.0757575757575757	chr1:241497801:-_vs_chr1:241497619:-	-0.151515151515151	chr1:241497619:-;chr1:241497801:-	proximal	FALSE
CDK11A	0.564102564102564	0.754235004823114	0.852221090919792	0.5	0.576923076923077	-0.076923076923077	chr1:1719359:-_vs_chr1:1716392:-	-0.153846153846154	chr1:1708200:-;chr1:1716392:-;chr1:1719359:-	proximal	FALSE
LSM14A	0.552332499594163	0.758686788751312	0.856763042194676	0.3	0.348275862068965	-0.0482758620689655	chr19:34219566:+_vs_chr19:34228096:+	-0.096551724137931	chr19:34219566:+;chr19:34219778:+;chr19:34228096:+	proximal	FALSE
STAU1	0.0925925925925926	0.760906727075114	0.858551687149722	0.208333333333333	0.277777777777778	-0.0694444444444444	chr20:49124387:-_vs_chr20:49113523:-	-0.138888888888889	chr20:49113523:-;chr20:49124387:-	proximal	FALSE
KPNA2	0.0922280581393968	0.76136352274114	0.858551687149722	0.957142857142857	0.936170212765957	0.0209726443768997	chr17:68046631:+_vs_chr17:68046854:+	0.0419452887537994	chr17:68046631:+;chr17:68046854:+	distal	FALSE
GLO1	0.0920639001358229	0.761569550023379	0.858551687149722	0.9375	0.900763358778626	0.0367366412213741	chr6:38676135:-_vs_chr6:38675945:-	0.0734732824427481	chr6:38675945:-;chr6:38676135:-	distal	FALSE
CMPK1	0.543123146694575	0.762188351535108	0.858593647613607	0.6	0.541666666666667	0.0583333333333333	chr1:47375249:+_vs_chr1:47377763:+	0.119047619047619	chr1:47375249:+;chr1:47377763:+;chr1:47378839:+	distal	FALSE
CPSF6	0.0913461538461538	0.762472724885306	0.858593647613607	0.307692307692308	0.388888888888889	-0.0811965811965812	chr12:69269934:+_vs_chr12:69270121:+	-0.162393162393162	chr12:69269934:+;chr12:69270121:+	proximal	FALSE
IK	0.0907470426187003	0.763229585262122	0.85895815412871	0.763636363636364	0.8	-0.0363636363636364	chr5:140654706:+_vs_chr5:140662480:+	-0.0727272727272727	chr5:140654706:+;chr5:140662480:+	proximal	FALSE
DMTF1	0.537064800932867	0.764500652230844	0.85963664846724	0.517241379310345	0.434782608695652	0.0824587706146927	chr7:87179592:+_vs_chr7:87184421:+	0.164917541229385	chr7:87179592:+;chr7:87182173:+;chr7:87184421:+	distal	FALSE
CENPU	0.535814722911497	0.764978644328474	0.85963664846724	0.548387096774194	0.5	0.0483870967741935	chr4:184697770:-_vs_chr4:184694898:-	0.0967741935483871	chr4:184694898:-;chr4:184695002:-;chr4:184697770:-	distal	FALSE
ANKLE2	0.535411279896574	0.76513297253892	0.85963664846724	0.5	0.446428571428571	0.0535714285714286	chr12:132750822:-_vs_chr12:132743150:-	0.189075630252101	chr12:132725668:-;chr12:132743150:-;chr12:132750822:-	distal	FALSE
RPL3	0.0885101365694118	0.766079821841621	0.860213072883315	0.971389017074296	0.969352446861097	0.00203657021319892	chr22:39312956:-_vs_chr22:39312884:-	0.0040731404263978	chr22:39312884:-;chr22:39312956:-	distal	FALSE
DYNC1LI1	1.13636363636364	0.768303792973016	0.862222083455286	0.597222222222222	0.640522875816993	-0.0433006535947712	chr3:32534604:-_vs_chr3:32525974:-	-0.193627450980392	chr3:32525974:-;chr3:32533069:-;chr3:32534604:-;chr3:32545901:-	proximal	FALSE
GAR1	0.086436111111111	0.768757758977134	0.862243572427408	0.75	0.64	0.11	chr4:109818049:+_vs_chr4:109824737:+	0.22	chr4:109818049:+;chr4:109824737:+	distal	FALSE
NEK6	0.0848011871258824	0.770893442197023	0.864150195521027	0.357142857142857	0.268292682926829	0.0888501742160279	chr9:124351458:+_vs_chr9:124352087:+	0.177700348432056	chr9:124351458:+;chr9:124352087:+	distal	FALSE
CIR1	0.0822134387351778	0.774319938482324	0.867500812435282	0.608695652173913	0.333333333333333	0.27536231884058	chr2:174349119:-_vs_chr2:174348446:-	0.550724637681159	chr2:174348446:-;chr2:174349119:-	distal	FALSE
CTNNBL1	0.0817307288384793	0.774965538846541	0.867733858572948	0.666666666666667	0.565217391304348	0.101449275362319	chr20:37842397:+_vs_chr20:37872118:+	0.202898550724638	chr20:37842397:+;chr20:37872118:+	distal	FALSE
TCF25	0.0807746077771448	0.776250418130898	0.868682042411721	0.714285714285714	0.756410256410256	-0.0421245421245421	chr16:89884636:+_vs_chr16:89911379:+	-0.0842490842490842	chr16:89884636:+;chr16:89911379:+	proximal	FALSE
ATXN2	1.09016265352671	0.77944937341862	0.871769942182247	0.537634408602151	0.547619047619048	-0.00998463901689706	chr12:111509941:-_vs_chr12:111509567:-	-0.135944700460829	chr12:111488731:-;chr12:111509567:-;chr12:111509941:-;chr12:111519935:-	proximal	FALSE
C8orf76	0.0769794721407625	0.781433251867576	0.873496132160881	0.636363636363636	0.741935483870968	-0.105571847507331	chr8:123220265:-_vs_chr8:123219987:-	-0.211143695014663	chr8:123219987:-;chr8:123220265:-	proximal	FALSE
