gene_id	chisq	pvalue	adj_pvalue	PgG2M	oRG	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CORO1C	0.141667516833299	0.706628870412685	0.856680089854854	0.655172413793103	0.538461538461538	-0.116710875331565	chr12:108647490:-_vs_chr12:108645109:-	-0.23342175066313	chr12:108645109:-;chr12:108647490:-	proximal	FALSE
ACP1	0.685545869438118	0.709799364055459	0.859719603566238	0.833333333333333	0.801470588235294	-0.0318627450980392	chr2:277595:+_vs_chr2:278283:+	-0.186274509803922	chr2:277508:+;chr2:277595:+;chr2:278283:+	proximal	FALSE
SNHG7	0.13560988674625	0.712684984360833	0.861983345632415	1	0.318181818181818	-0.681818181818182	chr9:136724658:-_vs_chr9:136724594:-	-1.36363636363636	chr9:136724594:-;chr9:136724658:-	proximal	FALSE
PSPH	0.134920634920635	0.713383735874821	0.861983345632415	0.764705882352941	0.843137254901961	0.0784313725490197	chr7:56011141:-_vs_chr7:56011064:-	0.156862745098039	chr7:56011064:-;chr7:56011141:-	distal	FALSE
CBX3	0.674686926797316	0.713663680450295	0.861983345632415	0.509090909090909	0.563186813186813	0.0540959040959041	chr7:26208547:+_vs_chr7:26213356:+	0.108191808191808	chr7:26208547:+;chr7:26212437:+;chr7:26213356:+	distal	FALSE
TM9SF4	0.133966412375503	0.714354461523448	0.862014322285278	1	0.606060606060606	-0.393939393939394	chr20:32156302:+_vs_chr20:32167255:+	-0.787878787878788	chr20:32156302:+;chr20:32167255:+	proximal	FALSE
ASPH	0.664077669902912	0.717459459810123	0.864955776664111	0.454545454545455	0.524271844660194	0.0697263901147396	chr8:61675259:-_vs_chr8:61618985:-	0.139452780229479	chr8:61618985:-;chr8:61624548:-;chr8:61675259:-	distal	FALSE
PAK1IP1	0.126811594202899	0.721761067358317	0.869014875835447	0.4	0.608695652173913	0.208695652173913	chr6:10703457:+_vs_chr6:10709366:+	0.417391304347826	chr6:10703457:+;chr6:10709366:+	distal	FALSE
MLC1	0.12642542875101	0.722167454687328	0.869014875835447	0.5	0.848837209302326	0.348837209302326	chr22:50077405:-_vs_chr22:50059397:-	0.697674418604651	chr22:50059397:-;chr22:50077405:-	distal	FALSE
SARNP	0.122615004631059	0.726215431895606	0.873075324431081	0.0666666666666667	0.139240506329114	0.0725738396624473	chr12:55757275:-_vs_chr12:55752580:-	0.145147679324894	chr12:55752580:-;chr12:55757275:-	distal	FALSE
ANP32B	0.121587046877123	0.727319543108896	0.873592333520973	0.290322580645161	0.357142857142857	0.0668202764976958	chr9:98015800:+_vs_chr9:98015943:+	0.133640552995392	chr9:98015800:+;chr9:98015943:+	distal	FALSE
IAH1	0.120619852017311	0.728363180063229	0.874035816075875	0.666666666666667	0.379310344827586	-0.28735632183908	chr2:9488462:+_vs_chr2:9488622:+	-0.574712643678161	chr2:9488462:+;chr2:9488622:+	proximal	FALSE
CMPK1	0.119786096256685	0.729266601249286	0.874310374855759	0.3	0.444444444444444	0.144444444444444	chr1:47377763:+_vs_chr1:47378839:+	0.288888888888889	chr1:47377763:+;chr1:47378839:+	distal	FALSE
ARL6IP5	0.115263298583267	0.734229715368919	0.879318712824589	1	0.325581395348837	-0.674418604651163	chr3:69104929:+_vs_chr3:69105388:+	-1.34883720930233	chr3:69104929:+;chr3:69105388:+	proximal	FALSE
GCA	0.114583333333333	0.734985221412139	0.879318712824589	0.107142857142857	0.163265306122449	0.0561224489795918	chr2:162361122:+_vs_chr2:162361428:+	0.112244897959184	chr2:162361122:+;chr2:162361428:+	distal	FALSE
DNAJB6	1.27331371427931	0.735479540665011	0.879318712824589	0.586666666666667	0.544025157232704	-0.0426415094339623	chr7:157363212:+_vs_chr7:157417435:+	-0.106037735849057	chr7:157363212:+;chr7:157366536:+;chr7:157386284:+;chr7:157417435:+	proximal	FALSE
LUC7L	0.111111111111111	0.738882680363527	0.882573229263716	0.6875	0.583333333333333	-0.104166666666667	chr16:206005:-_vs_chr16:188990:-	-0.208333333333333	chr16:188990:-;chr16:206005:-	proximal	FALSE
RARS1	0.109411168981481	0.74081550982841	0.884067127751031	0	0.375	0.375	chr5:168510678:+_vs_chr5:168519299:+	0.75	chr5:168510678:+;chr5:168519299:+	distal	FALSE
BRWD1	0.107843137254902	0.74261318272202	0.885397134137753	0.5	0.361111111111111	-0.138888888888889	chr21:39250818:-_vs_chr21:39236611:-	-0.277777777777778	chr21:39236611:-;chr21:39250818:-	proximal	FALSE
FH	0.101437024513948	0.750111916300925	0.893515665005513	0	0.666666666666667	0.666666666666667	chr1:241497801:-_vs_chr1:241497619:-	1.33333333333333	chr1:241497619:-;chr1:241497801:-	distal	FALSE
TCF25	0.10033750971251	0.751424984554025	0.894233030168838	0.875	0.756410256410256	-0.118589743589744	chr16:89884636:+_vs_chr16:89911379:+	-0.237179487179487	chr16:89884636:+;chr16:89911379:+	proximal	FALSE
HSPBP1	0.0993220222510839	0.752644755680626	0.894233030168838	0.56	0.623188405797101	0.0631884057971014	chr19:55262339:-_vs_chr19:55262223:-	0.126376811594203	chr19:55262223:-;chr19:55262339:-	distal	FALSE
AK2	0.0992063492063492	0.752784132649847	0.894233030168838	0.666666666666667	0.571428571428571	-0.0952380952380952	chr1:33013044:-_vs_chr1:33009920:-	-0.19047619047619	chr1:33009920:-;chr1:33013044:-	proximal	FALSE
PPID	0.0975665748393021	0.754769615627022	0.89577053283207	0	0.666666666666667	0.666666666666667	chr4:158709791:-_vs_chr4:158709134:-	1.33333333333333	chr4:158709134:-;chr4:158709791:-	distal	FALSE
PPP1R12A	0.560028248587571	0.75577306661951	0.895916548862567	0.75	0.652542372881356	-0.097457627118644	chr12:79822120:-_vs_chr12:79820856:-	-0.364406779661017	chr12:79797300:-;chr12:79820856:-;chr12:79822120:-	proximal	FALSE
USP39	0.0956152433425161	0.757156352030966	0.895916548862567	0	0.363636363636364	0.363636363636364	chr2:85636125:+_vs_chr2:85649283:+	0.727272727272727	chr2:85636125:+;chr2:85649283:+	distal	FALSE
EFNB1	0.0951136363636363	0.757774187277433	0.895916548862567	0	0.666666666666667	0.666666666666667	chrX:68842094:+_vs_chrX:68842164:+	1.33333333333333	chrX:68842094:+;chrX:68842164:+	distal	FALSE
ZHX1	0.0951136363636363	0.757774187277433	0.895916548862567	0	0.666666666666667	0.666666666666667	chr8:123255391:-_vs_chr8:123254070:-	1.33333333333333	chr8:123254070:-;chr8:123255391:-	distal	FALSE
SELENOT	0.0944061742569206	0.758648616966021	0.895916548862567	0	0.192307692307692	0.192307692307692	chr3:150628381:+_vs_chr3:150629795:+	0.384615384615385	chr3:150628381:+;chr3:150629795:+	distal	FALSE
AKAP17A	0.0939630681818184	0.759198127676856	0.895916548862567	0.5	0.363636363636364	-0.136363636363636	chrX:1599226:+_vs_chrY:1599226:+	-0.272727272727273	chrX:1599226:+;chrY:1599226:+	proximal	FALSE
CCNA2	0.0935339026915114	0.75973170308639	0.895916548862567	0.7	0.608695652173913	-0.0913043478260869	chr4:121817359:-_vs_chr4:121816444:-	-0.182608695652174	chr4:121816444:-;chr4:121817359:-	proximal	FALSE
VDAC2	0.0872821052660616	0.767661255798787	0.904444534104752	0.354166666666667	0.391304347826087	0.0371376811594203	chr10:75231272:+_vs_chr10:75231448:+	0.0742753623188406	chr10:75231272:+;chr10:75231448:+	distal	FALSE
RPL14	0.523393651939303	0.769744354834213	0.906075098878419	0.9375	0.944852941176471	0.00735294117647067	chr3:40461659:+_vs_chr3:40462099:+	0.025	chr3:40461659:+;chr3:40462099:+;chr3:40462280:+	distal	FALSE
ELOB	0.0831602846259742	0.773059511278525	0.909151657547158	0.0789473684210526	0.0506329113924051	-0.0283144570286476	chr16:2771946:-_vs_chr16:2771414:-	-0.0566289140572951	chr16:2771414:-;chr16:2771946:-	proximal	FALSE
CCNL1	0.0824483082706767	0.774006553927912	0.909440157652379	0	0.357142857142857	0.357142857142857	chr3:157149936:-_vs_chr3:157147796:-	0.714285714285714	chr3:157147796:-;chr3:157149936:-	distal	FALSE
CIAPIN1	0.0805058700596226	0.776613038454321	0.911676175576811	1	0.810344827586207	-0.189655172413793	chr16:57441844:-_vs_chr16:57428552:-	-0.379310344827586	chr16:57428552:-;chr16:57441844:-	proximal	FALSE
BRD9	0.0791948523345982	0.778391501158887	0.912937000454224	0	0.655172413793103	0.655172413793103	chr5:889093:-_vs_chr5:863741:-	1.31034482758621	chr5:863741:-;chr5:889093:-	distal	FALSE
GPBP1	1.07158999691263	0.783936415295175	0.918609036367583	0.2	0.350210970464135	0.150210970464135	chr5:57176333:+_vs_chr5:57263247:+	0.29620253164557	chr5:57176333:+;chr5:57247110:+;chr5:57263085:+;chr5:57263247:+	distal	FALSE
VPS35L	0.0718632329209253	0.788642985331683	0.923289348680995	0.722222222222222	0.794871794871795	0.0726495726495726	chr16:19650414:+_vs_chr16:19700686:+	0.145299145299145	chr16:19650414:+;chr16:19700686:+	distal	FALSE
PRC1	0.0703951807995926	0.79076226422127	0.924934922771449	0.676470588235294	0.6	-0.0764705882352942	chr15:90976709:-_vs_chr15:90966040:-	-0.152941176470588	chr15:90966040:-;chr15:90976709:-	proximal	FALSE
SOD2	0.0688172043010753	0.793066777287588	0.926178043318763	0	0.645161290322581	0.645161290322581	chr6:159682111:-_vs_chr6:159679116:-	1.29032258064516	chr6:159679116:-;chr6:159682111:-	distal	FALSE
AIDA	0.06868961352657	0.793254342657274	0.926178043318763	0.2	0.366666666666667	0.166666666666667	chr1:222669956:-_vs_chr1:222668159:-	0.333333333333333	chr1:222668159:-;chr1:222669956:-	distal	FALSE
TBL1XR1	0.0669642857142857	0.795809168519018	0.927798861086456	0.285714285714286	0.428571428571429	0.142857142857143	chr3:177047351:-_vs_chr3:177020754:-	0.285714285714286	chr3:177020754:-;chr3:177047351:-	distal	FALSE
NDUFB8	0.0667865569651284	0.796074331426033	0.927798861086456	0.818181818181818	0.857142857142857	0.0389610389610389	chr10:100525257:-_vs_chr10:100523740:-	0.0779220779220778	chr10:100523740:-;chr10:100525257:-	distal	FALSE
MKKS	0.065593112244898	0.797864724540268	0.929050029653358	0.777777777777778	0.666666666666667	-0.111111111111111	chr20:10413708:-_vs_chr20:10405184:-	-0.222222222222222	chr20:10405184:-;chr20:10413708:-	proximal	FALSE
TDG	0.0630494505494506	0.801739504551044	0.932723876030658	0.6	0.470588235294118	-0.129411764705882	chr12:103979985:+_vs_chr12:103988767:+	-0.258823529411765	chr12:103979985:+;chr12:103988767:+	proximal	FALSE
MCUB	0.0600369458128078	0.806437555682681	0.937348046784533	0.285714285714286	0.413793103448276	0.12807881773399	chr4:109687713:+_vs_chr4:109688638:+	0.25615763546798	chr4:109687713:+;chr4:109688638:+	distal	FALSE
DHCR24	0.0548835125448029	0.814773585690392	0.946188680156584	0.666666666666667	0.741935483870968	0.0752688172043011	chr1:54850406:-_vs_chr1:54849633:-	0.150537634408602	chr1:54849633:-;chr1:54850406:-	distal	FALSE
PPP4R3A	0.0524950592885375	0.818777201258433	0.949479835917638	1	0.65625	-0.34375	chr14:91485652:-_vs_chr14:91462099:-	-0.6875	chr14:91462099:-;chr14:91485652:-	proximal	FALSE
ATP6V1D	0.0520650813516896	0.819508065364733	0.949479835917638	0.2	0.361702127659574	0.161702127659574	chr14:67338071:-_vs_chr14:67337872:-	0.323404255319149	chr14:67337872:-;chr14:67338071:-	distal	FALSE
RPUSD3	0.051890625	0.819805506475183	0.949479835917638	0	0.625	0.625	chr3:9841500:-_vs_chr3:9837849:-	1.25	chr3:9837849:-;chr3:9841500:-	distal	FALSE
RPN1	0.0505747126436782	0.82206623167804	0.951248068084589	0.466666666666667	0.517241379310345	0.0505747126436782	chr3:128620152:-_vs_chr3:128619974:-	0.101149425287356	chr3:128619974:-;chr3:128620152:-	distal	FALSE
PTBP1	0.0444037821873029	0.833104167824817	0.963160572257772	0.357142857142857	0.283018867924528	-0.0741239892183289	chr19:812218:+_vs_chr19:812312:+	-0.148247978436658	chr19:812218:+;chr19:812312:+	proximal	FALSE
MCMBP	0.0428921568627451	0.835928468499047	0.965564434202107	0	0.617647058823529	0.617647058823529	chr10:119831197:-_vs_chr10:119830563:-	1.23529411764706	chr10:119830563:-;chr10:119831197:-	distal	FALSE
SNX4	0.0408985690235691	0.839733836082807	0.969096216886303	0.6	0.5	-0.1	chr3:125447713:-_vs_chr3:125446666:-	-0.2	chr3:125446666:-;chr3:125447713:-	proximal	FALSE
EEF2	0.03944349483882	0.842572630705266	0.970968762546241	0.838709677419355	0.819327731092437	-0.0193819463269179	chr19:3981408:-_vs_chr19:3976056:-	-0.0387638926538358	chr19:3976056:-;chr19:3981408:-	proximal	FALSE
TM9SF2	0.341921087754421	0.842854828599167	0.970968762546241	0.708333333333333	0.689189189189189	-0.019144144144144	chr13:99562813:+_vs_chr13:99563387:+	-0.0945945945945945	chr13:99529546:+;chr13:99562813:+;chr13:99563387:+	proximal	FALSE
RPA3	0.0370065789473685	0.847451652984645	0.975397284429928	0.571428571428571	0.447368421052632	-0.12406015037594	chr7:7636944:-_vs_chr7:7636717:-	-0.24812030075188	chr7:7636717:-;chr7:7636944:-	proximal	FALSE
NARS1	0.0357837095337095	0.849962851365599	0.977419569982091	0.357142857142857	0.426666666666667	0.0695238095238095	chr18:57601584:-_vs_chr18:57600659:-	0.139047619047619	chr18:57600659:-;chr18:57601584:-	distal	FALSE
SMARCC2	0.0348902588857016	0.851825802436472	0.978693475139776	1	0.88785046728972	-0.11214953271028	chr12:56181753:-_vs_chr12:56181494:-	-0.224299065420561	chr12:56181494:-;chr12:56181753:-	proximal	FALSE
JTB	0.0340466064150274	0.853607715356274	0.979872098407202	0.210526315789474	0.160919540229885	-0.0496067755595886	chr1:153974524:-_vs_chr1:153974288:-	-0.0992135511191772	chr1:153974288:-;chr1:153974524:-	proximal	FALSE
RAB18	0.0334821428571429	0.854812719828251	0.980386977785321	0.5	0.678571428571429	0.178571428571429	chr10:27533845:+_vs_chr10:27539828:+	0.357142857142857	chr10:27533845:+;chr10:27539828:+	distal	FALSE
POLR2C	0.0294896485315359	0.863653334807702	0.989650505668243	0.741935483870968	0.701492537313433	-0.0404429465575349	chr16:57471679:+_vs_chr16:57472005:+	-0.0808858931150698	chr16:57471679:+;chr16:57472005:+	proximal	FALSE
TLE1	0.0290013003165988	0.864776034542417	0.990061608451389	1	0.835820895522388	-0.164179104477612	chr9:81634134:-_vs_chr9:81633472:-	-0.328358208955224	chr9:81633472:-;chr9:81634134:-	proximal	FALSE
TMEM59	0.0284607095490716	0.866030241834871	0.990622412548978	0.777777777777778	0.725274725274725	-0.0525030525030525	chr1:54032015:-_vs_chr1:54031676:-	-0.105006105006105	chr1:54031676:-;chr1:54032015:-	proximal	FALSE
RPS3A	0.0276670875088771	0.867893902536553	0.991836433901527	0.96195652173913	0.967703349282297	0.00574682754316613	chr4:151104262:+_vs_chr4:151104637:+	0.0114936550863323	chr4:151104262:+;chr4:151104637:+	distal	FALSE
PHF19	0.0273410799726589	0.868667417324636	0.991836433901527	0.444444444444444	0.333333333333333	-0.111111111111111	chr9:120869577:-_vs_chr9:120861953:-	-0.222222222222222	chr9:120861953:-;chr9:120869577:-	proximal	FALSE
TMEM161B-AS1	0.0270393793849172	0.869387491444548	0.991836433901527	0.91304347826087	0.873684210526316	-0.0393592677345537	chr5:88287657:+_vs_chr5:88436672:+	-0.0787185354691075	chr5:88287657:+;chr5:88436672:+	proximal	FALSE
TNFAIP8L2-SCNM1	0.026097635108636	0.871662104668584	0.992547045389717	1	0.688524590163934	-0.311475409836066	chr1:151167179:+_vs_chr1:151169138:+	-0.622950819672131	chr1:151167179:+;chr1:151169138:+	proximal	FALSE
SELENOF	0.0259046052631579	0.872133508588016	0.992547045389717	0.142857142857143	0.0892857142857143	-0.0535714285714286	chr1:86862735:-_vs_chr1:86862445:-	-0.107142857142857	chr1:86862445:-;chr1:86862735:-	proximal	FALSE
EIF3H	0.0255684995263532	0.872958642696619	0.992547045389717	0.952380952380952	0.915730337078652	-0.0366506153023006	chr8:116644985:-_vs_chr8:116644832:-	-0.0733012306046013	chr8:116644832:-;chr8:116644985:-	proximal	FALSE
POLR1D	0.025297619047619	0.873627706168216	0.992547045389717	0.75	0.566666666666667	-0.183333333333333	chr13:27623449:+_vs_chr13:27667411:+	-0.366666666666667	chr13:27623449:+;chr13:27667411:+	proximal	FALSE
PIK3C3	0.0252121212121212	0.873839644127829	0.992547045389717	1	0.4	-0.6	chr18:42029440:+_vs_chr18:42081399:+	-1.2	chr18:42029440:+;chr18:42081399:+	proximal	FALSE
RER1	0.0232389251997095	0.878837396957106	0.997349620364632	0.6	0.444444444444444	-0.155555555555556	chr1:2403751:+_vs_chr1:2405436:+	-0.311111111111111	chr1:2403751:+;chr1:2405436:+	proximal	FALSE
LINC01551	0.020979020979021	0.884836122122616	1	0.375	0.5	0.125	chr14:28792278:+_vs_chr14:28793232:+	0.25	chr14:28792278:+;chr14:28793232:+	distal	FALSE
LLPH	0.0190577651515151	0.890201008433339	1	0.428571428571429	0.5625	0.133928571428571	chr12:66123892:-_vs_chr12:66123069:-	0.267857142857143	chr12:66123069:-;chr12:66123892:-	distal	FALSE
NR2F1	0.0188609467455621	0.890765878413925	1	0.307692307692308	0.236842105263158	-0.0708502024291498	chr5:93594133:+_vs_chr5:93594611:+	-0.1417004048583	chr5:93594133:+;chr5:93594611:+	proximal	FALSE
JKAMP	0.0185031682876511	0.891800449136936	1	0	0.307692307692308	0.307692307692308	chr14:59504709:+_vs_chr14:59505343:+	0.615384615384615	chr14:59504709:+;chr14:59505343:+	distal	FALSE
RUSC1	0.0179464003477161	0.893430902752098	1	0.666666666666667	0.540540540540541	-0.126126126126126	chr1:155330730:+_vs_chr1:155331114:+	-0.252252252252252	chr1:155330730:+;chr1:155331114:+	proximal	FALSE
SLC39A7	0.016555881724421	0.897619042633595	1	1	0.797752808988764	-0.202247191011236	chr6:33202602:+_vs_chr6:33204437:+	-0.404494382022472	chr6:33202602:+;chr6:33204437:+	proximal	FALSE
RPL4	0.0164932592575209	0.897811789390662	1	0.9	0.892911010558069	-0.00708898944193059	chr15:66499522:-_vs_chr15:66499320:-	-0.0141779788838612	chr15:66499320:-;chr15:66499522:-	proximal	FALSE
PHYHIPL	0.0160256358101835	0.899263012239932	1	0.5	0.440860215053763	-0.0591397849462366	chr10:59246145:+_vs_chr10:59246330:+	-0.118279569892473	chr10:59246145:+;chr10:59246330:+	proximal	FALSE
ENY2	0.0158279220779221	0.899883062054354	1	0.727272727272727	0.642857142857143	-0.0844155844155844	chr8:109343584:+_vs_chr8:109343664:+	-0.168831168831169	chr8:109343584:+;chr8:109343664:+	proximal	FALSE
LRRC47	0.0154083743291592	0.901211970771455	1	1	0.697674418604651	-0.302325581395349	chr1:3781298:-_vs_chr1:3780218:-	-0.604651162790698	chr1:3780218:-;chr1:3781298:-	proximal	FALSE
SREK1	0.206818181818182	0.901757997015424	1	0.444444444444444	0.5	0.0555555555555556	chr5:66170611:+_vs_chr5:66170689:+	0.122222222222222	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+	distal	FALSE
POLR2D	0.0152191558441559	0.901817324731722	1	0	0.583333333333333	0.583333333333333	chr2:127846680:-_vs_chr2:127846266:-	1.16666666666667	chr2:127846266:-;chr2:127846680:-	distal	FALSE
PSMA7	0.0149852274419748	0.902571021966423	1	0.450980392156863	0.471471471471471	0.0204910793146087	chr20:62136866:-_vs_chr20:62136733:-	0.0409821586292175	chr20:62136733:-;chr20:62136866:-	distal	FALSE
SLC39A6	0.202458213381749	0.903725959501782	1	0.416666666666667	0.383458646616541	-0.0332080200501253	chr18:36122053:-_vs_chr18:36109164:-	-0.0977443609022556	chr18:36108531:-;chr18:36109164:-;chr18:36122053:-	proximal	FALSE
TRAF7	0.0144603934077618	0.904284020918546	1	1	0.424242424242424	-0.575757575757576	chr16:2176938:+_vs_chr16:2178122:+	-1.15151515151515	chr16:2176938:+;chr16:2178122:+	proximal	FALSE
RSBN1L	0.013821472645002	0.906412529200134	1	0.636363636363636	0.711111111111111	0.0747474747474748	chr7:77736495:+_vs_chr7:77749497:+	0.14949494949495	chr7:77736495:+;chr7:77749497:+	distal	FALSE
SF3B1	0.193312352478364	0.907868099101869	1	0.535714285714286	0.5	-0.0357142857142857	chr2:197405105:-_vs_chr2:197391980:-	-0.1	chr2:197391980:-;chr2:197405105:-;chr2:197408481:-	proximal	FALSE
SLC25A6	0.525860396639579	0.91317435190003	1	0.412698412698413	0.429418742586002	0.0167203298875896	chrY:1386272:-_vs_chrX:1386138:-	0.0597780037281817	chrX:1386138:-;chrX:1386272:-;chrY:1386138:-;chrY:1386272:-	distal	FALSE
DCTN6	0.0117972350230415	0.913507801529109	1	0.5	0.209677419354839	-0.290322580645161	chr8:30183538:+_vs_chr8:30183634:+	-0.580645161290323	chr8:30183538:+;chr8:30183634:+	proximal	FALSE
TPM1	0.0112036401098901	0.915703548084624	1	0	0.571428571428571	0.571428571428571	chr15:63066093:+_vs_chr15:63071915:+	1.14285714285714	chr15:63066093:+;chr15:63071915:+	distal	FALSE
CDC42BPB	0.0109848484848485	0.916527663676018	1	0.571428571428571	0.454545454545455	-0.116883116883117	chr14:102975725:-_vs_chr14:102968501:-	-0.233766233766234	chr14:102968501:-;chr14:102975725:-	proximal	FALSE
KCTD6	0.0108908250355619	0.916884366391577	1	0.666666666666667	0.594594594594595	-0.072072072072072	chr3:58501979:+_vs_chr3:58502356:+	-0.144144144144144	chr3:58501979:+;chr3:58502356:+	proximal	FALSE
STAU2	0.0106945419445419	0.917634069227979	1	0	0.297297297297297	0.297297297297297	chr8:73551980:-_vs_chr8:73431464:-	0.594594594594595	chr8:73431464:-;chr8:73551980:-	distal	FALSE
CBWD2	0.164068708356257	0.921240309699016	1	0.5	0.463414634146341	-0.0365853658536586	chr2:113495801:+_vs_chr2:113496168:+	-0.195121951219512	chr2:113462459:+;chr2:113495801:+;chr2:113496168:+	proximal	FALSE
TUBA1A	0.00873592710596892	0.925533215215053	1	0.996426018584703	0.995811855670103	-0.000614162914600258	chr12:49185002:-_vs_chr12:49184799:-	-0.00122832582920052	chr12:49184799:-;chr12:49185002:-	proximal	FALSE
SRR	0.00778835978835979	0.929676639366529	1	0	0.555555555555556	0.555555555555556	chr17:2324133:+_vs_chr17:2325260:+	1.11111111111111	chr17:2324133:+;chr17:2325260:+	distal	FALSE
WIPI2	0.00714714972527472	0.93262645177105	1	0.615384615384615	0.541666666666667	-0.0737179487179488	chr7:5231520:+_vs_chr7:5231724:+	-0.147435897435897	chr7:5231520:+;chr7:5231724:+	proximal	FALSE
PAIP2	0.133116883116883	0.93560823585516	1	0.785714285714286	0.733333333333333	-0.0523809523809524	chr5:139363922:+_vs_chr5:139369717:+	-0.104761904761905	chr5:139363922:+;chr5:139368970:+;chr5:139369717:+	proximal	FALSE
CTCF	0.00651221264367816	0.935681903492538	1	0.25	0.344827586206897	0.0948275862068966	chr16:67611458:+_vs_chr16:67611612:+	0.189655172413793	chr16:67611458:+;chr16:67611612:+	distal	FALSE
LINC00461	0.0062318620112894	0.937078642197234	1	0.405405405405405	0.376811594202899	-0.0285938112025069	chr5:88667135:-_vs_chr5:88667044:-	-0.0571876224050137	chr5:88667044:-;chr5:88667135:-	proximal	FALSE
COX20	0.00561167227833895	0.940285448170036	1	0.625	0.541666666666667	-0.0833333333333334	chr1:244843109:+_vs_chr1:244843284:+	-0.166666666666667	chr1:244843109:+;chr1:244843284:+	proximal	FALSE
MARCKSL1	0.0054013514645851	0.941413108182048	1	0.973214285714286	0.975841242450388	0.00262695673610258	chr1:32334075:-_vs_chr1:32333839:-	0.00525391347220513	chr1:32333839:-;chr1:32334075:-	distal	FALSE
BCCIP	0.00404807084123972	0.949269261623719	1	0	0.548387096774194	0.548387096774194	chr10:125833901:+_vs_chr10:125841722:+	1.09677419354839	chr10:125833901:+;chr10:125841722:+	distal	FALSE
TXNIP	0.00310172431384553	0.955586275446308	1	0.6	0.727272727272727	0.127272727272727	chr1:145995002:-_vs_chr1:145993318:-	0.254545454545455	chr1:145993318:-;chr1:145995002:-	distal	FALSE
LARS1	0.0779474747474749	0.961775967577474	1	0.388888888888889	0.42	0.0311111111111111	chr5:146168169:-_vs_chr5:146113911:-	0.0622222222222222	chr5:146113911:-;chr5:146160390:-;chr5:146168169:-	distal	FALSE
HMGB2	0.00198495389282832	0.964463748373722	1	0.815873015873016	0.81057268722467	-0.00530032864834629	chr4:173332837:-_vs_chr4:173331701:-	-0.0106006572966925	chr4:173331701:-;chr4:173332837:-	proximal	FALSE
AKIRIN2	0.00192922691879869	0.964965808956247	1	0.204081632653061	0.225806451612903	0.021724818959842	chr6:87674926:-_vs_chr6:87674860:-	0.043449637919684	chr6:87674860:-;chr6:87674926:-	distal	FALSE
REST	0.00166933760683761	0.967409476776698	1	1	0.458333333333333	-0.541666666666667	chr4:56930220:+_vs_chr4:56930492:+	-1.08333333333333	chr4:56930220:+;chr4:56930492:+	proximal	FALSE
MRPL43	0.00132018318524809	0.971015780476566	1	0.666666666666667	0.719512195121951	0.0528455284552846	chr10:100986269:-_vs_chr10:100981376:-	0.105691056910569	chr10:100981376:-;chr10:100986269:-	distal	FALSE
LCORL	0.0013131313131313	0.971093261010989	1	0.45	0.333333333333333	-0.116666666666667	chr4:17909105:-_vs_chr4:17845592:-	-0.233333333333333	chr4:17845592:-;chr4:17909105:-	proximal	FALSE
HNRNPR	0.0562171734449518	0.972282784068067	1	0.516129032258065	0.51528384279476	-0.000845189463304696	chr1:23311244:-_vs_chr1:23309788:-	-0.0236653049725313	chr1:23309788:-;chr1:23311244:-;chr1:23321557:-	proximal	FALSE
HNRNPUL2	0.000918934409888356	0.975816686384384	1	0.157894736842105	0.2	0.0421052631578948	chr11:62721875:-_vs_chr11:62715047:-	0.0842105263157894	chr11:62715047:-;chr11:62721875:-	distal	FALSE
TROAP	0.00067401960784315	0.979287737484616	1	0.735294117647059	0.7	-0.0352941176470589	chr12:49324372:+_vs_chr12:49331731:+	-0.0705882352941177	chr12:49324372:+;chr12:49331731:+	proximal	FALSE
CLU	0.000671398376807794	0.979328042201968	1	0.956521739130435	0.932346723044397	-0.0241750160860373	chr8:27608962:-_vs_chr8:27597996:-	-0.0483500321720747	chr8:27597996:-;chr8:27608962:-	proximal	FALSE
MYO6	0.000652841781874042	0.979615654109401	1	0.5	0.596774193548387	0.0967741935483871	chr6:75867063:+_vs_chr6:75881817:+	0.193548387096774	chr6:75867063:+;chr6:75881817:+	distal	FALSE
C1GALT1	0.000610119047619048	0.980293786067316	1	0	0.525	0.525	chr7:7243693:+_vs_chr7:7244121:+	1.05	chr7:7243693:+;chr7:7244121:+	distal	FALSE
SMARCA4	0.00031621092086208	0.985812508762065	1	0.233333333333333	0.209302325581395	-0.024031007751938	chr19:10996376:+_vs_chr19:11062273:+	-0.0480620155038759	chr19:10996376:+;chr19:11062273:+	proximal	FALSE
MRPS10	0.000190239867659222	0.988995329102029	1	0.6	0.548387096774194	-0.0516129032258065	chr6:42208300:-_vs_chr6:42207221:-	-0.103225806451613	chr6:42207221:-;chr6:42208300:-	proximal	FALSE
CDCA7L	1.80347370181675e-28	0.999999999999989	1	1	0.86046511627907	-0.13953488372093	chr7:21908259:-_vs_chr7:21900899:-	-0.279069767441861	chr7:21900899:-;chr7:21908259:-	proximal	FALSE
KEAP1	1.34028453913522e-28	0.999999999999991	1	1	0.87037037037037	-0.12962962962963	chr19:10486571:-_vs_chr19:10486125:-	-0.259259259259259	chr19:10486125:-;chr19:10486571:-	proximal	FALSE
NIPSNAP1	7.27276071562922e-29	0.999999999999993	1	0	0.194029850746269	0.194029850746269	chr22:29555406:-_vs_chr22:29554808:-	0.388059701492537	chr22:29554808:-;chr22:29555406:-	distal	FALSE
