SE_id	p_value	FDR	exon	pas_id	sig	gene_id
SVIL:SE24	0.681458249112731	1	chr10:29550597-29551263:-	chr10:29457360:-;chr10:29457433:-	FALSE	SVIL
CAST:SE16	0.681493482552433	1	chr5:96741494-96741580:+	chr5:96772812:+;chr5:96772943:+;chr5:96773052:+;chr5:96773410:+;chr5:96773582:+;chr5:96774683:+	FALSE	CAST
CAST:SE17	0.681493482552433	1	chr5:96742655-96742756:+	chr5:96772812:+;chr5:96772943:+;chr5:96773052:+;chr5:96773410:+;chr5:96773582:+;chr5:96774683:+	FALSE	CAST
CCDC47:SE02	0.681606967572052	1	chr17:63754433-63754518:-	chr17:63745255:-;chr17:63745467:-;chr17:63746366:-;chr17:63752319:-	FALSE	CCDC47
CARF:SE11	0.681685234462579	1	chr2:202981555-202981685:+	chr2:202983988:+;chr2:202984414:+;chr2:202984906:+;chr2:202988256:+	FALSE	CARF
MRTFB:SE03	0.681848391973556	1	chr16:14140544-14140760:+	chr16:14152136:+;chr16:14153234:+;chr16:14260928:+;chr16:14261743:+;chr16:14266773:+	FALSE	MRTFB
SLC25A36:SE01	0.681902338628619	1	chr3:140959463-140959540:+	chr3:140977947:+;chr3:140979939:+	FALSE	SLC25A36
ATL2:SE02	0.681926013570964	1	chr2:38343268-38343512:-	chr2:38293949:-;chr2:38294097:-;chr2:38294885:-	FALSE	ATL2
SGCE:SE07	0.68203781047288	1	chr7:94644606-94644667:-	chr7:94585243:-;chr7:94586490:-	FALSE	SGCE
PPP3CA:SE05	0.682266927788664	1	chr4:101063232-101063357:-	chr4:101023440:-;chr4:101024328:-;chr4:101025627:-	FALSE	PPP3CA
UBA6:SE12	0.68237938427977	1	chr4:67641151-67641228:-	chr4:67616807:-;chr4:67617284:-;chr4:67617688:-	FALSE	UBA6
ARL6:SE03	0.682387283389075	1	chr3:97768081-97768230:+	chr3:97798529:+;chr3:97800678:+;chr3:97801109:+;chr3:97801185:+	FALSE	ARL6
DIP2B:SE07	0.682402623491655	1	chr12:50680672-50680763:+	chr12:50745112:+;chr12:50746236:+;chr12:50748657:+	FALSE	DIP2B
DIP2B:SE08	0.682402623491655	1	chr12:50683138-50683248:+	chr12:50745112:+;chr12:50746236:+;chr12:50748657:+	FALSE	DIP2B
IPO7:SE15	0.682504817572116	1	chr11:9442081-9442197:+	chr11:9446229:+;chr11:9446750:+;chr11:9447242:+	FALSE	IPO7
KIAA0319:SE01	0.682637730039784	1	chr6:24551434-24551525:-	chr6:24544109:-;chr6:24544353:-;chr6:24546937:-	FALSE	KIAA0319
DPF1:SE01	0.682675080491156	1	chr19:38217460-38217591:-	chr19:38211009:-;chr19:38211690:-	FALSE	DPF1
OSBPL9:SE07	0.682751224286041	1	chr1:51745536-51745631:+	chr1:51788398:+;chr1:51788469:+	FALSE	OSBPL9
IPO7:SE14	0.682820874119049	1	chr11:9440455-9440661:+	chr11:9446229:+;chr11:9446750:+;chr11:9447242:+	FALSE	IPO7
CAST:SE13	0.683066009377158	1	chr5:96740038-96740118:+	chr5:96772812:+;chr5:96772943:+;chr5:96773052:+;chr5:96773410:+;chr5:96773582:+;chr5:96774683:+	FALSE	CAST
PIK3CB:SE08	0.683167338824054	1	chr3:138755754-138755979:-	chr3:138654020:-;chr3:138654449:-;chr3:138654715:-;chr3:138654873:-	FALSE	PIK3CB
USP47:SE19	0.683194518234968	1	chr11:11954897-11954944:+	chr11:11956570:+;chr11:11956942:+;chr11:11957556:+	FALSE	USP47
CENPN:SE02	0.68333936227265	1	chr16:81017326-81017385:+	chr16:81029314:+;chr16:81031318:+;chr16:81031482:+	FALSE	CENPN
EYA3:SE12	0.683346809017638	1	chr1:28042571-28042650:-	chr1:27970346:-;chr1:27974053:-	FALSE	EYA3
USP15:SE12	0.683445439981801	1	chr12:62383840-62383998:+	chr12:62404659:+;chr12:62406119:+	FALSE	USP15
HINFP:SE06	0.683623181059574	1	chr11:119132661-119132781:+	chr11:119135055:+;chr11:119136059:+	FALSE	HINFP
SEC23B:SE06	0.68375955571994	1	chr20:18530680-18530803:+	chr20:18560940:+;chr20:18561017:+;chr20:18561081:+;chr20:18561415:+	FALSE	SEC23B
ATF7:SE08	0.683782945728344	1	chr12:53537415-53537552:-	chr12:53512059:-;chr12:53516467:-	FALSE	ATF7
ATF7:SE09	0.683782945728344	1	chr12:53552541-53552637:-	chr12:53512059:-;chr12:53516467:-	FALSE	ATF7
CEP112:SE18	0.684090158962988	1	chr17:66096251-66096328:-	chr17:65635540:-;chr17:65635820:-;chr17:65851862:-;chr17:66005715:-	FALSE	CEP112
CEP112:SE19	0.684090158962988	1	chr17:66096585-66096632:-	chr17:65635540:-;chr17:65635820:-;chr17:65851862:-;chr17:66005715:-	FALSE	CEP112
FAM126B:SE04	0.684362166080864	1	chr2:201052173-201052269:-	chr2:201020771:-;chr2:201021448:-	FALSE	FAM126B
FANCA:SE29	0.684493602907212	1	chr16:89791927-89792068:-	chr16:89737549:-;chr16:89738407:-;chr16:89738505:-	FALSE	FANCA
FANCA:SE30	0.684493602907212	1	chr16:89792471-89792547:-	chr16:89737549:-;chr16:89738407:-;chr16:89738505:-	FALSE	FANCA
FBXL4:SE04	0.684538880203911	1	chr6:98934762-98934879:-	chr6:98874004:-;chr6:98874077:-;chr6:98874152:-;chr6:98874506:-	FALSE	FBXL4
TSPOAP1:SE03	0.684681982313034	1	chr17:58307842-58307941:-	chr17:58301231:-;chr17:58307220:-	FALSE	TSPOAP1
HADHB:SE09	0.684743693194481	1	chr2:26282845-26282924:+	chr2:26290100:+;chr2:26290465:+	FALSE	HADHB
HADHB:SE10	0.684743693194481	1	chr2:26283004-26283051:+	chr2:26290100:+;chr2:26290465:+	FALSE	HADHB
TTC12:SE03	0.684784769091145	1	chr11:113323288-113323451:+	chr11:113366387:+;chr11:113369121:+	FALSE	TTC12
KLF7:SE01	0.685027050279529	1	chr2:207088458-207088581:-	chr2:207079061:-;chr2:207080356:-	FALSE	KLF7
ABI2:SE04	0.685044623017298	1	chr2:203382189-203382206:+	chr2:203427528:+;chr2:203427598:+;chr2:203429607:+;chr2:203432169:+	FALSE	ABI2
ATF2:SE06	0.685103030481681	1	chr2:175111568-175111654:-	chr2:175072259:-;chr2:175074278:-	FALSE	ATF2
ZNF654:SE01	0.685190789952357	1	chr3:88086257-88086402:+	chr3:88116370:+;chr3:88128332:+;chr3:88136195:+;chr3:88143506:+;chr3:88144660:+	FALSE	ZNF654
HDAC4:SE11	0.685198703673495	1	chr2:239144583-239144714:-	chr2:239052700:-;chr2:239093931:-	FALSE	HDAC4
GIGYF2:SE32	0.685472367280349	1	chr2:232847348-232847571:+	chr2:232857832:+;chr2:232858612:+	FALSE	GIGYF2
PRKCI:SE09	0.685527385570745	1	chr3:170298995-170299110:+	chr3:170303556:+;chr3:170305977:+	FALSE	PRKCI
RASAL1:SE03	0.685568241857399	1	chr12:113103946-113104081:-	chr12:113099280:-;chr12:113099512:-	FALSE	RASAL1
PAK2:SE06	0.685611043471147	1	chr3:196812739-196812851:+	chr3:196829347:+;chr3:196830108:+;chr3:196830251:+;chr3:196830700:+;chr3:196830776:+	FALSE	PAK2
GNL2:SE03	0.685685820960301	1	chr1:37581342-37581545:-	chr1:37566822:-;chr1:37568302:-	FALSE	GNL2
DCAF6:SE05	0.685693218386487	1	chr1:168002482-168002575:+	chr1:168075787:+;chr1:168075832:+	FALSE	DCAF6
PPP2R5E:SE06	0.685983877096471	1	chr14:63395226-63395285:-	chr14:63374685:-;chr14:63374734:-	FALSE	PPP2R5E
SLC39A6:SE02	0.686041715999379	1	chr18:36124520-36124700:-	chr18:36108531:-;chr18:36109164:-	FALSE	SLC39A6
ZFYVE9:SE02	0.686107776567512	1	chr1:52216369-52216474:+	chr1:52238673:+;chr1:52238939:+;chr1:52239261:+;chr1:52346634:+	FALSE	ZFYVE9
ZFYVE9:SE03	0.686107776567512	1	chr1:52233171-52233276:+	chr1:52238673:+;chr1:52238939:+;chr1:52239261:+;chr1:52346634:+	FALSE	ZFYVE9
CAST:SE10	0.686211901986199	1	chr5:96730780-96730860:+	chr5:96772812:+;chr5:96772943:+;chr5:96773052:+;chr5:96773410:+;chr5:96773582:+;chr5:96774683:+	FALSE	CAST
TRIP13:SE02	0.686371601676584	1	chr5:900494-900549:+	chr5:917913:+;chr5:917973:+;chr5:918045:+	FALSE	TRIP13
AP1B1:SE06	0.686376578470169	1	chr22:29350035-29350150:-	chr22:29327680:-;chr22:29327856:-	FALSE	AP1B1
UBR1:SE22	0.686419996195318	1	chr15:43058341-43058429:-	chr15:42942897:-;chr15:43015849:-;chr15:43025388:-	FALSE	UBR1
UBR1:SE23	0.686419996195318	1	chr15:43059085-43059192:-	chr15:42942897:-;chr15:43015849:-;chr15:43025388:-	FALSE	UBR1
DSCC1:SE02	0.686423208384259	1	chr8:119841794-119841948:-	chr8:119833976:-;chr8:119834062:-	FALSE	DSCC1
MTMR7:SE05	0.686568277474376	1	chr8:17371037-17371199:-	chr8:17296797:-;chr8:17298030:-;chr8:17298194:-;chr8:17298316:-	FALSE	MTMR7
WASHC2C:SE21	0.686571885782821	1	chr10:45771623-45771757:+	chr10:45790486:+;chr10:45792589:+;chr10:45792959:+	FALSE	WASHC2C
GOLPH3L:SE02	0.68657194874514	1	chr1:150663632-150663763:-	chr1:150646234:-;chr1:150647065:-	FALSE	GOLPH3L
MTRF1:SE01	0.686574581504367	1	chr13:41220537-41220643:-	chr13:41216373:-;chr13:41216475:-;chr13:41216973:-	FALSE	MTRF1
LBR:SE02	0.686634580089226	1	chr1:225415278-225415332:-	chr1:225401502:-;chr1:225402544:-	FALSE	LBR
SLC35B3:SE04	0.68674171048096	1	chr6:8422470-8422624:-	chr6:8411435:-;chr6:8413068:-	FALSE	SLC35B3
NCALD:SE03	0.68678595600942	1	chr8:101915809-101915858:-	chr8:101686547:-;chr8:101686788:-	FALSE	NCALD
TTN-AS1:SE10	0.686826136994436	1	chr2:178571300-178571449:+	chr2:178599112:+;chr2:178620215:+	FALSE	TTN-AS1
NEDD4L:SE04	0.68690062041076	1	chr18:58227830-58227907:+	chr18:58396584:+;chr18:58396706:+;chr18:58397405:+;chr18:58397648:+	FALSE	NEDD4L
FAM91A1:SE02	0.686964184601365	1	chr8:123775147-123775298:+	chr8:123813696:+;chr8:123815439:+	FALSE	FAM91A1
FAM172A:SE03	0.687000882231572	1	chr5:94050731-94050831:-	chr5:93618069:-;chr5:93618888:-;chr5:93619334:-	FALSE	FAM172A
ZDHHC15:SE09	0.687076437615753	1	chrX:75505821-75505847:-	chrX:75370699:-;chrX:75372163:-;chrX:75376947:-;chrX:75428338:-	FALSE	ZDHHC15
TCF3:SE07	0.687260194358917	1	chr19:1632332-1632405:-	chr19:1609293:-;chr19:1610967:-;chr19:1611038:-;chr19:1611170:-	FALSE	TCF3
TRAF5:SE01	0.687347189277877	1	chr1:211354410-211354467:+	chr1:211374789:+;chr1:211374845:+;chr1:211374946:+	FALSE	TRAF5
JAKMIP2:SE12	0.687406761718372	1	chr5:147641708-147641764:-	chr5:147591146:-;chr5:147612321:-	FALSE	JAKMIP2
TARS1:SE03	0.687532052386438	1	chr5:33448541-33448731:+	chr5:33467934:+;chr5:33468086:+	FALSE	TARS1
UGGT2:SE12	0.687541623931606	1	chr13:95925680-95925774:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	FALSE	UGGT2
UGGT2:SE13	0.687541623931606	1	chr13:95927028-95927126:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	FALSE	UGGT2
UGGT2:SE14	0.687541623931606	1	chr13:95927213-95927336:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	FALSE	UGGT2
UGGT2:SE18	0.687541623931606	1	chr13:95947996-95948081:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	FALSE	UGGT2
UGGT2:SE19	0.687541623931606	1	chr13:95949335-95949454:-	chr13:95801580:-;chr13:95860844:-;chr13:95867339:-	FALSE	UGGT2
GMCL1:SE01	0.687609166838245	1	chr2:69837547-69837670:+	chr2:69879633:+;chr2:69880257:+;chr2:69880698:+;chr2:69881369:+	FALSE	GMCL1
VPS29:SE03	0.687696405736127	1	chr12:110501417-110501559:-	chr12:110491582:-;chr12:110491624:-	FALSE	VPS29
PECAM1:SE03	0.687746675417651	1	chr17:64348260-64348322:-	chr17:64322503:-;chr17:64322714:-;chr17:64323461:-	FALSE	PECAM1
INF2:SE13	0.687842948557084	1	chr14:104711079-104711186:+	chr14:104715321:+;chr14:104719604:+	FALSE	INF2
ASXL1:SE04	0.687949604708616	1	chr20:32429338-32429431:+	chr20:32437358:+;chr20:32438416:+;chr20:32439319:+	FALSE	ASXL1
NT5C2:SE08	0.68805053346458	1	chr10:103187125-103187246:-	chr10:103088038:-;chr10:103088155:-	FALSE	NT5C2
NDC1:SE05	0.688238591541802	1	chr1:53796689-53796804:-	chr1:53765473:-;chr1:53766213:-;chr1:53767720:-	FALSE	NDC1
GALT:SE01	0.68840919260734	1	chr9:34647492-34647567:+	chr9:34650577:+;chr9:34650742:+	FALSE	GALT
ENOX1:SE04	0.688507301178246	1	chr13:43269470-43269577:-	chr13:43213512:-;chr13:43213539:-;chr13:43213781:-	FALSE	ENOX1
ENOX1:SE08	0.688507301178246	1	chr13:43344538-43344750:-	chr13:43213512:-;chr13:43213539:-;chr13:43213781:-	FALSE	ENOX1
IPO5:SE07	0.688638320026251	1	chr13:98012246-98012342:+	chr13:98021882:+;chr13:98022484:+;chr13:98023078:+;chr13:98024283:+	FALSE	IPO5
IPO5:SE10	0.688638320026251	1	chr13:98015726-98015781:+	chr13:98021882:+;chr13:98022484:+;chr13:98023078:+;chr13:98024283:+	FALSE	IPO5
IPO5:SE11	0.688638320026251	1	chr13:98016729-98016851:+	chr13:98021882:+;chr13:98022484:+;chr13:98023078:+;chr13:98024283:+	FALSE	IPO5
ZMYND8:SE13	0.688685000334986	1	chr20:47283571-47283648:-	chr20:47210435:-;chr20:47210687:-	FALSE	ZMYND8
NFASC:SE19	0.688764628927006	1	chr1:204997170-204997406:+	chr1:205018371:+;chr1:205018732:+;chr1:205022822:+	FALSE	NFASC
SNX19:SE04	0.68890461062316	1	chr11:130906625-130906721:-	chr11:130875879:-;chr11:130876980:-	FALSE	SNX19
TMTC3:SE01	0.688973166855824	1	chr12:88153291-88153509:+	chr12:88195157:+;chr12:88195520:+;chr12:88195568:+	FALSE	TMTC3
ARMC1:SE02	0.688990688922397	1	chr8:65622263-65622354:-	chr8:65602472:-;chr8:65602733:-;chr8:65603291:-;chr8:65603489:-	FALSE	ARMC1
CAST:SE08	0.689035999906761	1	chr5:96729153-96729209:+	chr5:96772812:+;chr5:96772943:+;chr5:96773052:+;chr5:96773410:+;chr5:96773582:+;chr5:96774683:+	FALSE	CAST
GRTP1:SE02	0.689289341222111	1	chr13:113344863-113344959:-	chr13:113324201:-;chr13:113324996:-	FALSE	GRTP1
GRTP1:SE03	0.689289341222111	1	chr13:113350849-113350973:-	chr13:113324201:-;chr13:113324996:-	FALSE	GRTP1
KLHL32:SE10	0.689353973908872	1	chr6:97127404-97127462:+	chr6:97140017:+;chr6:97140397:+;chr6:97140751:+	FALSE	KLHL32
TBC1D8:SE12	0.689487405600953	1	chr2:101054108-101054336:-	chr2:101007228:-;chr2:101010958:-	FALSE	TBC1D8
PCGF2:SE02	0.689716027642976	1	chr17:38738353-38738448:-	chr17:38733894:-;chr17:38735000:-	FALSE	PCGF2
CCDC30:SE08	0.689741804083242	1	chr1:42536476-42536601:+	chr1:42581455:+;chr1:42589474:+;chr1:42590286:+;chr1:42637377:+;chr1:42654190:+	FALSE	CCDC30
CCDC144B:SE05	0.68975080014241	1	chr17:18587666-18587879:-	chr17:18580485:-;chr17:18582695:-;chr17:18583503:-	FALSE	CCDC144B
PPP6R2:SE01	0.689863615871036	1	chr22:50388986-50389111:+	chr22:50444374:+;chr22:50445090:+	FALSE	PPP6R2
TBC1D9B:SE04	0.689873888403377	1	chr5:179899189-179899307:-	chr5:179862071:-;chr5:179862738:-	FALSE	TBC1D9B
ZNF143:SE08	0.69012977290797	1	chr11:9516201-9516362:+	chr11:9527979:+;chr11:9528065:+;chr11:9528275:+;chr11:9528524:+	FALSE	ZNF143
NIPA2:SE05	0.690184316675874	1	chr15:22853212-22853268:+	chr15:22867721:+;chr15:22867928:+;chr15:22868384:+	FALSE	NIPA2
DZIP3:SE02	0.690198981264924	1	chr3:108605335-108605438:+	chr3:108648940:+;chr3:108694033:+;chr3:108694123:+;chr3:108694840:+	FALSE	DZIP3
RNF20:SE05	0.690293660040311	1	chr9:101547399-101547518:+	chr9:101554757:+;chr9:101563344:+	FALSE	RNF20
RNF20:SE06	0.690293660040311	1	chr9:101550606-101550785:+	chr9:101554757:+;chr9:101563344:+	FALSE	RNF20
ANKRD36:SE54	0.690495913030399	1	chr2:97209800-97209872:+	chr2:97241361:+;chr2:97241426:+;chr2:97243881:+	FALSE	ANKRD36
MPDZ:SE11	0.690555869533783	1	chr9:13186270-13186386:-	chr9:13105707:-;chr9:13106561:-	FALSE	MPDZ
MPDZ:SE12	0.690555869533783	1	chr9:13188784-13188993:-	chr9:13105707:-;chr9:13106561:-	FALSE	MPDZ
PHTF1:SE14	0.690822028995945	1	chr1:113749506-113749589:-	chr1:113697209:-;chr1:113700025:-;chr1:113700268:-;chr1:113703823:-;chr1:113705765:-;chr1:113718989:-	FALSE	PHTF1
ULK4:SE26	0.690865554506648	1	chr3:41911317-41911386:-	chr3:41246599:-;chr3:41246795:-;chr3:41882153:-	FALSE	ULK4
CCNI:SE01	0.690898077031185	1	chr4:77056249-77056323:-	chr4:77047155:-;chr4:77048082:-	FALSE	CCNI
FNBP4:SE05	0.691118086196198	1	chr11:47751143-47751290:-	chr11:47716517:-;chr11:47746296:-	FALSE	FNBP4
NCAPG:SE01	0.691138991300323	1	chr4:17812221-17812424:+	chr4:17843514:+;chr4:17844099:+;chr4:17844865:+	FALSE	NCAPG
AP1B1:SE07	0.691277210613743	1	chr22:29354650-29354871:-	chr22:29327680:-;chr22:29327856:-	FALSE	AP1B1
ACTR2:SE01	0.69128360635992	1	chr2:65242049-65242063:+	chr2:65270654:+;chr2:65271253:+	FALSE	ACTR2
RABL6:SE04	0.691353876840495	1	chr9:136837862-136838015:+	chr9:136840209:+;chr9:136841182:+	FALSE	RABL6
RABL6:SE05	0.691353876840495	1	chr9:136838909-136839121:+	chr9:136840209:+;chr9:136841182:+	FALSE	RABL6
RABL6:SE06	0.691353876840495	1	chr9:136839222-136839486:+	chr9:136840209:+;chr9:136841182:+	FALSE	RABL6
RABL6:SE07	0.691353876840495	1	chr9:136839694-136839865:+	chr9:136840209:+;chr9:136841182:+	FALSE	RABL6
SEMA3C:SE05	0.691387115685126	1	chr7:80765155-80765243:-	chr7:80742538:-;chr7:80744049:-	FALSE	SEMA3C
FAM114A1:SE01	0.691552669686313	1	chr4:38868398-38868546:+	chr4:38931536:+;chr4:38944935:+;chr4:38945739:+	FALSE	FAM114A1
DNAJC8:SE02	0.691610073541278	1	chr1:28209972-28210066:-	chr1:28200278:-;chr1:28200557:-;chr1:28200881:-	FALSE	DNAJC8
NIN:SE03	0.691862129199628	1	chr14:50776949-50777139:-	chr14:50719819:-;chr14:50727235:-;chr14:50754741:-	FALSE	NIN
PDIA6:SE04	0.69202486062266	1	chr2:10788897-10788981:-	chr2:10783391:-;chr2:10783855:-	FALSE	PDIA6
FZR1:SE02	0.692093677113264	1	chr19:3520994-3521113:+	chr19:3535003:+;chr19:3536750:+	FALSE	FZR1
AGGF1:SE05	0.69209646357311	1	chr5:77053965-77054130:+	chr5:77055573:+;chr5:77063655:+;chr5:77064096:+;chr5:77065213:+	FALSE	AGGF1
TCERG1:SE08	0.692155778975471	1	chr5:146498536-146498686:+	chr5:146503846:+;chr5:146503935:+;chr5:146511506:+;chr5:146511961:+	FALSE	TCERG1
ZNF195:SE01	0.692162790419384	1	chr11:3360720-3360788:-	chr11:3357927:-;chr11:3358389:-;chr11:3359094:-	FALSE	ZNF195
NASP:SE02	0.692197114553954	1	chr1:45604936-45605016:+	chr1:45609537:+;chr1:45618247:+;chr1:45618891:+	FALSE	NASP
NUP210:SE13	0.692205543943423	1	chr3:13353554-13353660:-	chr3:13316235:-;chr3:13351654:-	FALSE	NUP210
EXOSC2:SE02	0.692386185659051	1	chr9:130700867-130700935:+	chr9:130704256:+;chr9:130704569:+;chr9:130704746:+;chr9:130704858:+	FALSE	EXOSC2
AGTPBP1:SE15	0.692473728575825	1	chr9:85669485-85669578:-	chr9:85546539:-;chr9:85546939:-	FALSE	AGTPBP1
USO1:SE03	0.692584188442141	1	chr4:75757497-75757573:+	chr4:75814213:+;chr4:75814286:+	FALSE	USO1
EVI5:SE07	0.692668417828963	1	chr1:92694299-92694388:-	chr1:92624199:-;chr1:92677190:-;chr1:92693802:-	FALSE	EVI5
EVI5:SE08	0.692668417828963	1	chr1:92695310-92695453:-	chr1:92624199:-;chr1:92677190:-;chr1:92693802:-	FALSE	EVI5
EVI5:SE09	0.692668417828963	1	chr1:92697860-92697985:-	chr1:92624199:-;chr1:92677190:-;chr1:92693802:-	FALSE	EVI5
PLEKHG4B:SE01	0.692706519681502	1	chr5:113251-113448:+	chr5:157101:+;chr5:163307:+;chr5:184902:+	FALSE	PLEKHG4B
NIPSNAP2:SE01	0.693016454745093	1	chr7:55978126-55978265:+	chr7:56000113:+;chr7:56000179:+	FALSE	NIPSNAP2
ZNF484:SE03	0.693057972935323	1	chr9:92875015-92875059:-	chr9:92844182:-;chr9:92844672:-;chr9:92845031:-;chr9:92846069:-	FALSE	ZNF484
CTNNA1:SE02	0.693130332419252	1	chr5:138723467-138723625:+	chr5:138934712:+;chr5:138935032:+	FALSE	CTNNA1
POU6F1:SE03	0.693195761749548	1	chr12:51195970-51196173:-	chr12:51186936:-;chr12:51189184:-	FALSE	POU6F1
API5:SE04	0.693285665936089	1	chr11:43321411-43321476:+	chr11:43343437:+;chr11:43344525:+	FALSE	API5
GABRB3:SE01	0.693346256514296	1	chr15:26560932-26561176:-	chr15:26543552:-;chr15:26544779:-;chr15:26546188:-	FALSE	GABRB3
ERBB2:SE08	0.693486857268985	1	chr17:39723538-39723660:+	chr17:39728577:+;chr17:39728658:+	FALSE	ERBB2
ERBB2:SE10	0.693486857268985	1	chr17:39724726-39724911:+	chr17:39728577:+;chr17:39728658:+	FALSE	ERBB2
ERBB2:SE11	0.693486857268985	1	chr17:39725049-39725204:+	chr17:39728577:+;chr17:39728658:+	FALSE	ERBB2
ERBB2:SE12	0.693486857268985	1	chr17:39725327-39725402:+	chr17:39728577:+;chr17:39728658:+	FALSE	ERBB2
PNPLA8:SE03	0.6935109143928	1	chr7:108487759-108487953:-	chr7:108471627:-;chr7:108472075:-;chr7:108472499:-	FALSE	PNPLA8
UCHL5:SE03	0.693559305430026	1	chr1:193028085-193028148:-	chr1:193012375:-;chr1:193014212:-;chr1:193014332:-;chr1:193015483:-;chr1:193015759:-	FALSE	UCHL5
ARHGEF12:SE01	0.693641101386804	1	chr11:120409394-120409450:+	chr11:120448360:+;chr11:120474578:+;chr11:120485407:+;chr11:120489030:+	FALSE	ARHGEF12
UBE3D:SE01	0.693649928621498	1	chr6:83025758-83025879:-	chr6:82892390:-;chr6:82892467:-;chr6:82892562:-	FALSE	UBE3D
MOCS1:SE05	0.693692878223229	1	chr6:39916068-39916232:-	chr6:39904277:-;chr6:39905318:-;chr6:39905523:-	FALSE	MOCS1
WDR37:SE11	0.694285043489766	1	chr10:1124218-1124352:+	chr10:1132170:+;chr10:1132302:+	FALSE	WDR37
RABL3:SE05	0.694421284998561	1	chr3:120738527-120738667:-	chr3:120687795:-;chr3:120687964:-;chr3:120688093:-;chr3:120688169:-	FALSE	RABL3
DERL2:SE03	0.694478269060153	1	chr17:5482809-5482882:-	chr17:5471259:-;chr17:5474290:-	FALSE	DERL2
C14orf93:SE01	0.694576085119479	1	chr14:22987903-22988015:-	chr14:22986903:-;chr14:22987202:-	FALSE	C14orf93
WAPL:SE14	0.694721369269407	1	chr10:86517571-86518091:-	chr10:86435256:-;chr10:86437010:-;chr10:86467360:-;chr10:86497255:-;chr10:86499978:-	FALSE	WAPL
NRCAM:SE25	0.694789220764557	1	chr7:108237752-108237769:-	chr7:108147637:-;chr7:108147779:-;chr7:108148915:-	FALSE	NRCAM
SLC15A2:SE05	0.694826796495509	1	chr3:121915227-121915317:+	chr3:121941242:+;chr3:121941611:+;chr3:121941876:+;chr3:121942819:+;chr3:121943281:+	FALSE	SLC15A2
LAS1L:SE05	0.694922459821482	1	chrX:65533610-65533735:-	chrX:65512582:-;chrX:65520429:-	FALSE	LAS1L
ANKRD45:SE03	0.69493664385485	1	chr1:173646846-173647013:-	chr1:173609328:-;chr1:173609561:-	FALSE	ANKRD45
P4HA2:SE03	0.694962611988839	1	chr5:132207708-132207884:-	chr5:132190147:-;chr5:132191850:-;chr5:132192610:-	FALSE	P4HA2
SLMAP:SE05	0.695067426781752	1	chr3:57857733-57857828:+	chr3:57864617:+;chr3:57929168:+	FALSE	SLMAP
SLMAP:SE06	0.695067426781752	1	chr3:57858088-57858159:+	chr3:57864617:+;chr3:57929168:+	FALSE	SLMAP
RPAP3:SE06	0.695084675458816	1	chr12:47679704-47679774:-	chr12:47661936:-;chr12:47662252:-;chr12:47663291:-	FALSE	RPAP3
RPAP3:SE07	0.695084675458816	1	chr12:47681696-47681817:-	chr12:47661936:-;chr12:47662252:-;chr12:47663291:-	FALSE	RPAP3
CEP70:SE11	0.695152395276959	1	chr3:138571034-138571157:-	chr3:138494344:-;chr3:138495008:-;chr3:138496910:-	FALSE	CEP70
SLC30A5:SE04	0.695163326180673	1	chr5:69114420-69114496:+	chr5:69130053:+;chr5:69130266:+;chr5:69131069:+	FALSE	SLC30A5
CTTNBP2:SE02	0.695315512262341	1	chr7:117861209-117861316:-	chr7:117710651:-;chr7:117710843:-	FALSE	CTTNBP2
CHD3:SE04	0.695324984024154	1	chr17:7898496-7898595:+	chr17:7912204:+;chr17:7912755:+	FALSE	CHD3
CBWD6:SE01	0.695393035709342	1	chr9:41161427-41161468:-	chr9:41131309:-;chr9:41131356:-;chr9:41131676:-	FALSE	CBWD6
TMEM9B:SE01	0.69553613343116	1	chr11:8962092-8962183:-	chr11:8947202:-;chr11:8947298:-;chr11:8947507:-	FALSE	TMEM9B
CAPN5:SE09	0.695643988752253	1	chr11:77121934-77122049:+	chr11:77124472:+;chr11:77125031:+;chr11:77126155:+	FALSE	CAPN5
PRPSAP2:SE02	0.695677194946337	1	chr17:18859340-18859475:+	chr17:18931215:+;chr17:18931268:+	FALSE	PRPSAP2
AUH:SE06	0.695696564819337	1	chr9:91360279-91360440:-	chr9:91213823:-;chr9:91213960:-	FALSE	AUH
DDX3X:SE02	0.695710895220196	1	chrX:41342495-41342653:+	chrX:41350204:+;chrX:41350274:+	FALSE	DDX3X
RGS3:SE19	0.695784353887383	1	chr9:113582072-113582242:+	chr9:113593000:+;chr9:113597738:+	FALSE	RGS3
UBA6:SE20	0.695912390381518	1	chr4:67677611-67677722:-	chr4:67616807:-;chr4:67617284:-;chr4:67617688:-	FALSE	UBA6
NEO1:SE15	0.695944216202679	1	chr15:73293390-73293548:+	chr15:73303393:+;chr15:73303445:+	FALSE	NEO1
BTBD8:SE03	0.695957751691716	1	chr1:92107884-92108001:+	chr1:92177066:+;chr1:92177439:+	FALSE	BTBD8
NKTR:SE01	0.695964318600367	1	chr3:42617570-42617644:+	chr3:42629028:+;chr3:42637027:+	FALSE	NKTR
NDUFA9:SE01	0.696143360098547	1	chr12:4667537-4667654:+	chr12:4687233:+;chr12:4687497:+	FALSE	NDUFA9
