gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
CA10	0.659799103794221	TSS03-PA02	chr17:52160017:-|chr17:51630773:-	0.129527900541076	chr17:51630320:-	chr17:51630773:-	TUTR	0.740861059277505	FALSE	chr17:52158714:-;chr17:52160017:-	chr17:51630320:-;chr17:51630773:-
PJA1	0.661724492317895	TSS03-PA02	chrX:69165437:-|chrX:69161191:-	0.0831158538379625	chrX:69160861:-	chrX:69161191:-	TUTR	0.741805259925199	FALSE	chrX:69162694:-;chrX:69165437:-;chrX:69165521:-	chrX:69160861:-;chrX:69161191:-
DDX59	0.661731768306093	TSS10-PA02	chr1:200669998:-|chr1:200644123:-	0.273445112306232	chr1:200644037:-	chr1:200644123:-	TUTR	0.741805259925199	FALSE	chr1:200669907:-;chr1:200669998:-	chr1:200644037:-;chr1:200644123:-
TUSC3	0.661816136579651	TSS08-PA01	chr8:15743530:+|chr8:15764486:+	0.166789261645317	chr8:15764650:+	chr8:15764486:+	TUTR	0.741805259925199	FALSE	chr8:15540223:+;chr8:15743530:+	chr8:15764486:+;chr8:15764650:+
SLC25A32	0.662028823920666	TSS02-PA03	chr8:103415069:-|chr8:103399062:-	0.650933830144314	chr8:103398645:-	chr8:103398962:-	TUTR	0.741805259925199	FALSE	chr8:103415069:-;chr8:103415171:-	chr8:103398645:-;chr8:103398962:-;chr8:103399062:-;chr8:103399420:-
AP3S1	0.662256831877423	TSS01-PA01	chr5:115841592:+|chr5:115913987:+	0.151258030580984	chr5:115914081:+	chr5:115913987:+	TUTR	0.741805259925199	FALSE	chr5:115841592:+;chr5:115841935:+	chr5:115913987:+;chr5:115914081:+
SYS1	0.664006109588872	TSS03-PA02	chr20:45363454:+|chr20:45376798:+	0.32383808095952	chr20:45369209:+	chr20:45376798:+	ALE	0.743401666860358	FALSE	chr20:45363139:+;chr20:45363454:+	chr20:45369209:+;chr20:45376798:+
GFM2	0.670476145719795	TSS02-PA01	chr5:74736963:-|chr5:74721206:-	0.271034942040748	chr5:74721206:-	chr5:74744403:-	ALE	0.749609039948807	FALSE	chr5:74736963:-;chr5:74767061:-	chr5:74721206:-;chr5:74744403:-;chr5:74744491:-;chr5:74744850:-
PDE6B	0.670499419876163	TSS05-PA01	chr4:653177:+|chr4:670589:+	0.363636363636364	chr4:670782:+	chr4:670589:+	TUTR	0.749609039948807	FALSE	chr4:651985:+;chr4:653177:+;chr4:663723:+	chr4:670589:+;chr4:670782:+
CDC42	0.670530841314277	TSS11-PA01	chr1:22078438:+|chr1:22090127:+	0.168063644646538	chr1:22090807:+	chr1:22090127:+	TUTR	0.749609039948807	FALSE	chr1:22052627:+;chr1:22078438:+	chr1:22090127:+;chr1:22090807:+;chr1:22092414:+
PTPN11	0.671336164752962	TSS04-PA02	chr12:112453329:+|chr12:112509910:+	0.0586623154426208	chr12:112509910:+	chr12:112509763:+	TUTR	0.750143771039111	FALSE	chr12:112418907:+;chr12:112453329:+	chr12:112509763:+;chr12:112509910:+
ALDH5A1	0.671779595456743	TSS01-PA04	chr6:24494867:+|chr6:24537207:+	0.147429991957301	chr6:24533812:+	chr6:24537207:+	TUTR	0.75027380329979	FALSE	chr6:24494867:+;chr6:24494969:+	chr6:24533812:+;chr6:24537207:+
MAPKAPK3	0.672889499595387	TSS06-PA02	chr3:50646212:+|chr3:50649286:+	0.142857142857143	chr3:50649286:+	chr3:50648169:+	TUTR	0.750639866309034	FALSE	chr3:50617131:+;chr3:50646212:+	chr3:50648169:+;chr3:50649286:+
TXN2	0.672982557489635	TSS01-PA02	chr22:36481340:-|chr22:36467366:-	0.305214412217287	chr22:36467048:-	chr22:36467366:-	TUTR	0.750639866309034	FALSE	chr22:36481340:-;chr22:36481596:-	chr22:36467048:-;chr22:36467366:-
SCAMP2	0.673089016999862	TSS03-PA01	chr15:74873029:-|chr15:74843730:-	0.317860817234119	chr15:74844854:-	chr15:74843730:-	TUTR	0.750639866309034	FALSE	chr15:74873029:-;chr15:74873302:-	chr15:74843730:-;chr15:74844854:-
PWWP3A	0.673485434158026	TSS03-PA02	chr19:1356290:+|chr19:1378427:+	0.156288156288156	chr19:1378427:+	chr19:1376952:+	TUTR	0.750716999979841	FALSE	chr19:1354922:+;chr19:1356290:+	chr19:1376952:+;chr19:1378427:+
FN3KRP	0.677555169610764	TSS02-PA02	chr17:82719017:+|chr17:82728017:+	0.0749695381290663	chr17:82728017:+	chr17:82727903:+	TUTR	0.754886624131663	FALSE	chr17:82716706:+;chr17:82719017:+	chr17:82727903:+;chr17:82728017:+
NFS1	0.680247362307163	TSS05-PA02	chr20:35699189:-|chr20:35668965:-	0.0674356912218367	chr20:35668965:-	chr20:35668688:-	TUTR	0.757518179190598	FALSE	chr20:35699189:-;chr20:35699304:-	chr20:35668965:-;chr20:35668688:-
THEM6	0.681586594468208	TSS02-PA02	chr8:142727723:+|chr8:142736927:+	0.0572526307820424	chr8:142736927:+	chr8:142729231:+	ALE	0.758641265264468	FALSE	chr8:142727223:+;chr8:142727723:+	chr8:142729231:+;chr8:142736927:+
MOCS1	0.682268727811995	TSS06-PA01	chr6:39934551:-|chr6:39905318:-	0.331874898719819	chr6:39905523:-	chr6:39905318:-	TUTR	0.759032231620134	FALSE	chr6:39934424:-;chr6:39934551:-	chr6:39905318:-;chr6:39905523:-
SNAP29	0.682628558148565	TSS02-PA01	chr22:20859081:+|chr22:20889489:+	0.306633499170813	chr22:20889802:+	chr22:20889489:+	TUTR	0.759064426753664	FALSE	chr22:20859007:+;chr22:20859081:+	chr22:20889489:+;chr22:20889802:+;chr22:20891214:+
COX20	0.685568223475118	TSS01-PA03	chr1:244835306:+|chr1:244845057:+	0.437559449878537	chr1:244843284:+	chr1:244845057:+	TUTR	0.761963907292597	FALSE	chr1:244835306:+;chr1:244835616:+	chr1:244843284:+;chr1:244843562:+;chr1:244845057:+
RGS10	0.68813506300664	TSS05-PA01	chr10:119542719:-|chr10:119499817:-	0.097256226255804	chr10:119499916:-	chr10:119499817:-	TUTR	0.764446408976868	FALSE	chr10:119536533:-;chr10:119542719:-	chr10:119499916:-;chr10:119499817:-
REEP1	0.691818318679895	TSS05-PA01	chr2:86282210:-|chr2:86214102:-	0.389161251092616	chr2:86214102:-	chr2:86216485:-	TUTR	0.768166129260252	FALSE	chr2:86282210:-;chr2:86337589:-	chr2:86214102:-;chr2:86214395:-;chr2:86214597:-;chr2:86216485:-;chr2:86251351:-
CARM1	0.694668457838962	TSS02-PA01	chr19:10871673:+|chr19:10922772:+	0.257568590350047	chr19:10922772:+	chr19:10923075:+	TUTR	0.770957640194765	FALSE	chr19:10871553:+;chr19:10871673:+;chr19:10871828:+	chr19:10922772:+;chr19:10923075:+
PNRC2	0.69570562179859	TSS04-PA02	chr1:23960968:+|chr1:23963462:+	0.133213760779517	chr1:23963462:+	chr1:23962681:+	TUTR	0.771735346424548	FALSE	chr1:23959828:+;chr1:23960968:+	chr1:23962681:+;chr1:23963462:+
YARS1	0.697464133637929	TSS06-PA01	chr1:32806580:-|chr1:32775242:-	0.0770801685878534	chr1:32775242:-	chr1:32775680:-	TUTR	0.773312094038381	FALSE	chr1:32806580:-;chr1:32817272:-	chr1:32775242:-;chr1:32775680:-
TGIF1	0.69782136590765	TSS18-PA01	chr18:3451670:+|chr18:3458349:+	0.151236439593019	chr18:3458411:+	chr18:3458349:+	TUTR	0.773334402604902	FALSE	chr18:3450172:+;chr18:3451670:+	chr18:3458349:+;chr18:3458411:+
ZDHHC9	0.698647191636584	TSS01-PA01	chrX:129823788:-|chrX:129804936:-	0.131120758063763	chrX:129804936:-	chrX:129805479:-	TUTR	0.773875740035888	FALSE	chrX:129823788:-;chrX:129843886:-	chrX:129804936:-;chrX:129805479:-
SCARA3	0.700181152521629	TSS02-PA02	chr8:27634060:+|chr8:27676771:+	0.309124540073588	chr8:27673018:+	chr8:27676771:+	ALE	0.775200561720375	FALSE	chr8:27633868:+;chr8:27634060:+	chr8:27673018:+;chr8:27676771:+
L3HYPDH	0.700974014359381	TSS10-PA03	chr14:59484408:-|chr14:59472865:-	0.334749034749035	chr14:59472611:-	chr14:59472865:-	TUTR	0.775703998524081	FALSE	chr14:59484355:-;chr14:59484408:-	chr14:59472611:-;chr14:59472803:-;chr14:59472865:-;chr14:59475096:-
LYRM4	0.701814415629403	TSS04-PA01	chr6:5260721:-|chr6:5108419:-	0.0842743589106534	chr6:5109072:-	chr6:5108419:-	TUTR	0.776259532041394	FALSE	chr6:5260721:-;chr6:5260950:-	chr6:5108419:-;chr6:5109072:-
ECD	0.70275899493028	TSS02-PA01	chr10:73167948:-|chr10:73133702:-	0.447138464718497	chr10:73134524:-	chr10:73133702:-	TUTR	0.776929703310874	FALSE	chr10:73167948:-;chr10:73168008:-;chr10:73168064:-	chr10:73133702:-;chr10:73134524:-
STXBP6	0.705177509094471	TSS06-PA02	chr14:25050147:-|chr14:24812492:-	0.134665000058494	chr14:24809654:-	chr14:24812492:-	TUTR	0.779227941167011	FALSE	chr14:25049889:-;chr14:25050064:-;chr14:25050147:-	chr14:24809654:-;chr14:24812492:-
CALM3	0.709102334021567	TSS01-PA01	chr19:46601074:+|chr19:46609305:+	0.279685644506893	chr19:46610782:+	chr19:46609305:+	TUTR	0.783187652501432	FALSE	chr19:46601074:+;chr19:46601276:+;chr19:46602069:+	chr19:46609305:+;chr19:46610782:+
ITFG1	0.710834953286868	TSS02-PA01	chr16:47461274:-|chr16:47154387:-	0.121734956545559	chr16:47155376:-	chr16:47154387:-	TUTR	0.784723475861441	FALSE	chr16:47461063:-;chr16:47461274:-	chr16:47154387:-;chr16:47155376:-
TMED9	0.713489929912588	TSS02-PA01	chr5:177592272:+|chr5:177596081:+	0.278258680021263	chr5:177596121:+	chr5:177596081:+	TUTR	0.787275564800133	FALSE	chr5:177592203:+;chr5:177592272:+	chr5:177596081:+;chr5:177596121:+
USP47	0.715469778915937	TSS03-PA03	chr11:11842066:+|chr11:11957515:+	0.216892327530625	chr11:11956570:+	chr11:11957515:+	TUTR	0.789080611939019	FALSE	chr11:11841940:+;chr11:11842066:+	chr11:11956570:+;chr11:11956945:+;chr11:11957515:+
ENTR1	0.718107986443704	TSS02-PA01	chr9:136404780:-|chr9:136401922:-	0.101164191087917	chr9:136401922:-	chr9:136402665:-	TUTR	0.791609668862017	FALSE	chr9:136404780:-;chr9:136410593:-	chr9:136401922:-;chr9:136402665:-
GPR108	0.720482549025698	TSS05-PA02	chr19:6737260:-|chr19:6735376:-	0.725256449443594	chr19:6729914:-	chr19:6735376:-	ALE	0.793845805698824	FALSE	chr19:6732337:-;chr19:6733301:-;chr19:6737260:-;chr19:6737509:-	chr19:6729914:-;chr19:6735376:-
GUF1	0.720937300268552	TSS01-PA01	chr4:44678395:+|chr4:44697689:+	0.181720430107527	chr4:44700680:+	chr4:44698955:+	TUTR	0.793965514554036	FALSE	chr4:44678395:+;chr4:44678494:+	chr4:44697689:+;chr4:44698955:+;chr4:44700680:+
VPS35L	0.722286602008133	TSS08-PA01	chr16:19601603:+|chr16:19700686:+	0.0888888888888888	chr16:19700686:+	chr16:19701124:+	TUTR	0.795069800866918	FALSE	chr16:19555703:+;chr16:19601603:+	chr16:19700686:+;chr16:19701124:+
LOC101927974	0.723125575374685	TSS01-PA02	chr7:107743595:-|chr7:107742815:-	0.194675925925926	chr7:107742753:-	chr7:107742815:-	ALE	0.795611544321116	FALSE	chr7:107743595:-;chr7:107744050:-	chr7:107742753:-;chr7:107742815:-
EBNA1BP2	0.723570112950093	TSS03-PA02	chr1:43172551:-|chr1:43164309:-	0.120758395335101	chr1:43164309:-	chr1:43164184:-	TUTR	0.795719002448472	FALSE	chr1:43172268:-;chr1:43172551:-	chr1:43164184:-;chr1:43164309:-
MAT2B	0.724783140238283	TSS02-PA01	chr5:163503233:+|chr5:163519151:+	0.123718278633359	chr5:163519322:+	chr5:163519151:+	TUTR	0.796671070295459	FALSE	chr5:163503233:+;chr5:163505545:+	chr5:163519151:+;chr5:163519322:+
CTXN2	0.725817285599572	TSS02-PA02	chr15:48178438:+|chr15:48203758:+	0.265970904490829	chr15:48201681:+	chr15:48203758:+	TUTR	0.797425695960449	FALSE	chr15:48178122:+;chr15:48178438:+;chr15:48191648:+;chr15:48192038:+	chr15:48201681:+;chr15:48203758:+
OSBPL1A	0.728375577065544	TSS07-PA02	chr18:24397784:-|chr18:24162554:-	0.957726642052247	chr18:24162045:-	chr18:24162554:-	TUTR	0.799853314403235	FALSE	chr18:24179835:-;chr18:24271611:-;chr18:24271685:-;chr18:24272232:-;chr18:24397784:-	chr18:24162045:-;chr18:24162554:-
CDC42EP3	0.731102507182636	TSS03-PA02	chr2:37672199:-|chr2:37645154:-	0.176551724137931	chr2:37644835:-	chr2:37645154:-	TUTR	0.802463708840654	FALSE	chr2:37671642:-;chr2:37672199:-	chr2:37644835:-;chr2:37645154:-
UNC50	0.731623416332068	TSS02-PA02	chr2:98608844:+|chr2:98618515:+	0.0562565834877047	chr2:98618515:+	chr2:98618407:+	TUTR	0.802651418969758	FALSE	chr2:98608548:+;chr2:98608844:+	chr2:98618407:+;chr2:98618515:+
TWSG1	0.733684258226685	TSS02-PA01	chr18:9334850:+|chr18:9400795:+	0.11117248972541	chr18:9402420:+	chr18:9400795:+	TUTR	0.80428405155999	FALSE	chr18:9334767:+;chr18:9334850:+	chr18:9400795:+;chr18:9402420:+
MRPS7	0.733812781131238	TSS01-PA01	chr17:75261674:+|chr17:75266060:+	0.160876448064391	chr17:75266363:+	chr17:75266060:+	TUTR	0.80428405155999	FALSE	chr17:75261674:+;chr17:75261879:+	chr17:75266060:+;chr17:75266363:+
BZW1	0.736535194872697	TSS02-PA03	chr2:200811546:+|chr2:200823837:+	0.209179136346342	chr2:200823837:+	chr2:200823655:+	TUTR	0.806882395911159	FALSE	chr2:200811546:+;chr2:200811910:+	chr2:200822589:+;chr2:200823655:+;chr2:200823837:+
PDLIM5	0.737229103137826	TSS04-PA03	chr4:94523724:+|chr4:94665332:+	0.307225063938619	chr4:94665332:+	chr4:94588127:+	ALE	0.807257070452588	FALSE	chr4:94451857:+;chr4:94455245:+;chr4:94523724:+	chr4:94549972:+;chr4:94588127:+;chr4:94665332:+;chr4:94668223:+
TMEM9B	0.738355357654321	TSS04-PA01	chr11:8965011:-|chr11:8947296:-	0.0551586520235224	chr11:8947296:-	chr11:8947507:-	TUTR	0.808104575600674	FALSE	chr11:8964402:-;chr11:8964773:-;chr11:8965011:-	chr11:8947296:-;chr11:8947507:-
PAM	0.73933284711184	TSS12-PA01	chr5:102865819:+|chr5:103029514:+	0.352011314425893	chr5:103029713:+	chr5:103029590:+	TUTR	0.8087885318429	FALSE	chr5:102755298:+;chr5:102808198:+;chr5:102865737:+;chr5:102865819:+	chr5:103029514:+;chr5:103029590:+;chr5:103029713:+
HPS4	0.741927772760002	TSS03-PA02	chr22:26464192:-|chr22:26452099:-	0.0723214285714287	chr22:26452099:-	chr22:26451480:-	TUTR	0.8112403768882	FALSE	chr22:26464192:-;chr22:26483783:-	chr22:26452099:-;chr22:26451480:-
BRINP1	0.74613744488953	TSS01-PA01	chr9:119208886:-|chr9:119166629:-	0.0808747389297436	chr9:119166629:-	chr9:119166910:-	TUTR	0.815454644390939	FALSE	chr9:119208886:-;chr9:119369425:-	chr9:119166629:-;chr9:119166910:-
C19orf25	0.748530906175445	TSS02-PA01	chr19:1478897:-|chr19:1473201:-	0.181450676181072	chr19:1474160:-	chr19:1473201:-	TUTR	0.81752985598904	FALSE	chr19:1478897:-;chr19:1479118:-	chr19:1473201:-;chr19:1474160:-
NUDT6	0.748749009343057	TSS04-PA02	chr4:122922574:-|chr4:122912545:-	0.0693855523860922	chr4:122892646:-	chr4:122912545:-	ALE	0.81752985598904	FALSE	chr4:122922574:-;chr4:122922968:-	chr4:122892646:-;chr4:122912545:-
WSB1	0.750121982930054	TSS03-PA04	chr17:27294346:+|chr17:27313636:+	0.128291021043944	chr17:27313636:+	chr17:27313366:+	TUTR	0.818639309629659	FALSE	chr17:27294076:+;chr17:27294189:+;chr17:27294346:+	chr17:27308823:+;chr17:27312585:+;chr17:27313366:+;chr17:27313636:+
TYMS	0.751888625722835	TSS01-PA02	chr18:657653:+|chr18:673578:+	0.0786163522012578	chr18:673493:+	chr18:673578:+	TUTR	0.82017713143518	FALSE	chr18:657653:+;chr18:657743:+	chr18:673493:+;chr18:673578:+
AP5M1	0.754385860833151	TSS01-PA01	chr14:57268924:+|chr14:57289517:+	0.167400342382001	chr14:57290074:+	chr14:57289517:+	TUTR	0.822510059292418	FALSE	chr14:57268924:+;chr14:57269026:+	chr14:57289517:+;chr14:57290074:+
STRADB	0.756120133305412	TSS02-PA01	chr2:201451734:+|chr2:201480722:+	0.0459611233363226	chr2:201480846:+	chr2:201480722:+	TUTR	0.823660038964522	FALSE	chr2:201451734:+;chr2:201451796:+	chr2:201480722:+;chr2:201480846:+
PLA2G4C	0.75615869313831	TSS06-PA01	chr19:48090409:-|chr19:48047846:-	0.0695212664505054	chr19:48047846:-	chr19:48061575:-	ALE	0.823660038964522	FALSE	chr19:48090409:-;chr19:48110746:-	chr19:48047846:-;chr19:48061575:-
HLA-A	0.757623029418264	TSS03-PA01	chr6:29942470:+|chr6:29945773:+	0.101494871651722	chr6:29945870:+	chr6:29945773:+	TUTR	0.82452563770367	FALSE	chr6:29942470:+;chr6:29942532:+	chr6:29945773:+;chr6:29945870:+
TARBP1	0.757820121979675	TSS09-PA01	chr1:234479179:-|chr1:234391335:-	0.107654889912955	chr1:234391335:-	chr1:234391383:-	TUTR	0.82452563770367	FALSE	chr1:234406380:-;chr1:234479179:-	chr1:234391335:-;chr1:234391383:-
ANKRD13A	0.758031634663052	TSS01-PA02	chr12:109999186:+|chr12:110039432:+	0.060182956186808	chr12:110039432:+	chr12:110020396:+	ALE	0.82452563770367	FALSE	chr12:109999186:+;chr12:109999430:+	chr12:110039432:+;chr12:110020396:+
PSMD14	0.758876409020762	TSS02-PA02	chr2:161308600:+|chr2:161411717:+	0.0902100376396235	chr2:161411717:+	chr2:161411421:+	TUTR	0.8250533091439	FALSE	chr2:161308425:+;chr2:161308600:+	chr2:161411421:+;chr2:161411717:+
STARD3NL	0.763194174597084	TSS02-PA02	chr7:38178324:+|chr7:38230669:+	0.0342460183422906	chr7:38230669:+	chr7:38230410:+	TUTR	0.828886153042135	FALSE	chr7:38178245:+;chr7:38178324:+	chr7:38230410:+;chr7:38230669:+
ZNF467	0.763298465362915	TSS01-PA01	chr7:149773219:-|chr7:149764185:-	0.10809748427673	chr7:149764363:-	chr7:149764185:-	TUTR	0.828886153042135	FALSE	chr7:149773219:-;chr7:149773588:-	chr7:149764185:-;chr7:149764363:-
DIPK1A	0.763485807052324	TSS03-PA03	chr1:92961522:-|chr1:92842842:-	0.395627817378957	chr1:92842169:-	chr1:92842354:-	TUTR	0.828886153042135	FALSE	chr1:92961462:-;chr1:92961522:-	chr1:92842169:-;chr1:92842354:-;chr1:92842842:-
MPDZ	0.764684837635807	TSS14-PA01	chr9:13279692:-|chr9:13105707:-	0.101039501039501	chr9:13105707:-	chr9:13120137:-	ALE	0.829417150661956	FALSE	chr9:13140045:-;chr9:13279692:-	chr9:13105707:-;chr9:13120137:-
ARGLU1	0.764698026874471	TSS02-PA02	chr13:106567623:-|chr13:106543327:-	0.0547463619973892	chr13:106543327:-	chr13:106541673:-	TUTR	0.829417150661956	FALSE	chr13:106567623:-;chr13:106568137:-	chr13:106543327:-;chr13:106541673:-
DNAJC11	0.76783179064603	TSS06-PA01	chr1:6681037:-|chr1:6634170:-	0.0756768712612476	chr1:6634170:-	chr1:6635113:-	TUTR	0.832422555643664	FALSE	chr1:6681037:-;chr1:6701802:-	chr1:6634170:-;chr1:6635113:-
C1orf198	0.768246326603715	TSS01-PA01	chr1:230856007:-|chr1:230837119:-	0.0367001569782535	chr1:230837119:-	chr1:230839565:-	TUTR	0.832478541912576	FALSE	chr1:230856007:-;chr1:230868521:-	chr1:230837119:-;chr1:230837172:-;chr1:230839565:-
CWC22	0.769282166947784	TSS02-PA02	chr2:180007106:-|chr2:179981194:-	0.100313479623825	chr2:179944876:-	chr2:179981194:-	ALE	0.833078783999895	FALSE	chr2:180007106:-;chr2:180007297:-	chr2:179944876:-;chr2:179981194:-
C10orf88	0.769631034862831	TSS04-PA02	chr10:122954311:-|chr10:122931508:-	0.065772612507454	chr10:122931508:-	chr10:122930901:-	TUTR	0.833078783999895	FALSE	chr10:122954227:-;chr10:122954311:-	chr10:122930901:-;chr10:122931508:-
SRSF1	0.76988972191795	TSS03-PA03	chr17:58007232:-|chr17:58003360:-	0.23853956659876	chr17:58003491:-	chr17:58003360:-	TUTR	0.833078783999895	FALSE	chr17:58005134:-;chr17:58006405:-;chr17:58007232:-;chr17:58007346:-	chr17:58003491:-;chr17:58000919:-;chr17:58001075:-;chr17:58003360:-
SLC66A1	0.777709844657852	TSS01-PA01	chr1:19312326:+|chr1:19328988:+	0.0513626834381553	chr1:19329284:+	chr1:19328988:+	TUTR	0.841143980973651	FALSE	chr1:19312326:+;chr1:19312729:+	chr1:19328988:+;chr1:19329284:+
PEX2	0.779196695958985	TSS03-PA03	chr8:77000230:-|chr8:76983070:-	0.340866615435122	chr8:76982919:-	chr8:76982061:-	TUTR	0.842354957836905	FALSE	chr8:77000078:-;chr8:77000230:-	chr8:76982061:-;chr8:76982919:-;chr8:76983070:-
ACTR3B	0.779625193948752	TSS02-PA02	chr7:152800623:+|chr7:152855374:+	0.072597686499614	chr7:152855374:+	chr7:152854982:+	TUTR	0.842421194026584	FALSE	chr7:152759749:+;chr7:152800623:+	chr7:152854982:+;chr7:152855374:+
ATF2	0.784771146878919	TSS05-PA01	chr2:175168382:-|chr2:175072259:-	0.0703376939458472	chr2:175072259:-	chr2:175074278:-	TUTR	0.84758239686452	FALSE	chr2:175168144:-;chr2:175168382:-	chr2:175072259:-;chr2:175074278:-
ITGA6	0.785698050221512	TSS04-PA02	chr2:172427668:+|chr2:172506277:+	0.0881273122652435	chr2:172506193:+	chr2:172506277:+	TUTR	0.848184153980305	FALSE	chr2:172427586:+;chr2:172427668:+	chr2:172506193:+;chr2:172506277:+
FGF7P3	0.786933994094442	TSS01-PA02	chr9:39818923:-|chr9:39816487:-	0.5	chr9:39816597:-	chr9:39816541:-	ALE	0.849118806421754	FALSE	chr9:39818923:-;chr9:39874206:-	chr9:39813784:-;chr9:39816487:-;chr9:39816541:-;chr9:39816597:-
ZNF276	0.787980346315128	TSS02-PA04	chr16:89720985:+|chr16:89740903:+	0.420861512078447	chr16:89738571:+	chr16:89739844:+	TUTR	0.849668294862889	FALSE	chr16:89720985:+;chr16:89721537:+	chr16:89738491:+;chr16:89738571:+;chr16:89739844:+;chr16:89740903:+
TRIM22	0.788184015461303	TSS03-PA01	chr11:5689880:+|chr11:5709317:+	0.120592529149553	chr11:5710776:+	chr11:5710863:+	TUTR	0.849668294862889	FALSE	chr11:5689790:+;chr11:5689880:+	chr11:5709317:+;chr11:5710776:+;chr11:5710863:+
PCMTD2	0.789092410155825	TSS02-PA03	chr20:64255844:+|chr20:64276027:+	0.671162763048389	chr20:64275653:+	chr20:64276230:+	TUTR	0.850247998542726	FALSE	chr20:64255695:+;chr20:64255844:+	chr20:64275653:+;chr20:64275854:+;chr20:64276027:+;chr20:64276230:+
MINCR	0.790800920528572	TSS03-PA01	chr8:143281610:-|chr8:143280161:-	0.153299307327743	chr8:143280822:-	chr8:143280161:-	ALE	0.851432102701271	FALSE	chr8:143281610:-;chr8:143281665:-	chr8:143280161:-;chr8:143280822:-
CDK16	0.79093365774037	TSS03-PA02	chrX:47218233:+|chrX:47229997:+	0.3	chrX:47228991:+	chrX:47229997:+	TUTR	0.851432102701271	FALSE	chrX:47218027:+;chrX:47218233:+;chrX:47218681:+;chrX:47218776:+;chrX:47223638:+	chrX:47228991:+;chrX:47229997:+
DVL3	0.791414486116672	TSS02-PA02	chr3:184155559:+|chr3:184173611:+	0.0832377256530845	chr3:184170876:+	chr3:184173611:+	TUTR	0.851550108420096	FALSE	chr3:184155377:+;chr3:184155559:+;chr3:184163677:+;chr3:184164856:+;chr3:184166194:+	chr3:184170876:+;chr3:184173611:+
SLC25A38	0.794369688169468	TSS02-PA02	chr3:39383661:+|chr3:39397188:+	0.0972099982397463	chr3:39397188:+	chr3:39397129:+	TUTR	0.854289634088348	FALSE	chr3:39383370:+;chr3:39383661:+	chr3:39397129:+;chr3:39397188:+;chr3:39397315:+
TBCD	0.794705352722116	TSS01-PA02	chr17:82752042:+|chr17:82943186:+	0.120941541280524	chr17:82942704:+	chr17:82943186:+	TUTR	0.854289634088348	FALSE	chr17:82752042:+;chr17:82752158:+;chr17:82830496:+;chr17:82920460:+;chr17:82929138:+;chr17:82939401:+	chr17:82942704:+;chr17:82943186:+
HSBP1	0.797322720974033	TSS03-PA02	chr16:83808062:+|chr16:83811795:+	0.0691969914755377	chr16:83812993:+	chr16:83811666:+	TUTR	0.856701790123855	FALSE	chr16:83807978:+;chr16:83808062:+	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+
SLC25A40	0.797816662157846	TSS06-PA03	chr7:87876305:-|chr7:87834795:-	0.125	chr7:87834504:-	chr7:87834795:-	TUTR	0.856831190538436	FALSE	chr7:87876305:-;chr7:87876357:-	chr7:87834504:-;chr7:87834795:-
TCEAL6	0.800079125253906	TSS02-PA02	chrX:102142970:-|chrX:102140471:-	0.0920208780650883	chrX:102140471:-	chrX:102140085:-	TUTR	0.858639574363558	FALSE	chrX:102142481:-;chrX:102142970:-	chrX:102140085:-;chrX:102140471:-
GRAMD2B	0.800249088922968	TSS10-PA02	chr5:126480094:+|chr5:126494150:+	0.623571112662663	chr5:126493912:+	chr5:126494150:+	TUTR	0.858639574363558	FALSE	chr5:126423146:+;chr5:126423406:+;chr5:126423472:+;chr5:126480094:+	chr5:126493912:+;chr5:126494150:+
ABCA5	0.803978048427122	TSS10-PA01	chr17:69327090:-|chr17:69247104:-	0.0889705882352941	chr17:69306766:-	chr17:69247104:-	ALE	0.862237327298652	FALSE	chr17:69327090:-;chr17:69327244:-	chr17:69247104:-;chr17:69306766:-
GART	0.804619087462609	TSS09-PA01	chr21:33542793:-|chr21:33503962:-	0.0992063492063492	chr21:33524009:-	chr21:33503962:-	ALE	0.862521582541694	FALSE	chr21:33542079:-;chr21:33542793:-	chr21:33503962:-;chr21:33524009:-
LINC00869	0.806248888980671	TSS06-PA02	chr1:149636489:+|chr1:149662969:+	0.318211920529801	chr1:149647621:+	chr1:149662969:+	ALE	0.863864993611237	FALSE	chr1:149607012:+;chr1:149607307:+;chr1:149607409:+;chr1:149636489:+;chr1:149646599:+	chr1:149647621:+;chr1:149662969:+
ABCC5	0.808668707251292	TSS04-PA02	chr3:184017444:-|chr3:183983753:-	0.0891158756926043	chr3:183983753:-	chr3:183919934:-	ALE	0.866053228027295	FALSE	chr3:184017444:-;chr3:184017836:-	chr3:183983753:-;chr3:183919934:-
NDFIP1	0.813089362876362	TSS02-PA01	chr5:142135730:+|chr5:142152775:+	0.0421539812425026	chr5:142152775:+	chr5:142153198:+	TUTR	0.870381240521874	FALSE	chr5:142108779:+;chr5:142135730:+	chr5:142152775:+;chr5:142153198:+
POLDIP2	0.81579160302206	TSS01-PA01	chr17:28357463:-|chr17:28346633:-	0.260737513392174	chr17:28347177:-	chr17:28347788:-	TUTR	0.872866575248417	FALSE	chr17:28357463:-;chr17:28357527:-;chr17:28357589:-	chr17:28346633:-;chr17:28347177:-;chr17:28347788:-
