gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	PA1	PA2	annotation	FDR	sig	tss	pas
PLPP5	0.239576443192743	TSS05-PA01	chr8:38268939:-|chr8:38263130:-	0.748806587362909	chr8:38263130:-	chr8:38266982:-	ALE	0.340657002293649	FALSE	chr8:38268939:-;chr8:38269140:-	chr8:38263130:-;chr8:38264309:-;chr8:38266982:-
ZBTB14	0.23965011020658	TSS05-PA03	chr18:5296195:-|chr18:5289674:-	1.01132634792052	chr18:5289379:-	chr18:5289022:-	TUTR	0.340657002293649	FALSE	chr18:5295702:-;chr18:5296020:-;chr18:5296195:-	chr18:5289022:-;chr18:5289379:-;chr18:5289674:-;chr18:5289808:-
HPS4	0.239918874605041	TSS09-PA01	chr22:26483783:-|chr22:26451480:-	0.245241717533935	chr22:26452099:-	chr22:26451480:-	TUTR	0.34081173055172	FALSE	chr22:26477011:-;chr22:26479411:-;chr22:26479546:-;chr22:26479681:-;chr22:26483783:-	chr22:26452099:-;chr22:26451480:-
RIOK3	0.239973509991878	TSS02-PA02	chr18:23464556:+|chr18:23483137:+	0.265507438440493	chr18:23483137:+	chr18:23482360:+	TUTR	0.34081173055172	FALSE	chr18:23453287:+;chr18:23464556:+;chr18:23466135:+;chr18:23477188:+	chr18:23482360:+;chr18:23483137:+
OLA1	0.240220992962287	TSS08-PA01	chr2:174248532:-|chr2:174072447:-	0.303965764512712	chr2:174075007:-	chr2:174072447:-	TUTR	0.340943989180682	FALSE	chr2:174123670:-;chr2:174248475:-;chr2:174248532:-;chr2:174248599:-	chr2:174075007:-;chr2:174072447:-
SEMA3E	0.240281269051164	TSS05-PA02	chr7:83648802:-|chr7:83366469:-	0.969919287625564	chr7:83366974:-	chr7:83366469:-	TUTR	0.340943989180682	FALSE	chr7:83648550:-;chr7:83648802:-;chr7:83649139:-	chr7:83366469:-;chr7:83366974:-
HPS1	0.24069481213927	TSS05-PA02	chr10:98445413:-|chr10:98417015:-	0.624366735148286	chr10:98417015:-	chr10:98416212:-	TUTR	0.34133377457694	FALSE	chr10:98445413:-;chr10:98446862:-	chr10:98417015:-;chr10:98416212:-;chr10:98433445:-
TOP3A	0.240770849489117	TSS09-PA03	chr17:18314774:-|chr17:18274218:-	0.498103274377724	chr17:18274218:-	chr17:18273935:-	TUTR	0.34133377457694	FALSE	chr17:18314774:-;chr17:18314930:-	chr17:18273935:-;chr17:18274218:-;chr17:18271428:-
LINC00943	0.241248467215069	TSS03-PA01	chr12:126726483:+|chr12:126745326:+	0.247424854519932	chr12:126746256:+	chr12:126745326:+	ALE	0.341838546897611	FALSE	chr12:126726230:+;chr12:126726483:+;chr12:126741419:+	chr12:126746256:+;chr12:126745326:+
NDFIP2	0.241342102830136	TSS01-PA02	chr13:79481124:+|chr13:79554088:+	1.14113296128975	chr13:79554088:+	chr13:79554008:+	TUTR	0.341838546897611	FALSE	chr13:79481124:+;chr13:79481306:+;chr13:79481453:+	chr13:79554008:+;chr13:79554088:+;chr13:79555846:+;chr13:79556074:+
TMEM232	0.241803271670215	TSS04-PA02	chr5:110726658:-|chr5:110420111:-	0.595141700404858	chr5:110420111:-	chr5:110563752:-	ALE	0.342339123928821	FALSE	chr5:110726658:-;chr5:110738918:-	chr5:110420111:-;chr5:110563752:-
ZMYM3	0.242023490703842	TSS02-PA02	chrX:71254127:-|chrX:71249204:-	0.475177976092463	chrX:71239629:-	chrX:71249204:-	ALE	0.342498276154167	FALSE	chrX:71244470:-;chrX:71254127:-;chrX:71254539:-;chrX:71254649:-;chrX:71255197:-	chrX:71239629:-;chrX:71249204:-
DIPK1A	0.242164377255094	TSS03-PA02	chr1:92961522:-|chr1:92842354:-	1.01920251635971	chr1:92842169:-	chr1:92842354:-	TUTR	0.342545069696987	FALSE	chr1:92961462:-;chr1:92961522:-	chr1:92842169:-;chr1:92842354:-
ITFG1	0.242329116501188	TSS02-PA02	chr16:47461274:-|chr16:47155380:-	0.825577181467292	chr16:47154387:-	chr16:47155380:-	TUTR	0.342625546561759	FALSE	chr16:47461063:-;chr16:47461274:-	chr16:47154387:-;chr16:47155380:-
ADARB1	0.242564993819327	TSS02-PA01	chr21:45074569:+|chr21:45222580:+	0.483091787439613	chr21:45226560:+	chr21:45222580:+	TUTR	0.342806488151246	FALSE	chr21:45074569:+;chr21:45152530:+	chr21:45222580:+;chr21:45226560:+
KLF10	0.243033921878067	TSS01-PA02	chr8:102653964:-|chr8:102648847:-	1.30616699822262	chr8:102648784:-	chr8:102648847:-	TUTR	0.343316482795295	FALSE	chr8:102653964:-;chr8:102655725:-	chr8:102648784:-;chr8:102648847:-
CTDNEP1	0.24322047109644	TSS04-PA02	chr17:7251286:-|chr17:7243795:-	1.87266666666667	chr17:7243591:-	chr17:7243795:-	TUTR	0.343427305188173	FALSE	chr17:7247339:-;chr17:7251286:-;chr17:7251734:-;chr17:7251961:-	chr17:7243591:-;chr17:7243795:-
GPALPP1	0.243492409717111	TSS02-PA04	chr13:44989615:+|chr13:45032292:+	1.939499832918	chr13:45032292:+	chr13:45033608:+	ALE	0.343658545389276	FALSE	chr13:44989529:+;chr13:44989615:+	chr13:45028270:+;chr13:45030287:+;chr13:45031458:+;chr13:45032292:+;chr13:45033608:+
EIF4A1	0.244053067986271	TSS12-PA02	chr17:7577566:+|chr17:7579001:+	1.61536548463357	chr17:7579001:+	chr17:7578627:+	TUTR	0.34416999661813	FALSE	chr17:7572824:+;chr17:7573844:+;chr17:7574259:+;chr17:7575188:+;chr17:7576532:+;chr17:7577566:+	chr17:7578627:+;chr17:7579001:+
STYK1	0.244071451803792	TSS03-PA03	chr12:10674030:-|chr12:10619743:-	0.641025641025641	chr12:10618939:-	chr12:10619743:-	TUTR	0.34416999661813	FALSE	chr12:10674030:-;chr12:10674318:-	chr12:10618939:-;chr12:10619743:-
ZNF184	0.244336444148626	TSS01-PA02	chr6:27472681:-|chr6:27450822:-	0.855714424476317	chr6:27450822:-	chr6:27450742:-	TUTR	0.344390808811085	FALSE	chr6:27472681:-;chr6:27472898:-;chr6:27473105:-	chr6:27450822:-;chr6:27450742:-
SLC66A3	0.244452420526953	TSS02-PA02	chr2:11155372:+|chr2:11178856:+	0.399784946236559	chr2:11178856:+	chr2:11174851:+	ALE	0.34440148115926	FALSE	chr2:11155372:+;chr2:11155431:+	chr2:11178856:+;chr2:11174851:+
DNAJB9	0.245730085330478	TSS02-PA01	chr7:108571715:+|chr7:108574402:+	1.09275375810319	chr7:108574850:+	chr7:108574402:+	TUTR	0.346048085591723	FALSE	chr7:108569867:+;chr7:108571715:+	chr7:108574402:+;chr7:108574850:+
TSEN2	0.246030367651696	TSS02-PA01	chr3:12489801:+|chr3:12533317:+	0.394273861625373	chr3:12533317:+	chr3:12539624:+	ALE	0.346317447066654	FALSE	chr3:12484421:+;chr3:12489801:+	chr3:12533317:+;chr3:12539624:+
SPTLC1	0.246427436244952	TSS02-PA02	chr9:92080076:-|chr9:92031200:-	0.761538461538461	chr9:92031200:-	chr9:92031350:-	TUTR	0.34661056722854	FALSE	chr9:92080076:-;chr9:92108768:-;chr9:92115373:-	chr9:92031200:-;chr9:92031147:-;chr9:92031350:-
AKIRIN2	0.246497157423671	TSS01-PA01	chr6:87701525:-|chr6:87674860:-	1.41244766981622	chr6:87674926:-	chr6:87674860:-	TUTR	0.34661056722854	FALSE	chr6:87701525:-;chr6:87702233:-	chr6:87674860:-;chr6:87674926:-;chr6:87675251:-
ZC3H10	0.246565905551306	TSS02-PA01	chr12:56118321:+|chr12:56122497:+	0.77606610985903	chr12:56122497:+	chr12:56124258:+	TUTR	0.34661056722854	FALSE	chr12:56118250:+;chr12:56118321:+	chr12:56122497:+;chr12:56123359:+;chr12:56124258:+
ZNF177	0.247311009855257	TSS01-PA02	chr19:9363013:+|chr19:9382617:+	0.233555506993007	chr19:9382190:+	chr19:9382617:+	TUTR	0.347504236315856	FALSE	chr19:9363013:+;chr19:9376411:+	chr19:9382190:+;chr19:9382617:+
DOCK4	0.247864811870277	TSS12-PA02	chr7:112004131:-|chr7:111726762:-	0.579185520361991	chr7:111726110:-	chr7:111726762:-	TUTR	0.34812842940401	FALSE	chr7:111784426:-;chr7:111822424:-;chr7:112004131:-	chr7:111726110:-;chr7:111726762:-
FAM200A	0.249053815735803	TSS02-PA01	chr7:99558536:-|chr7:99546300:-	0.111598350902694	chr7:99546300:-	chr7:99547126:-	ALE	0.349643823505368	FALSE	chr7:99552114:-;chr7:99558536:-	chr7:99546300:-;chr7:99547126:-
MFSD4A	0.24922113129145	TSS05-PA02	chr1:205592129:+|chr1:205602918:+	0.240955231650182	chr1:205602918:+	chr1:205602562:+	TUTR	0.349724175844937	FALSE	chr1:205568984:+;chr1:205592037:+;chr1:205592129:+	chr1:205602918:+;chr1:205602562:+
NOMO2	0.249425050826836	TSS06-PA02	chr16:18562074:-|chr16:18500159:-	0.245192853220046	chr16:16294811:+	chr16:18499924:-	ALE	0.349855799769033	FALSE	chr16:18529547:-;chr16:18533102:-;chr16:18562074:-;chr16:18562176:-	chr16:16294811:+;chr16:18499924:-;chr16:18500159:-
ST8SIA4	0.249685930559036	TSS02-PA03	chr5:100903214:-|chr5:100809978:-	0.73033083748392	chr5:100809978:-	chr5:100809653:-	TUTR	0.349922780370307	FALSE	chr5:100903214:-;chr5:100903282:-	chr5:100807203:-;chr5:100809653:-;chr5:100809978:-;chr5:100810484:-
SIRT5	0.249693088794299	TSS01-PA03	chr6:13574227:+|chr6:13612294:+	1.8593896713615	chr6:13614105:+	chr6:13601866:+	ALE	0.349922780370307	FALSE	chr6:13574227:+;chr6:13574529:+	chr6:13601866:+;chr6:13605739:+;chr6:13612294:+;chr6:13614105:+
ALG3	0.250548485422063	TSS06-PA02	chr3:184249520:-|chr3:184242423:-	0.558131356056388	chr3:184242423:-	chr3:184242331:-	TUTR	0.350966727595192	FALSE	chr3:184248929:-;chr3:184249520:-	chr3:184242331:-;chr3:184242423:-
ING2	0.250703886803165	TSS02-PA02	chr4:183506082:+|chr4:183511095:+	0.514795008912656	chr4:183511095:+	chr4:183510679:+	ALE	0.351029637890549	FALSE	chr4:183505058:+;chr4:183506082:+	chr4:183510679:+;chr4:183511095:+
CAMK4	0.251258310106244	TSS04-PA01	chr5:111224382:+|chr5:111485591:+	0.196227746250384	chr5:111485731:+	chr5:111485591:+	TUTR	0.351650947668519	FALSE	chr5:111223583:+;chr5:111223653:+;chr5:111223917:+;chr5:111224382:+;chr5:111224464:+	chr5:111485731:+;chr5:111485591:+
LRRC34	0.251405549692501	TSS06-PA03	chr3:169812514:-|chr3:169795641:-	0.506787330316742	chr3:169795641:-	chr3:169793473:-	TUTR	0.351702083387527	FALSE	chr3:169812514:-;chr3:169812690:-	chr3:169795641:-;chr3:169793473:-
ADAM9	0.252776897625786	TSS01-PA02	chr8:38996754:+|chr8:39104996:+	0.139494833524684	chr8:39104996:+	chr8:39104906:+	TUTR	0.353464878414227	FALSE	chr8:38996754:+;chr8:38996869:+	chr8:39104996:+;chr8:39104906:+
FSTL5	0.253160422622149	TSS01-PA01	chr4:161500074:-|chr4:161383897:-	0.25463946096392	chr4:161383897:-	chr4:161384096:-	TUTR	0.353845430123435	FALSE	chr4:161500074:-;chr4:162163966:-	chr4:161383897:-;chr4:161384096:-
COG6	0.253489495230285	TSS06-PA02	chr13:39687543:+|chr13:39752503:+	1.51865876953759	chr13:39752503:+	chr13:39751503:+	TUTR	0.354149571832284	FALSE	chr13:39655627:+;chr13:39655724:+;chr13:39687543:+	chr13:39751503:+;chr13:39752503:+;chr13:39752641:+
GPI	0.253630801011936	TSS09-PA01	chr19:34365379:+|chr19:34400328:+	0.575623155564924	chr19:34400328:+	chr19:34402413:+	TUTR	0.35419123288568	FALSE	chr19:34364793:+;chr19:34364992:+;chr19:34365196:+;chr19:34365379:+;chr19:34378978:+	chr19:34400328:+;chr19:34402413:+
KLHL24	0.254380469992386	TSS03-PA02	chr3:183650357:+|chr3:183680312:+	1.16794928193459	chr3:183680312:+	chr3:183680945:+	TUTR	0.355082053236296	FALSE	chr3:183635610:+;chr3:183650357:+	chr3:183672518:+;chr3:183680312:+;chr3:183680945:+;chr3:183684519:+
HERC2	0.254648505693107	TSS06-PA01	chr15:28174423:-|chr15:28111040:-	0.665050287356322	chr15:28111040:-	chr15:28111424:-	TUTR	0.355300088971015	FALSE	chr15:28135556:-;chr15:28174423:-	chr15:28111040:-;chr15:28111279:-;chr15:28111424:-
IPP	0.255465396076808	TSS04-PA03	chr1:45750813:-|chr1:45698886:-	1.21884057971014	chr1:45697059:-	chr1:45698886:-	ALE	0.356283390402115	FALSE	chr1:45750650:-;chr1:45750813:-	chr1:45694682:-;chr1:45697059:-;chr1:45698886:-;chr1:45699640:-
SCAF8	0.255829841955879	TSS02-PA02	chr6:154733853:+|chr6:154834057:+	0.184279872785097	chr6:154834057:+	chr6:154738219:+	ALE	0.356635106579125	FALSE	chr6:154733378:+;chr6:154733853:+	chr6:154738219:+;chr6:154834057:+
IGSF3	0.256203220263035	TSS02-PA01	chr1:116666431:-|chr1:116574410:-	0.264641349614971	chr1:116574410:-	chr1:116576545:-	TUTR	0.356998960866519	FALSE	chr1:116666431:-;chr1:116667733:-	chr1:116574410:-;chr1:116576545:-
SLC25A32	0.256931946658956	TSS04-PA01	chr8:103415335:-|chr8:103398640:-	1.74671029729165	chr8:103398640:-	chr8:103398966:-	TUTR	0.357564394405947	FALSE	chr8:103415069:-;chr8:103415171:-;chr8:103415335:-	chr8:103398640:-;chr8:103398966:-;chr8:103399420:-
DGCR8	0.257000102660948	TSS01-PA01	chr22:20080232:+|chr22:20111492:+	0.280925721873702	chr22:20111869:+	chr22:20111492:+	TUTR	0.357564394405947	FALSE	chr22:20080232:+;chr22:20085820:+;chr22:20087036:+;chr22:20094712:+;chr22:20106182:+;chr22:20106567:+	chr22:20111492:+;chr22:20111869:+
AMN1	0.25701139719188	TSS03-PA01	chr12:31729174:-|chr12:31671146:-	0.237464490614382	chr12:31671146:-	chr12:31671887:-	TUTR	0.357564394405947	FALSE	chr12:31729010:-;chr12:31729174:-	chr12:31671146:-;chr12:31671887:-
NDC1	0.257059199503677	TSS02-PA03	chr1:53838463:-|chr1:53767720:-	0.68694334415962	chr1:53765473:-	chr1:53767720:-	TUTR	0.357564394405947	FALSE	chr1:53838296:-;chr1:53838463:-	chr1:53765473:-;chr1:53766213:-;chr1:53767720:-
DDX19B	0.257379408372323	TSS06-PA02	chr16:70299334:+|chr16:70335211:+	0.837504748879265	chr16:70335211:+	chr16:70335272:+	TUTR	0.357853120524669	FALSE	chr16:70299142:+;chr16:70299334:+	chr16:70334632:+;chr16:70335211:+;chr16:70335272:+
PHYKPL	0.257762119631662	TSS09-PA02	chr5:178232541:-|chr5:178208589:-	0.65716789783398	chr5:178208589:-	chr5:178208639:-	TUTR	0.358228457598333	FALSE	chr5:178232541:-;chr5:178232768:-	chr5:178208589:-;chr5:178208497:-;chr5:178208639:-
ZDHHC7	0.258996017979502	TSS04-PA01	chr16:84990626:-|chr16:84974460:-	0.297804254465852	chr16:84974460:-	chr16:84974569:-	TUTR	0.359785898172662	FALSE	chr16:84990626:-;chr16:85011502:-	chr16:84974460:-;chr16:84974569:-
CIP2A	0.260613250816334	TSS04-PA03	chr3:108589644:-|chr3:108552322:-	1.49053545445298	chr3:108554376:-	chr3:108552322:-	ALE	0.361874256050477	FALSE	chr3:108589431:-;chr3:108589644:-	chr3:108549987:-;chr3:108550552:-;chr3:108552322:-;chr3:108554376:-
POLDIP2	0.261054745090829	TSS02-PA01	chr17:28357527:-|chr17:28346633:-	0.64586808223432	chr17:28347187:-	chr17:28346633:-	TUTR	0.362328931915057	FALSE	chr17:28357463:-;chr17:28357527:-;chr17:28357589:-	chr17:28346633:-;chr17:28347187:-
PPP2R2D	0.261557795364106	TSS02-PA02	chr10:131901266:+|chr10:131956550:+	0.468393205235311	chr10:131956550:+	chr10:131959834:+	TUTR	0.362868609550989	FALSE	chr10:131901008:+;chr10:131901266:+;chr10:131940607:+	chr10:131956242:+;chr10:131956550:+;chr10:131959834:+
ZNF641	0.261674977023171	TSS05-PA02	chr12:48350891:-|chr12:48340015:-	0.876395618285232	chr12:48340127:-	chr12:48340015:-	TUTR	0.362872720210656	FALSE	chr12:48350771:-;chr12:48350891:-	chr12:48340015:-;chr12:48340127:-
TMEM218	0.26181181441645	TSS04-PA04	chr11:125111708:-|chr11:125097032:-	0.755419138345076	chr11:125097032:-	chr11:125094389:-	TUTR	0.362904072600812	FALSE	chr11:125111579:-;chr11:125111708:-;chr11:125111763:-	chr11:125094389:-;chr11:125095034:-;chr11:125096057:-;chr11:125097032:-
MNS1	0.261947730974565	TSS02-PA02	chr15:56465085:-|chr15:56443429:-	0.335238095238095	chr15:56428724:-	chr15:56443429:-	ALE	0.362934121808195	FALSE	chr15:56465085:-;chr15:56465137:-	chr15:56428724:-;chr15:56443429:-
PNISR	0.262088827437467	TSS02-PA04	chr6:99406127:-|chr6:99401446:-	2.21378932237829	chr6:99401446:-	chr6:99400908:-	ALE	0.362971318556597	FALSE	chr6:99404546:-;chr6:99406127:-;chr6:99425258:-	chr6:99401446:-;chr6:99398658:-;chr6:99399964:-;chr6:99400908:-;chr6:99402548:-
CZIB	0.263383923922516	TSS03-PA01	chr1:53219920:-|chr1:53214099:-	0.233422479012628	chr1:53214099:-	chr1:53214473:-	TUTR	0.364404116515891	FALSE	chr1:53219027:-;chr1:53219920:-;chr1:53220576:-	chr1:53214099:-;chr1:53214473:-
TSN	0.263464433186634	TSS01-PA01	chr2:121737103:+|chr2:121767293:+	0.172555945266384	chr2:121767293:+	chr2:121767848:+	TUTR	0.364404116515891	FALSE	chr2:121737103:+;chr2:121755545:+;chr2:121755651:+	chr2:121767293:+;chr2:121767848:+;chr2:121767503:+
ZNF773	0.263483109639946	TSS01-PA02	chr19:57499854:+|chr19:57508474:+	1.90348598769651	chr19:57508474:+	chr19:57507823:+	ALE	0.364404116515891	FALSE	chr19:57499854:+;chr19:57499915:+	chr19:57508474:+;chr19:57507823:+;chr19:57509256:+;chr19:57517586:+;chr19:57517820:+
CPSF6	0.263582203258898	TSS02-PA02	chr12:69251175:+|chr12:69269951:+	2.43313778341525	chr12:69269951:+	chr12:69271531:+	TUTR	0.364404116515891	FALSE	chr12:69239569:+;chr12:69251175:+	chr12:69269672:+;chr12:69269951:+;chr12:69270121:+;chr12:69271531:+;chr12:69274358:+
GDAP1L1	0.263891718004362	TSS02-PA01	chr20:44247258:+|chr20:44279555:+	0.159651419477386	chr20:44280373:+	chr20:44279555:+	TUTR	0.364673331056919	FALSE	chr20:44247099:+;chr20:44247258:+;chr20:44247496:+	chr20:44280373:+;chr20:44279555:+
BBS9	0.264500635622326	TSS01-PA01	chr7:33129285:+|chr7:33605629:+	0.227000142061303	chr7:33605629:+	chr7:33605780:+	TUTR	0.365355877987882	FALSE	chr7:33129285:+;chr7:33129540:+	chr7:33605629:+;chr7:33605780:+
TMX4	0.264845851411932	TSS02-PA01	chr20:8019646:-|chr20:7980985:-	0.646582090559417	chr20:7980985:-	chr20:7981412:-	TUTR	0.365673737477492	FALSE	chr20:8019646:-;chr20:8019761:-	chr20:7980985:-;chr20:7981412:-
ATF2	0.265077221636372	TSS05-PA02	chr2:175168382:-|chr2:175074278:-	1.0831887901684	chr2:175072259:-	chr2:175074278:-	TUTR	0.365834202058538	FALSE	chr2:175093254:-;chr2:175130205:-;chr2:175151082:-;chr2:175168144:-;chr2:175168382:-	chr2:175072259:-;chr2:175074278:-
PDIA6	0.265263834991247	TSS01-PA02	chr2:10812754:-|chr2:10783855:-	0.46794612849512	chr2:10783391:-	chr2:10783855:-	TUTR	0.365932784961872	FALSE	chr2:10812754:-;chr2:10812839:-;chr2:10837712:-	chr2:10783391:-;chr2:10783855:-
INF2	0.265444856243608	TSS12-PA02	chr14:104707864:+|chr14:104719604:+	0.218795744387175	chr14:104719604:+	chr14:104715321:+	ALE	0.366023571304662	FALSE	chr14:104689606:+;chr14:104706035:+;chr14:104707864:+	chr14:104715321:+;chr14:104719604:+
CNOT3	0.265707048676767	TSS03-PA03	chr19:54143737:+|chr19:54155681:+	0.805834717607974	chr19:54155681:+	chr19:54154486:+	ALE	0.36622615776403	FALSE	chr19:54137749:+;chr19:54143737:+	chr19:54154486:+;chr19:54154885:+;chr19:54155681:+
RNF146	0.265994518812823	TSS01-PA01	chr6:127266682:+|chr6:127288362:+	0.112283706287024	chr6:127288362:+	chr6:127288562:+	TUTR	0.366463393871786	FALSE	chr6:127266682:+;chr6:127266838:+	chr6:127288362:+;chr6:127288562:+
DDX20	0.266527857990966	TSS05-PA01	chr1:111756033:+|chr1:111767263:+	0.67733636263702	chr1:111767263:+	chr1:111767485:+	TUTR	0.367039013800303	FALSE	chr1:111755732:+;chr1:111755901:+;chr1:111756033:+;chr1:111756669:+	chr1:111767263:+;chr1:111767485:+;chr1:111767577:+
MFN1	0.267017158305173	TSS06-PA03	chr3:179376922:+|chr3:179392964:+	1.21386219214366	chr3:179392964:+	chr3:179392498:+	TUTR	0.367553514703438	FALSE	chr3:179347709:+;chr3:179376922:+;chr3:179377062:+;chr3:179377130:+	chr3:179392498:+;chr3:179392599:+;chr3:179392964:+;chr3:179394929:+
HEMK1	0.267232566938157	TSS01-PA01	chr3:50569152:+|chr3:50580676:+	0.479297031021169	chr3:50580676:+	chr3:50584821:+	TUTR	0.367690716830889	FALSE	chr3:50569152:+;chr3:50569478:+	chr3:50580676:+;chr3:50583945:+;chr3:50584821:+
ZFP30	0.267803410176352	TSS02-PA03	chr19:37655409:-|chr19:37634512:-	2.41967650235943	chr19:37632498:-	chr19:37634201:-	TUTR	0.368316638151632	FALSE	chr19:37654729:-;chr19:37655409:-;chr19:37655465:-;chr19:37655830:-;chr19:37656261:-	chr19:37632498:-;chr19:37634201:-;chr19:37634512:-
LINC01018	0.268596018326817	TSS04-PA01	chr5:6583270:+|chr5:6588321:+	0.30952380952381	chr5:6588500:+	chr5:6588321:+	ALE	0.369246884562655	FALSE	chr5:6582136:+;chr5:6583270:+	chr5:6588500:+;chr5:6588321:+
TCHP	0.269220519284985	TSS03-PA02	chr12:109900577:+|chr12:109918066:+	0.123156523560972	chr12:109918066:+	chr12:109917860:+	TUTR	0.369945324294289	FALSE	chr12:109900264:+;chr12:109900577:+;chr12:109912973:+	chr12:109917860:+;chr12:109918066:+
ELP3	0.269443797812648	TSS05-PA01	chr8:28093222:+|chr8:28190097:+	1.02500364541352	chr8:28191153:+	chr8:28190097:+	TUTR	0.370092064699863	FALSE	chr8:28093067:+;chr8:28093222:+;chr8:28099838:+	chr8:28190097:+;chr8:28191153:+
C5orf34	0.270088314712539	TSS04-PA02	chr5:43515078:-|chr5:43490270:-	1.05645291291872	chr5:43486710:-	chr5:43490270:-	ALE	0.370817016353386	FALSE	chr5:43515024:-;chr5:43515078:-;chr5:43515148:-	chr5:43486710:-;chr5:43490270:-
FBLIM1	0.270594892065332	TSS02-PA01	chr1:15757946:+|chr1:15785184:+	0.618906585540444	chr1:15786582:+	chr1:15785184:+	TUTR	0.371352039780371	FALSE	chr1:15757946:+;chr1:15758784:+	chr1:15785184:+;chr1:15786582:+;chr1:15785485:+
GLIDR	0.272044648512849	TSS02-PA02	chr9:39809911:-|chr9:39807216:-	0.600729457198026	chr9:39807216:-	chr9:39803496:-	ALE	0.37318041810247	FALSE	chr9:39809911:-;chr9:39810024:-	chr9:39807216:-;chr9:39803496:-;chr9:39808565:-
ZNF548	0.272318057960187	TSS02-PA05	chr19:57389965:+|chr19:57402546:+	1.63689840499306	chr19:57401137:+	chr19:57401418:+	TUTR	0.373394246931167	FALSE	chr19:57389850:+;chr19:57389965:+	chr19:57399938:+;chr19:57401137:+;chr19:57401418:+;chr19:57401672:+;chr19:57402546:+
LRRTM4	0.272698718257842	TSS02-PA01	chr2:77522339:-|chr2:77516517:-	0.386390186915888	chr2:77516678:-	chr2:77516517:-	ALE	0.373754886930615	FALSE	chr2:77522210:-;chr2:77522339:-;chr2:77522433:-	chr2:77516678:-;chr2:77516517:-
ZNF613	0.274065202733615	TSS01-PA01	chr19:51927147:+|chr19:51945753:+	0.155604316792459	chr19:51945753:+	chr19:51946618:+	TUTR	0.375465782270244	FALSE	chr19:51927147:+;chr19:51927435:+	chr19:51945753:+;chr19:51946618:+
CMPK1	0.275622939959807	TSS01-PA01	chr1:47333790:+|chr1:47377776:+	0.472313204001605	chr1:47378839:+	chr1:47377776:+	TUTR	0.377341721473473	FALSE	chr1:47333790:+;chr1:47333879:+	chr1:47377776:+;chr1:47378839:+
ADAM11	0.275672173952324	TSS01-PA01	chr17:44758988:+|chr17:44778551:+	0.848440366972477	chr17:44781842:+	chr17:44778551:+	ALE	0.377341721473473	FALSE	chr17:44758988:+;chr17:44759179:+;chr17:44775558:+	chr17:44778551:+;chr17:44781842:+;chr17:44780613:+
BMPR2	0.275790833258233	TSS03-PA01	chr2:202464826:+|chr2:202560326:+	0.502973780227627	chr2:202560326:+	chr2:202560967:+	TUTR	0.377341721473473	FALSE	chr2:202376327:+;chr2:202464826:+	chr2:202560326:+;chr2:202560967:+;chr2:202561483:+
SUPT7L	0.277485711433168	TSS02-PA03	chr2:27663840:-|chr2:27653070:-	0.763783060629592	chr2:27653070:-	chr2:27652266:-	TUTR	0.379497247190346	FALSE	chr2:27663614:-;chr2:27663840:-	chr2:27650818:-;chr2:27652266:-;chr2:27653070:-
SPP1	0.277636964091006	TSS04-PA01	chr4:87976880:+|chr4:87983328:+	0.574632283411726	chr4:87983328:+	chr4:87983411:+	TUTR	0.379540720704443	FALSE	chr4:87975650:+;chr4:87976880:+	chr4:87983328:+;chr4:87983411:+
TANGO6	0.278256227419721	TSS02-PA02	chr16:68843604:+|chr16:69085182:+	0.587205961860952	chr16:69084214:+	chr16:69085182:+	TUTR	0.379827068839509	FALSE	chr16:68843531:+;chr16:68843604:+	chr16:69084214:+;chr16:69085182:+
PBXIP1	0.278306495657514	TSS01-PA01	chr1:154953757:-|chr1:154944080:-	0.397834274952919	chr1:154944080:-	chr1:154944441:-	TUTR	0.379827068839509	FALSE	chr1:154953757:-;chr1:154956099:-	chr1:154944080:-;chr1:154944441:-
ATG4A	0.278313776299823	TSS01-PA03	chrX:108091667:+|chrX:108154664:+	0.31844697951776	chrX:108154664:+	chrX:108153890:+	TUTR	0.379827068839509	FALSE	chrX:108091667:+;chrX:108091769:+;chrX:108126077:+	chrX:108154664:+;chrX:108153890:+;chrX:108154184:+
COQ4	0.278324651009877	TSS01-PA01	chr9:128322544:+|chr9:128323584:+	1.24128126340486	chr9:128334072:+	chr9:128323584:+	ALE	0.379827068839509	FALSE	chr9:128322544:+;chr9:128322839:+	chr9:128323584:+;chr9:128334072:+
HERC2P2	0.27845352731714	TSS01-PA01	chr15:22494837:+|chr15:22590747:+	0.341467681273507	chr15:22590817:+	chr15:22590747:+	ALE	0.379829596591074	FALSE	chr15:22494837:+;chr15:22516909:+;chr15:22561434:+;chr15:22573403:+;chr15:22579679:+	chr15:22590747:+;chr15:22590817:+
INSIG2	0.278632664847969	TSS02-PA02	chr2:118088550:+|chr2:118110997:+	0.84053427852969	chr2:118110021:+	chr2:118110997:+	TUTR	0.379829596591074	FALSE	chr2:118088418:+;chr2:118088550:+	chr2:118110021:+;chr2:118110997:+
EXOC1	0.278685171436511	TSS03-PA01	chr4:55858339:+|chr4:55899821:+	1.74526456265883	chr4:55899821:+	chr4:55905018:+	ALE	0.379829596591074	FALSE	chr4:55853648:+;chr4:55853739:+;chr4:55858339:+	chr4:55899821:+;chr4:55904514:+;chr4:55905018:+
