ID	bc01	bc02	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3	PAS_ID	UTR_id	Feature	gene_name
chr4:9485967:-	0	2	0	0	0	0	0	chr4:9485967:-	.	intergenic	intergenic:chr4:9485967
chr4:9563998:+	2	0	0	0	0	0	0	chr4:9563998:+	.	intergenic	intergenic:chr4:9563998
chr4:9567473:-	0	0	10	11	0	0	1	chr4:9567473:-	.	intergenic	intergenic:chr4:9567475
chr4:9571903:+	2	1	0	1	0	0	1	chr4:9571903:+	.	intergenic	intergenic:chr4:9571903
chr4:9593599:-	0	0	1	1	1	0	0	chr4:9593599:-	.	intergenic	intergenic:chr4:9593599
chr4:9607203:+	3	1	0	0	0	0	1	chr4:9607203:+	.	intergenic	intergenic:chr4:9607208
chr4:9621173:+	2	0	0	0	0	0	0	chr4:9621173:+	.	intergenic	intergenic:chr4:9621173
chr4:9645586:+	0	1	0	1	0	0	0	chr4:9645586:+	.	intergenic	intergenic:chr4:9645586
chr4:9647446:+	1	1	0	0	0	0	0	chr4:9647446:+	.	intergenic	intergenic:chr4:9647451
chr4:9662879:-	0	0	0	1	0	0	1	chr4:9662879:-	.	intergenic	intergenic:chr4:9662883
chr4:9665672:+	0	1	0	0	0	0	1	chr4:9665672:+	.	intergenic	intergenic:chr4:9665673
chr4:9667389:+	1	4	0	1	0	1	0	chr4:9667389:+	.	intergenic	intergenic:chr4:9667391
chr4:9669470:-	1	0	0	0	0	1	0	chr4:9669470:-	.	intergenic	intergenic:chr4:9669473
chr4:9826227:-	3	2	0	0	0	0	0	chr4:9826227:-	SLC2A9:chr4:9826224:9826396:u1	3UTR	SLC2A9
chr4:9862483:+	0	0	1	1	0	0	0	chr4:9862483:+	.	intergenic	intergenic:chr4:9862484
chr4:9879022:-	2	0	0	0	0	0	0	chr4:9879022:-	.	intron	SLC2A9
chr4:9920106:-	1	1	0	0	0	0	0	chr4:9920106:-	.	intron	SLC2A9
chr4:9940743:-	3	2	0	0	0	1	0	chr4:9940743:-	.	intron	SLC2A9
chr4:9995669:-	2	0	0	0	0	0	0	chr4:9995669:-	.	intron	SLC2A9
chr4:10068480:-	2	0	0	0	1	0	0	chr4:10068480:-	.	intergenic	intergenic:chr4:10068480
chr4:10068511:-	0	0	2	0	0	0	0	chr4:10068511:-	.	intergenic	intergenic:chr4:10068511
chr4:10073827:-	2	0	1	6	1	4	2	chr4:10073827:-	.	intergenic	intergenic:chr4:10073833
chr4:10074339:-	812	861	643	732	805	791	608	chr4:10074339:-	WDR1:chr4:10074339:10075377:u1	3UTR	WDR1
chr4:10074480:-	1352	1431	682	759	675	643	706	chr4:10074480:-	WDR1:chr4:10074339:10075377:u1	3UTR	WDR1
chr4:10075152:-	2596	2897	406	431	409	455	600	chr4:10075152:-	WDR1:chr4:10074339:10075377:u1	3UTR	WDR1
chr4:10076898:-	1	1	0	0	0	0	0	chr4:10076898:-	.	intron	WDR1
chr4:10080562:-	1	0	1	0	0	0	0	chr4:10080562:-	.	intron	WDR1
chr4:10114641:-	0	1	0	0	1	0	1	chr4:10114641:-	.	intron	WDR1
chr4:10439019:-	0	0	0	1	1	0	0	chr4:10439019:-	.	intergenic	intergenic:chr4:10439019
chr4:10439873:-	1	0	0	0	2	2	1	chr4:10439873:-	ZNF518B:chr4:10439880:10443103:u1	3UTR	ZNF518B
chr4:10442432:-	0	0	0	0	2	0	0	chr4:10442432:-	ZNF518B:chr4:10439880:10443103:u1	3UTR	ZNF518B
chr4:10442488:-	1	0	0	0	2	0	0	chr4:10442488:-	ZNF518B:chr4:10439880:10443103:u1	3UTR	ZNF518B
chr4:10442711:-	7	1	4	10	17	15	11	chr4:10442711:-	ZNF518B:chr4:10439880:10443103:u1	3UTR	ZNF518B
chr4:10443637:-	0	0	1	3	6	1	2	chr4:10443637:-	.	exon	ZNF518B
chr4:10445141:-	0	0	0	0	2	3	1	chr4:10445141:-	.	exon	ZNF518B
chr4:10445400:-	0	1	1	2	2	0	2	chr4:10445400:-	.	exon	ZNF518B
chr4:10445427:-	0	0	1	0	0	1	1	chr4:10445427:-	.	exon	ZNF518B
chr4:10445515:-	0	0	0	1	1	0	1	chr4:10445515:-	.	exon	ZNF518B
chr4:10450892:-	1	0	6	23	72	58	40	chr4:10450892:-	.	intron	ZNF518B
chr4:10451547:-	0	0	0	4	0	2	2	chr4:10451547:-	.	intron	ZNF518B
chr4:10453039:-	2	0	2	2	8	1	10	chr4:10453039:-	.	intron	ZNF518B
chr4:10453182:-	2	0	3	9	10	6	4	chr4:10453182:-	.	intron	ZNF518B
chr4:10453228:-	6	1	4	14	14	20	12	chr4:10453228:-	.	intron	ZNF518B
chr4:10453344:-	1	1	2	5	6	9	7	chr4:10453344:-	.	intron	ZNF518B
chr4:10453646:-	0	0	1	1	1	2	1	chr4:10453646:-	.	intron	ZNF518B
chr4:10453697:-	0	3	11	12	12	9	8	chr4:10453697:-	.	intron	ZNF518B
chr4:10453765:-	0	0	9	10	11	7	11	chr4:10453765:-	.	intron	ZNF518B
chr4:10462519:+	0	0	0	0	1	0	0	chr4:10462519:+	.	intergenic	intergenic:chr4:10462521
chr4:11001149:+	0	0	2	0	0	0	0	chr4:11001149:+	.	intergenic	intergenic:chr4:11001149
chr4:11019350:+	0	0	0	0	1	0	0	chr4:11019350:+	.	intergenic	intergenic:chr4:11019359
chr4:11086119:+	0	1	0	0	0	0	0	chr4:11086119:+	.	intergenic	intergenic:chr4:11086119
chr4:11102742:+	1	0	2	1	0	0	0	chr4:11102742:+	.	intergenic	intergenic:chr4:11102762
chr4:11103347:+	0	2	0	0	0	0	0	chr4:11103347:+	.	intergenic	intergenic:chr4:11103347
chr4:11105646:+	1	1	0	2	0	2	2	chr4:11105646:+	.	intergenic	intergenic:chr4:11105658
chr4:11120508:+	0	0	0	2	0	0	0	chr4:11120508:+	.	intergenic	intergenic:chr4:11120511
chr4:11120586:+	1	0	0	2	0	0	0	chr4:11120586:+	.	intergenic	intergenic:chr4:11120593
chr4:11126447:+	0	0	0	1	1	0	0	chr4:11126447:+	.	intergenic	intergenic:chr4:11126450
chr4:11129278:+	0	0	1	0	0	0	0	chr4:11129278:+	.	intergenic	intergenic:chr4:11129290
chr4:11141853:+	0	0	1	1	0	0	0	chr4:11141853:+	.	intergenic	intergenic:chr4:11141877
chr4:11142422:+	1	1	5	11	0	0	1	chr4:11142422:+	.	intergenic	intergenic:chr4:11142422
chr4:11168642:+	1	2	0	0	0	0	0	chr4:11168642:+	.	intergenic	intergenic:chr4:11168655
chr4:11173493:+	5	5	11	21	0	4	4	chr4:11173493:+	.	intergenic	intergenic:chr4:11173497
chr4:11191474:+	0	0	2	3	5	0	0	chr4:11191474:+	.	intergenic	intergenic:chr4:11191477
chr4:11205111:+	0	0	0	1	0	0	0	chr4:11205111:+	.	intergenic	intergenic:chr4:11205118
chr4:11205759:+	0	0	0	2	0	1	0	chr4:11205759:+	.	intergenic	intergenic:chr4:11205759
chr4:11215887:+	0	0	2	0	0	0	1	chr4:11215887:+	.	intergenic	intergenic:chr4:11215887
chr4:11234623:+	0	5	0	0	0	0	0	chr4:11234623:+	.	intergenic	intergenic:chr4:11234627
chr4:11234729:+	0	0	2	0	0	0	0	chr4:11234729:+	.	intergenic	intergenic:chr4:11234729
chr4:11281232:+	0	0	1	0	0	0	0	chr4:11281232:+	.	intergenic	intergenic:chr4:11281233
chr4:11291516:+	2	0	0	0	0	0	0	chr4:11291516:+	.	intergenic	intergenic:chr4:11291518
chr4:11318601:+	0	0	0	1	0	0	0	chr4:11318601:+	.	intergenic	intergenic:chr4:11318601
chr4:11342332:+	0	0	0	1	0	1	0	chr4:11342332:+	.	intergenic	intergenic:chr4:11342339
chr4:11348465:+	0	0	1	6	0	0	0	chr4:11348465:+	.	intergenic	intergenic:chr4:11348474
chr4:11350840:+	0	0	0	1	0	1	0	chr4:11350840:+	.	intergenic	intergenic:chr4:11350840
chr4:11350954:+	0	0	1	0	0	0	2	chr4:11350954:+	.	intergenic	intergenic:chr4:11350954
chr4:11361640:+	0	0	2	9	0	0	0	chr4:11361640:+	.	intergenic	intergenic:chr4:11361643
chr4:11361976:+	0	0	0	3	1	0	0	chr4:11361976:+	.	intergenic	intergenic:chr4:11361980
chr4:11375494:+	0	0	1	4	0	0	0	chr4:11375494:+	.	intergenic	intergenic:chr4:11375500
chr4:11398364:-	2	3	4	1	2	3	2	chr4:11398364:-	HS3ST1:chr4:11393150:11399081:u1	3UTR	HS3ST1
chr4:11398748:-	6	5	5	2	7	10	9	chr4:11398748:-	HS3ST1:chr4:11393150:11399081:u1	3UTR	HS3ST1
chr4:11398796:-	0	0	0	0	0	1	0	chr4:11398796:-	HS3ST1:chr4:11393150:11399081:u1	3UTR	HS3ST1
chr4:11409662:+	0	0	1	3	0	0	0	chr4:11409662:+	.	intergenic	intergenic:chr4:11409664
chr4:11411685:+	0	0	1	0	0	0	0	chr4:11411685:+	.	intergenic	intergenic:chr4:11411685
chr4:11438515:+	2	3	0	0	0	0	0	chr4:11438515:+	.	intergenic	intergenic:chr4:11438517
chr4:11730217:-	0	0	0	2	0	0	0	chr4:11730217:-	.	intergenic	intergenic:chr4:11730217
chr4:11823902:+	0	4	0	0	0	2	0	chr4:11823902:+	.	intergenic	intergenic:chr4:11823907
chr4:11847790:+	0	2	0	0	0	1	0	chr4:11847790:+	.	intergenic	intergenic:chr4:11847798
chr4:12244019:-	0	0	0	0	0	2	1	chr4:12244019:-	.	intergenic	intergenic:chr4:12244019
chr4:12456647:-	0	0	0	0	1	0	1	chr4:12456647:-	.	intergenic	intergenic:chr4:12456655
chr4:12548532:-	0	0	1	0	0	1	0	chr4:12548532:-	.	intergenic	intergenic:chr4:12548534
chr4:12846927:-	0	0	0	0	1	1	0	chr4:12846927:-	.	intergenic	intergenic:chr4:12846935
chr4:12847667:-	1	1	4	4	1	1	2	chr4:12847667:-	.	intergenic	intergenic:chr4:12847668
chr4:12847899:-	0	0	0	0	0	2	0	chr4:12847899:-	.	intergenic	intergenic:chr4:12847899
chr4:12886153:-	0	0	0	0	2	0	0	chr4:12886153:-	.	intergenic	intergenic:chr4:12886155
chr4:12888568:-	1	2	0	1	0	2	1	chr4:12888568:-	.	intergenic	intergenic:chr4:12888569
chr4:12888937:-	0	1	0	0	0	1	1	chr4:12888937:-	.	intergenic	intergenic:chr4:12888937
chr4:12889043:-	0	0	0	0	1	1	0	chr4:12889043:-	.	intergenic	intergenic:chr4:12889043
chr4:12890899:-	0	0	1	1	1	1	2	chr4:12890899:-	.	intergenic	intergenic:chr4:12890902
chr4:12943784:-	0	0	0	0	0	0	1	chr4:12943784:-	.	intergenic	intergenic:chr4:12943784
chr4:13061098:-	0	0	1	1	0	0	0	chr4:13061098:-	.	intergenic	intergenic:chr4:13061098
chr4:13070679:-	0	0	0	0	1	0	1	chr4:13070679:-	.	intergenic	intergenic:chr4:13070679
chr4:13105415:-	0	0	1	0	0	1	0	chr4:13105415:-	.	intergenic	intergenic:chr4:13105418
chr4:13159737:-	0	0	0	2	0	1	0	chr4:13159737:-	.	intergenic	intergenic:chr4:13159737
chr4:13168205:-	0	0	1	2	0	0	0	chr4:13168205:-	.	intergenic	intergenic:chr4:13168209
chr4:13172634:-	0	0	1	2	0	0	0	chr4:13172634:-	.	intergenic	intergenic:chr4:13172636
chr4:13172685:-	0	0	1	6	0	0	0	chr4:13172685:-	.	intergenic	intergenic:chr4:13172688
chr4:13247639:-	2	1	0	0	0	1	0	chr4:13247639:-	.	intergenic	intergenic:chr4:13247698
chr4:13263975:-	0	1	0	1	0	0	0	chr4:13263975:-	.	intergenic	intergenic:chr4:13263975
chr4:13293479:-	1	0	0	0	0	1	0	chr4:13293479:-	.	intergenic	intergenic:chr4:13293484
chr4:13361270:-	0	1	0	0	0	2	2	chr4:13361270:-	.	intergenic	intergenic:chr4:13361270
chr4:13367724:-	503	484	539	655	595	560	325	chr4:13367724:-	RAB28:chr4:13367723:13368650:u3	3UTR	RAB28
chr4:13367843:-	1	0	1	1	1	0	0	chr4:13367843:-	RAB28:chr4:13367723:13368650:u3	3UTR	RAB28
chr4:13373626:-	0	1	0	0	0	1	1	chr4:13373626:-	.	intron	RAB28
chr4:13375683:-	38	32	52	57	39	39	40	chr4:13375683:-	.	intron	RAB28
chr4:13400534:-	0	0	0	0	0	1	0	chr4:13400534:-	.	intron	RAB28
chr4:13453422:-	0	0	0	0	0	1	0	chr4:13453422:-	.	intron	RAB28
chr4:13459487:-	2	2	0	0	0	0	0	chr4:13459487:-	.	intron	RAB28
chr4:13473748:-	15	19	6	8	4	4	2	chr4:13473748:-	.	intron	RAB28
chr4:13526373:-	1	1	0	0	0	0	0	chr4:13526373:-	.	exon	LINC01097
chr4:13540830:-	0	0	0	0	1	0	1	chr4:13540830:-	NKX3-2:chr4:13540830:13541992:u1	3UTR	NKX3-2
chr4:13568668:-	0	0	0	1	1	1	0	chr4:13568668:-	.	intergenic	intergenic:chr4:13568672
chr4:13568738:-	122	97	172	208	132	137	45	chr4:13568738:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13568845:-	29	28	22	18	21	19	15	chr4:13568845:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13568949:-	1	1	4	1	2	2	2	chr4:13568949:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13569388:-	0	0	0	1	0	1	0	chr4:13569388:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13569499:-	3	3	1	1	1	1	0	chr4:13569499:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13569834:-	0	0	0	1	2	1	0	chr4:13569834:-	BOD1L1:chr4:13568740:13570010:u1	3UTR	BOD1L1
chr4:13573489:-	0	0	0	0	0	2	0	chr4:13573489:-	.	intron	BOD1L1
chr4:13574468:-	1	0	0	0	0	0	0	chr4:13574468:-	.	intron	BOD1L1
chr4:13576901:-	0	1	1	0	0	0	0	chr4:13576901:-	.	exon	BOD1L1
chr4:13577600:-	4	1	10	6	1	3	2	chr4:13577600:-	.	exon	BOD1L1
chr4:13581183:-	5	5	15	3	4	4	2	chr4:13581183:-	.	exon	BOD1L1
chr4:13582236:-	0	1	0	1	1	0	0	chr4:13582236:-	.	exon	BOD1L1
chr4:13582653:-	1	0	2	5	1	2	3	chr4:13582653:-	.	exon	BOD1L1
chr4:13587735:-	7	17	23	8	4	8	2	chr4:13587735:-	.	exon	BOD1L1
chr4:13595006:-	1	0	0	0	0	0	1	chr4:13595006:-	.	intron	BOD1L1
chr4:13603682:-	0	1	0	2	0	0	0	chr4:13603682:-	.	exon	BOD1L1
chr4:13603772:-	1	0	0	1	1	0	0	chr4:13603772:-	.	exon	BOD1L1
chr4:13604434:-	8	7	10	8	10	8	5	chr4:13604434:-	.	exon	BOD1L1
chr4:13604529:-	10	6	22	12	6	5	9	chr4:13604529:-	.	exon	BOD1L1
chr4:13604599:-	0	1	2	1	2	0	0	chr4:13604599:-	.	exon	BOD1L1
chr4:13604963:-	29	46	66	70	30	21	24	chr4:13604963:-	.	exon	BOD1L1
chr4:13606832:-	1	0	1	1	0	0	0	chr4:13606832:-	.	intron	BOD1L1
chr4:13606858:-	1	0	0	0	1	0	0	chr4:13606858:-	.	intron	BOD1L1
chr4:13609344:-	10	5	16	12	2	2	2	chr4:13609344:-	.	exon	BOD1L1
chr4:13611068:-	13	15	29	27	2	7	4	chr4:13611068:-	.	exon	BOD1L1
chr4:13614303:-	0	0	4	5	1	1	1	chr4:13614303:-	.	exon	BOD1L1
chr4:13614384:-	0	1	0	2	2	2	3	chr4:13614384:-	.	exon	BOD1L1
chr4:13625536:-	0	0	1	3	4	2	0	chr4:13625536:-	.	intron	BOD1L1
chr4:14001749:+	0	0	1	0	0	1	0	chr4:14001749:+	.	intergenic	intergenic:chr4:14001749
chr4:14003761:+	0	0	0	2	1	0	0	chr4:14003761:+	.	intergenic	intergenic:chr4:14003762
chr4:14003962:+	0	0	0	0	2	0	0	chr4:14003962:+	.	intergenic	intergenic:chr4:14003966
chr4:14097841:+	0	0	2	4	0	1	0	chr4:14097841:+	.	intergenic	intergenic:chr4:14097841
chr4:14236642:+	2	0	0	0	0	0	0	chr4:14236642:+	.	intergenic	intergenic:chr4:14236650
chr4:14472843:-	0	0	0	1	0	0	1	chr4:14472843:-	.	exon	LINC00504
chr4:14474084:-	2	0	4	0	1	1	0	chr4:14474084:-	.	exon	LINC00504
chr4:15008153:-	0	1	0	0	0	1	1	chr4:15008153:-	.	intron	C1QTNF7-AS1
chr4:15040774:+	0	0	2	0	0	0	0	chr4:15040774:+	.	intron	CPEB2
chr4:15062794:+	0	0	8	1	0	0	0	chr4:15062794:+	.	intron	CPEB2
chr4:15064767:-	0	1	0	3	0	0	0	chr4:15064767:-	.	intron	C1QTNF7-AS1
chr4:15064926:-	0	0	2	0	0	0	0	chr4:15064926:-	.	intron	C1QTNF7-AS1
chr4:15066626:+	0	1	11	20	0	2	0	chr4:15066626:+	CPEB2:chr4:15066381:15070151:u1	3UTR	CPEB2
chr4:15067464:+	0	0	10	2	5	7	6	chr4:15067464:+	CPEB2:chr4:15066381:15070151:u1	3UTR	CPEB2
chr4:15070151:+	0	0	0	1	1	0	1	chr4:15070151:+	CPEB2:chr4:15066381:15070151:u1	3UTR	CPEB2
chr4:15079945:-	0	0	1	1	0	1	1	chr4:15079945:-	.	intron	C1QTNF7-AS1
chr4:15123713:-	0	0	0	2	0	0	0	chr4:15123713:-	.	intron	C1QTNF7-AS1
chr4:15199200:-	0	0	0	1	0	1	0	chr4:15199200:-	.	intron	C1QTNF7-AS1
chr4:15216945:-	0	2	7	5	0	0	0	chr4:15216945:-	.	intron	C1QTNF7-AS1
chr4:15262889:-	1	0	0	2	0	0	0	chr4:15262889:-	.	intron	C1QTNF7-AS1
chr4:15267234:-	0	0	0	2	1	0	0	chr4:15267234:-	.	intron	C1QTNF7-AS1
chr4:15267732:-	0	0	1	3	0	0	1	chr4:15267732:-	.	intron	C1QTNF7-AS1
chr4:15280890:+	0	0	2	0	0	0	0	chr4:15280890:+	.	intergenic	intergenic:chr4:15280890
chr4:15481716:+	5	2	15	17	5	0	0	chr4:15481716:+	CC2D2A:chr4:15481213:15482316:u1	3UTR	CC2D2A
chr4:15482263:+	6	8	42	69	7	18	4	chr4:15482263:+	CC2D2A:chr4:15481213:15482316:u1	3UTR	CC2D2A
chr4:15502371:-	0	0	0	0	0	1	1	chr4:15502371:-	.	intergenic	intergenic:chr4:15502382
chr4:15504377:+	2	1	1	0	2	0	1	chr4:15504377:+	.	intron	CC2D2A
chr4:15507615:-	2	0	0	0	0	0	0	chr4:15507615:-	.	intergenic	intergenic:chr4:15507615
chr4:15511707:+	2	2	2	7	1	1	1	chr4:15511707:+	.	intron	CC2D2A
chr4:15516801:+	7	3	7	7	1	4	7	chr4:15516801:+	.	intron	CC2D2A
chr4:15528726:+	1	0	1	2	0	0	0	chr4:15528726:+	.	exon	CC2D2A
chr4:15533229:+	1	2	0	0	1	0	1	chr4:15533229:+	.	exon	CC2D2A
chr4:15533613:+	0	1	1	0	0	0	0	chr4:15533613:+	.	intron	CC2D2A
chr4:15534356:+	1	0	0	2	1	0	0	chr4:15534356:+	.	intron	CC2D2A
chr4:15539039:+	2	0	0	0	0	0	0	chr4:15539039:+	.	intron	CC2D2A
chr4:15539146:+	2	4	4	3	2	3	0	chr4:15539146:+	.	intron	CC2D2A
chr4:15540476:+	1	0	0	0	0	1	2	chr4:15540476:+	.	intron	CC2D2A
chr4:15548060:+	0	2	0	0	0	0	0	chr4:15548060:+	.	intron	CC2D2A
chr4:15563702:-	1	0	1	2	1	4	6	chr4:15563702:-	.	intergenic	intergenic:chr4:15563702
chr4:15570450:-	0	0	0	1	0	0	1	chr4:15570450:-	.	intergenic	intergenic:chr4:15570455
chr4:15576552:+	0	0	2	0	0	0	0	chr4:15576552:+	.	intron	CC2D2A
chr4:15580319:+	1	1	0	0	0	0	0	chr4:15580319:+	.	intron	CC2D2A
chr4:15588886:+	0	0	0	1	1	0	0	chr4:15588886:+	.	intron	CC2D2A
chr4:15591706:+	1	0	1	1	1	0	0	chr4:15591706:+	.	intron	CC2D2A
chr4:15601552:+	96	90	71	107	47	55	46	chr4:15601552:+	CC2D2A:chr4:15601426:15601557:u2	3UTR	CC2D2A
chr4:15601849:+	0	1	0	4	1	0	1	chr4:15601849:+	.	intergenic	intergenic:chr4:15601858
chr4:15601907:-	0	0	0	1	1	0	0	chr4:15601907:-	.	intergenic	intergenic:chr4:15601907
chr4:15601969:+	0	0	2	2	0	1	1	chr4:15601969:+	.	intergenic	intergenic:chr4:15601976
chr4:15602079:+	2	4	5	2	1	2	3	chr4:15602079:+	.	intergenic	intergenic:chr4:15602097
chr4:15602191:-	0	0	0	2	2	3	1	chr4:15602191:-	.	intergenic	intergenic:chr4:15602192
chr4:15604352:-	0	0	0	1	2	2	4	chr4:15604352:-	.	intergenic	intergenic:chr4:15604367
chr4:15604469:-	2	2	8	16	20	25	23	chr4:15604469:-	FBXL5:chr4:15604381:15605722:u1	3UTR	FBXL5
chr4:15604539:-	48	58	102	175	221	219	229	chr4:15604539:-	FBXL5:chr4:15604381:15605722:u1	3UTR	FBXL5
chr4:15605006:-	919	1077	1178	1446	1112	1156	1294	chr4:15605006:-	FBXL5:chr4:15604381:15605722:u1	3UTR	FBXL5
chr4:15610457:-	2	2	0	1	1	1	1	chr4:15610457:-	.	intron	FBXL5
chr4:15610584:-	0	0	0	0	0	1	1	chr4:15610584:-	.	intron	FBXL5
chr4:15610741:-	1	0	0	0	0	1	0	chr4:15610741:-	.	intron	FBXL5
chr4:15623545:-	0	0	0	0	1	0	0	chr4:15623545:-	.	intron	FBXL5
chr4:15624989:-	0	1	0	0	1	0	0	chr4:15624989:-	.	intron	FBXL5
chr4:15627302:-	1	1	0	2	0	0	0	chr4:15627302:-	.	intron	FBXL5
chr4:15667031:-	2	6	0	0	1	3	2	chr4:15667031:-	.	intergenic	intergenic:chr4:15667033
chr4:15667104:-	2	0	0	0	0	1	2	chr4:15667104:-	.	intergenic	intergenic:chr4:15667109
chr4:15667564:-	65	63	14	10	22	20	30	chr4:15667564:-	.	intergenic	intergenic:chr4:15667580
chr4:15686606:+	2	5	5	8	7	7	3	chr4:15686606:+	.	5UTR	FAM200B
chr4:15686999:+	1	0	0	0	0	1	0	chr4:15686999:+	.	exon	FAM200B
chr4:15687158:+	0	1	1	4	1	4	0	chr4:15687158:+	.	exon	FAM200B
chr4:15687306:+	6	4	14	13	21	17	17	chr4:15687306:+	.	exon	FAM200B
chr4:15687567:+	20	30	26	25	30	36	32	chr4:15687567:+	.	exon	FAM200B
chr4:15687926:+	1	4	1	0	2	4	4	chr4:15687926:+	.	exon	FAM200B
chr4:15688057:+	0	0	0	0	0	1	2	chr4:15688057:+	.	exon	FAM200B
chr4:15688514:+	9	15	10	13	67	51	52	chr4:15688514:+	.	exon	FAM200B
chr4:15688558:+	0	1	0	1	4	0	0	chr4:15688558:+	.	exon	FAM200B
chr4:15688970:+	35	53	20	21	62	49	51	chr4:15688970:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15689107:+	89	51	22	45	62	76	22	chr4:15689107:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15689616:+	0	0	0	0	1	1	1	chr4:15689616:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15690044:+	6	6	7	10	8	6	6	chr4:15690044:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15690239:+	0	0	0	0	2	0	0	chr4:15690239:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15690345:+	0	0	0	2	1	0	0	chr4:15690345:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15690447:+	28	25	24	38	125	96	35	chr4:15690447:+	FAM200B:chr4:15688952:15690447:u1	3UTR	FAM200B
chr4:15732173:+	62	73	2	4	13	29	13	chr4:15732173:+	BST1:chr4:15731846:15732787:u1	3UTR	BST1
chr4:15732268:+	3	2	0	0	0	2	0	chr4:15732268:+	BST1:chr4:15731846:15732787:u1	3UTR	BST1
chr4:15732787:+	6	7	0	0	2	5	1	chr4:15732787:+	BST1:chr4:15731846:15732787:u1	3UTR	BST1
chr4:15738313:+	1	1	0	0	0	0	0	chr4:15738313:+	.	intergenic	intergenic:chr4:15738313
chr4:15739498:+	2	0	0	1	0	0	1	chr4:15739498:+	.	intergenic	intergenic:chr4:15739498
chr4:15935569:-	5	8	0	0	0	1	0	chr4:15935569:-	FGFBP1:chr4:15935577:15935927:u1	3UTR	FGFBP1
chr4:15960243:-	2	1	0	0	0	0	0	chr4:15960243:-	FGFBP2:chr4:15960246:15960611:u2	3UTR	FGFBP2
chr4:15968230:-	608	735	30	23	60	60	54	chr4:15968230:-	PROM1:chr4:15968228:15969368:u2	3UTR	PROM1
chr4:15970789:-	2	0	0	0	0	0	0	chr4:15970789:-	.	intron	PROM1
chr4:15993051:-	1	1	0	0	0	0	0	chr4:15993051:-	.	intron	PROM1
chr4:16000329:-	2	1	0	0	0	0	0	chr4:16000329:-	.	intron	PROM1
chr4:16006322:-	6	9	0	0	0	0	0	chr4:16006322:-	.	intron	PROM1
chr4:16013146:-	3	0	0	0	0	0	0	chr4:16013146:-	.	intron	PROM1
chr4:16033207:-	1	1	0	0	0	0	0	chr4:16033207:-	.	intron	PROM1
chr4:16038405:-	5	2	0	0	0	0	0	chr4:16038405:-	.	intron	PROM1
chr4:16038578:-	0	1	0	0	0	0	0	chr4:16038578:-	.	intron	PROM1
chr4:16074649:-	0	1	0	0	1	0	0	chr4:16074649:-	.	intron	PROM1
chr4:16080584:-	1	2	0	0	0	0	0	chr4:16080584:-	.	intron	PROM1
chr4:16160505:-	0	0	2	5	3	7	1	chr4:16160505:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16161291:-	15	13	23	41	37	37	10	chr4:16161291:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16161632:-	4	6	7	6	1	5	0	chr4:16161632:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16161787:-	0	0	1	2	1	2	0	chr4:16161787:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16162358:-	1	0	0	0	1	1	1	chr4:16162358:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16162663:-	1	0	0	0	0	1	0	chr4:16162663:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16162743:-	22	28	31	22	11	9	11	chr4:16162743:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16162819:-	0	0	1	2	0	0	0	chr4:16162819:-	TAPT1:chr4:16160505:16163307:u1	3UTR	TAPT1
chr4:16170130:-	2	0	0	0	0	0	0	chr4:16170130:-	.	intron	TAPT1
chr4:16185541:-	1	2	1	2	1	1	0	chr4:16185541:-	.	intron	TAPT1
chr4:16267025:+	0	0	0	2	0	0	0	chr4:16267025:+	.	intergenic	intergenic:chr4:16267025
chr4:16501541:-	197	227	5	6	44	46	49	chr4:16501541:-	LDB2:chr4:16501534:16503080:u2	3UTR	LDB2
chr4:16501812:-	11	16	0	0	3	2	2	chr4:16501812:-	LDB2:chr4:16501534:16503080:u2	3UTR	LDB2
chr4:16693197:-	1	1	0	0	0	0	0	chr4:16693197:-	.	intron	LDB2
chr4:16776700:-	11	17	0	0	0	0	2	chr4:16776700:-	.	intron	LDB2
chr4:16810412:-	2	0	0	0	0	0	0	chr4:16810412:-	.	intron	LDB2
