gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
FN3KRP	0.476934825409862	P02-PA01	chr17:82719017:+|chr17:82727903:+	0.70231403663093	0.838041786924095	0.538644408274033	FALSE	chr17:82716706:+;chr17:82719017:+	chr17:82727903:+;chr17:82728013:+
DHX40	0.478749858757541	P02-PA01	chr17:59565610:+|chr17:59607062:+	0.36699941280094	0.605804764590821	0.540422350204578	FALSE	chr17:59565610:+;chr17:59577266:+;chr17:59587921:+;chr17:59599374:+	chr17:59607062:+;chr17:59607563:+
GSPT1	0.478786716120111	P07-PA01	chr16:11915956:-|chr16:11872202:-	0.489382459144238	0.699558760322703	0.540422350204578	FALSE	chr16:11886904:-;chr16:11897881:-;chr16:11915878:-;chr16:11915956:-;chr16:11916082:-	chr16:11872202:-;chr16:11872679:-
PHACTR3	0.479081274881221	P01-PA02	chr20:59577509:+|chr20:59847711:+	0.190468828822965	0.436427346557207	0.540598087858723	FALSE	chr20:59577509:+;chr20:59604540:+	chr20:59847711:+;chr20:59847669:+
FGFR1OP	0.481105037955366	P01-PA03	chr6:166999317:+|chr6:167042416:+	0.67158336625733	0.819501901314042	0.542724402422555	FALSE	chr6:166999317:+;chr6:166999397:+	chr6:167040317:+;chr6:167040578:+;chr6:167042416:+
SALL1	0.481449835318834	P03-PA02	chr16:51151367:-|chr16:51136678:-	0.228614328614328	0.478136307567547	0.542956028069589	FALSE	chr16:51151241:-;chr16:51151367:-	chr16:51135987:-;chr16:51136678:-
KCTD7	0.482629230991903	P03-PA01	chr7:66629053:+|chr7:66642119:+	0.375165866059332	0.612507849794051	0.544128466913257	FALSE	chr7:66628881:+;chr7:66628943:+;chr7:66629053:+	chr7:66642119:+;chr7:66643044:+
EDNRB	0.483809226048345	P04-PA01	chr13:77919483:-|chr13:77898060:-	0.407618001785738	0.638449686181878	0.54530090243376	FALSE	chr13:77918799:-;chr13:77919483:-	chr13:77898060:-;chr13:77898198:-
SEZ6L2	0.483976459547013	P04-PA01	chr16:29899064:-|chr16:29871159:-	1.23780152837792	1.11256529173704	0.545331507095954	FALSE	chr16:29888593:-;chr16:29897928:-;chr16:29899064:-;chr16:29899264:-;chr16:29899547:-	chr16:29871159:-;chr16:29871507:-
NDE1	0.484641678788314	P04-PA01	chr16:15664779:+|chr16:15701914:+	0.259615384615385	0.509524665365068	0.545923048473063	FALSE	chr16:15650208:+;chr16:15664779:+	chr16:15701914:+;chr16:15726353:+
ETNK1	0.484821658921219	P04-PA02	chr12:22625551:+|chr12:22685712:+	0.276068796068796	0.525422492922406	0.545967809713713	FALSE	chr12:22625141:+;chr12:22625551:+;chr12:22643889:+	chr12:22685272:+;chr12:22685712:+
TBC1D9	0.485428697313806	P03-PA02	chr4:140756385:-|chr4:140622082:-	0.164273834979466	0.405307087255412	0.546341767229341	FALSE	chr4:140661963:-;chr4:140677101:-;chr4:140756385:-	chr4:140620784:-;chr4:140622082:-
C9orf72	0.485434413780193	P03-PA02	chr9:27573819:-|chr9:27560790:-	0.927069775650218	0.962844626951939	0.546341767229341	FALSE	chr9:27573448:-;chr9:27573755:-;chr9:27573819:-	chr9:27546550:-;chr9:27560790:-
C17orf80	0.485798680371472	P06-PA01	chr17:73233226:+|chr17:73245343:+	2.02010498923187	1.42130397495816	0.546449655412526	FALSE	chr17:73232433:+;chr17:73232622:+;chr17:73232729:+;chr17:73233226:+	chr17:73245343:+;chr17:73248877:+;chr17:73248959:+
ST8SIA3	0.485811008831942	P02-PA02	chr18:57357152:+|chr18:57363392:+	0.25514950166113	0.505123253930295	0.546449655412526	FALSE	chr18:57352557:+;chr18:57357152:+	chr18:57360584:+;chr18:57363392:+
PIH1D2	0.487004695140073	P03-PA02	chr11:112074171:-|chr11:112070994:-	0.392623716153128	0.626596932767092	0.54763410692672	FALSE	chr11:112073980:-;chr11:112074171:-	chr11:112067798:-;chr11:112070994:-
C5orf24	0.487665772970778	P03-PA02	chr5:134846096:+|chr5:134855861:+	0.335668940366043	0.579369433406737	0.548219132017107	FALSE	chr5:134845968:+;chr5:134846096:+	chr5:134855116:+;chr5:134855861:+;chr5:134856483:+;chr5:134856651:+;chr5:134859735:+
PEX26	0.488364949154565	P01-PA03	chr22:18077923:+|chr22:18091016:+	0.795397008055236	0.891850328281173	0.548846635986929	FALSE	chr22:18077923:+;chr22:18077989:+;chr22:18078377:+	chr22:18091016:+;chr22:18089436:+;chr22:18090247:+;chr22:18092887:+
ZNF215	0.48956601229833	P04-PA01	chr11:6932186:+|chr11:6957840:+	0.162586097123343	0.403219663611961	0.550037658261875	FALSE	chr11:6926404:+;chr11:6926522:+;chr11:6932186:+	chr11:6957840:+;chr11:6958047:+
DPPA4	0.490338165307134	P03-PA01	chr3:109336431:-|chr3:109326355:-	0.900304144364394	0.948843582664916	0.550746242798809	FALSE	chr3:109330760:-;chr3:109336431:-;chr3:109337515:-	chr3:109326355:-;chr3:109326852:-;chr3:109326947:-
C1orf21	0.490714506283452	P01-PA02	chr1:184387029:+|chr1:184622030:+	0.305152069412732	0.552405710879904	0.55100997201081	FALSE	chr1:184387029:+;chr1:184387271:+;chr1:184477508:+;chr1:184590748:+	chr1:184620326:+;chr1:184622030:+
GLRX5	0.49147710211049	P03-PA02	chr14:95535274:+|chr14:95544711:+	0.33860052057444	0.581893908349658	0.551707139133835	FALSE	chr14:95535050:+;chr14:95535274:+	chr14:95544606:+;chr14:95544711:+
ZNF34	0.493101908742148	P01-PA02	chr8:144780280:-|chr8:144773114:-	0.254290242496786	0.504271992576215	0.553371499202416	FALSE	chr8:144780280:-;chr8:144787304:-	chr8:144772224:-;chr8:144773114:-
SGTB	0.49455076621401	P02-PA03	chr5:65723035:-|chr5:65670058:-	0.203059602455849	0.450621351531248	0.55483750226834	FALSE	chr5:65722109:-;chr5:65723035:-	chr5:65665928:-;chr5:65667948:-;chr5:65670058:-
PPP1R2	0.496344640709957	P03-PA02	chr3:195543027:-|chr3:195516248:-	0.648719578035147	0.80543129938881	0.55668962439754	FALSE	chr3:195529861:-;chr3:195543027:-;chr3:195543158:-;chr3:195543325:-	chr3:195514425:-;chr3:195516248:-
REEP5	0.497462873206262	P02-PA01	chr5:112921997:-|chr5:112876385:-	0.83661128036825	0.914664572599295	0.557673016622239	FALSE	chr5:112921504:-;chr5:112921997:-;chr5:112922227:-;chr5:112922289:-	chr5:112876385:-;chr5:112878480:-;chr5:112878645:-
TFCP2	0.497507933914471	P03-PA01	chr12:51172912:-|chr12:51093764:-	0.530963004275887	0.728672082816329	0.557673016622239	FALSE	chr12:51172793:-;chr12:51172912:-;chr12:51173134:-	chr12:51093764:-;chr12:51094837:-
PNO1	0.498325797808631	P01-PA02	chr2:68157830:+|chr2:68175954:+	0.284070907861145	0.532983027742108	0.558253444295235	FALSE	chr2:68157830:+;chr2:68157888:+	chr2:68175697:+;chr2:68175954:+;chr2:68176243:+
ATCAY	0.498349816809748	P03-PA01	chr19:3885768:+|chr19:3925849:+	1.06946213284194	1.03414802269401	0.558253444295235	FALSE	chr19:3880685:+;chr19:3885768:+	chr19:3925849:+;chr19:3926156:+;chr19:3926316:+;chr19:3928079:+
ZNF677	0.498455939473475	P04-PA02	chr19:53254688:-|chr19:53241929:-	0.0574579286416724	0.239703835266924	0.558253444295235	FALSE	chr19:53251630:-;chr19:53254688:-;chr19:53254821:-	chr19:53241929:-;chr19:53238596:-
CYP26A1	0.50030450748763	P04-PA02	chr10:93074312:+|chr10:93077883:+	0.317984571789605	0.563901207473086	0.560162625150803	FALSE	chr10:93073893:+;chr10:93074078:+;chr10:93074312:+	chr10:93077496:+;chr10:93077883:+
WIZ	0.503285732192249	P01-PA02	chr19:15424839:-|chr19:15422242:-	0.613636363636364	0.78334945180064	0.563338515073153	FALSE	chr19:15424839:-;chr19:15431150:-;chr19:15433290:-;chr19:15449941:-	chr19:15422094:-;chr19:15422242:-
PPM1B	0.503448592585848	P03-PA02	chr2:44201186:+|chr2:44234058:+	0.649918716774112	0.806175363537061	0.563358830392844	FALSE	chr2:44168803:+;chr2:44201186:+;chr2:44201946:+;chr2:44202017:+	chr2:44231472:+;chr2:44234058:+
KTN1-AS1	0.504642252468452	P02-PA02	chr14:55580092:-|chr14:55576683:-	0.235576923076923	0.485362671697075	0.564532266913702	FALSE	chr14:55580092:-;chr14:55580888:-	chr14:55576150:-;chr14:55576683:-
TYMS	0.504962350904831	P01-PA02	chr18:657653:+|chr18:673578:+	0.0816990779239431	0.28583050558669	0.564728075861105	FALSE	chr18:657653:+;chr18:657743:+;chr18:667721:+	chr18:673493:+;chr18:673578:+
MFSD14C	0.505870166540337	P04-PA01	chr9:97013366:-|chr9:96942913:-	0.0443319422590134	0.210551519251259	0.565513348265942	FALSE	chr9:96972941:-;chr9:97013366:-;chr9:97013580:-	chr9:96942913:-;chr9:96943138:-
ZNF800	0.505955045468861	P03-PA04	chr7:127392366:-|chr7:127374569:-	0.102479659046881	0.320124443063758	0.565513348265942	FALSE	chr7:127392366:-;chr7:127392691:-	chr7:127374569:-;chr7:127370361:-;chr7:127374159:-
SLC35C2	0.507706773869725	P05-PA01	chr20:46358764:-|chr20:46349729:-	0.51615021331487	0.718435949347518	0.567308401456613	FALSE	chr20:46355195:-;chr20:46357701:-;chr20:46358506:-;chr20:46358764:-;chr20:46364361:-	chr20:46349729:-;chr20:46349946:-
SIX1	0.508286865152323	P05-PA02	chr14:60658259:-|chr14:60645270:-	0.256070876760532	0.506034462028558	0.567793620096985	FALSE	chr14:60649477:-;chr14:60658259:-	chr14:60644704:-;chr14:60645270:-
SP2	0.509548235282729	P01-PA02	chr17:47896150:+|chr17:47928957:+	0.19361759184768	0.440019990281896	0.569039380365939	FALSE	chr17:47896150:+;chr17:47896236:+	chr17:47928957:+;chr17:47928812:+
F3	0.513801903806386	P04-PA01	chr1:94541857:-|chr1:94529225:-	0.51564175511544	0.718081997487362	0.573488794048174	FALSE	chr1:94536164:-;chr1:94541637:-;chr1:94541759:-;chr1:94541857:-	chr1:94529316:-;chr1:94529225:-
BORCS5	0.513827103426671	P03-PA01	chr12:12357418:+|chr12:12466142:+	0.0493343093113829	0.222113280357981	0.573488794048174	FALSE	chr12:12357078:+;chr12:12357358:+;chr12:12357418:+	chr12:12466142:+;chr12:12466901:+
RAP1A	0.515495717649932	P05-PA02	chr1:111627469:+|chr1:111713114:+	0.189702809332419	0.43554885986812	0.575186250734075	FALSE	chr1:111619777:+;chr1:111627469:+	chr1:111713036:+;chr1:111713114:+
MTRES1	0.516599498875176	P02-PA01	chr6:107028569:+|chr6:107051342:+	0.189435150399168	0.435241485154124	0.57625267883125	FALSE	chr6:107028199:+;chr6:107028569:+	chr6:107051342:+;chr6:107051565:+
LRCH4	0.517376334219796	P07-PA01	chr7:100586129:-|chr7:100574031:-	0.407812873363837	0.638602281051232	0.576953901208154	FALSE	chr7:100576943:-;chr7:100577095:-;chr7:100577884:-;chr7:100582453:-;chr7:100586129:-	chr7:100574660:-;chr7:100574031:-
DENND5B	0.518717450048199	P05-PA02	chr12:31591136:-|chr12:31451702:-	0.242424242424242	0.492365963917331	0.578283800984432	FALSE	chr12:31590999:-;chr12:31591136:-	chr12:31443792:-;chr12:31451702:-
CEBPG	0.520834556346179	P02-PA01	chr19:33374312:+|chr19:33379992:+	0.31580320895494	0.56196370786283	0.580474108051372	FALSE	chr19:33373685:+;chr19:33374312:+	chr19:33379992:+;chr19:33382683:+
PIGH	0.520980357958257	P02-PA01	chr14:67593918:-|chr14:67589311:-	0.218803548806059	0.467764415925431	0.580474108051372	FALSE	chr14:67593918:-;chr14:67600132:-;chr14:67600246:-	chr14:67589311:-;chr14:67589539:-
POLA2	0.523592095451995	P01-PA02	chr11:65261920:+|chr11:65298680:+	0.0375055126468903	0.193663400380377	0.583052275276853	FALSE	chr11:65261920:+;chr11:65282507:+;chr11:65294178:+	chr11:65297617:+;chr11:65298680:+
AMOTL1	0.523713767151049	P04-PA02	chr11:94864828:+|chr11:94871144:+	0.105725439167209	0.325154485079337	0.583052275276853	FALSE	chr11:94768342:+;chr11:94864828:+	chr11:94869658:+;chr11:94871144:+
SNRPE	0.523743592767315	P02-PA01	chr1:203861847:+|chr1:203870100:+	0.57186587341342	0.756218138775724	0.583052275276853	FALSE	chr1:203861599:+;chr1:203861847:+	chr1:203870100:+;chr1:203870316:+;chr1:203871152:+
YPEL1	0.524130026335874	P01-PA01	chr22:21710849:-|chr22:21697544:-	0.206493244605767	0.454415277698459	0.583160656470918	FALSE	chr22:21710849:-;chr22:21735755:-	chr22:21697544:-;chr22:21700650:-
MRS2	0.524140543794437	P02-PA03	chr6:24403192:+|chr6:24424464:+	0.870195558884564	0.932842729984301	0.583160656470918	FALSE	chr6:24402908:+;chr6:24403192:+	chr6:24423477:+;chr6:24424263:+;chr6:24424464:+;chr6:24425586:+
ETFDH	0.526238574951527	P03-PA02	chr4:158672206:+|chr4:158708842:+	0.0991830721842776	0.314933440879621	0.585327649224655	FALSE	chr4:158672101:+;chr4:158672206:+	chr4:158708672:+;chr4:158708842:+
GATC	0.526740450680978	P02-PA02	chr12:120446577:+|chr12:120461573:+	0.223341014139045	0.472589688989344	0.585718530277362	FALSE	chr12:120446444:+;chr12:120446577:+	chr12:120460683:+;chr12:120461573:+;chr12:120462186:+
FSD1L	0.527227240240682	P02-PA03	chr9:105448034:+|chr9:105547783:+	1.76401475467086	1.32816217182649	0.586092417549107	FALSE	chr9:105448034:+;chr9:105448123:+	chr9:105512911:+;chr9:105532507:+;chr9:105547783:+;chr9:105547899:+;chr9:105549100:+
FAH	0.527593698834057	P04-PA01	chr15:80152980:+|chr15:80163744:+	0.436633245690915	0.660782298257841	0.586332363562941	FALSE	chr15:80152780:+;chr15:80152855:+;chr15:80152980:+;chr15:80158102:+	chr15:80163744:+;chr15:80186349:+
NARS1	0.529949927039224	P02-PA02	chr18:57607190:-|chr18:57600871:-	0.948333483019544	0.973824154054285	0.58878283845996	FALSE	chr18:57605862:-;chr18:57607190:-;chr18:57621737:-;chr18:57622213:-	chr18:57600659:-;chr18:57600871:-
SVBP	0.531289403241898	P02-PA02	chr1:42817252:-|chr1:42812093:-	0.349502225570875	0.591187132446973	0.590102609649274	FALSE	chr1:42816804:-;chr1:42817252:-;chr1:42817397:-	chr1:42807061:-;chr1:42812093:-
DUSP6	0.531831232221874	P03-PA02	chr12:89352405:-|chr12:89348646:-	0.409094685712459	0.639605101380891	0.590535934694739	FALSE	chr12:89352405:-;chr12:89352497:-	chr12:89348060:-;chr12:89348646:-
SUPT7L	0.532028170310978	P02-PA02	chr2:27663840:-|chr2:27653070:-	0.108338236522374	0.329147742696762	0.590586161112244	FALSE	chr2:27663614:-;chr2:27663840:-	chr2:27652266:-;chr2:27653070:-
ATRIP	0.53220462504342	P01-PA02	chr3:48446710:+|chr3:48467645:+	0.0989585629049644	0.314576799692801	0.590613627506851	FALSE	chr3:48446710:+;chr3:48446846:+;chr3:48454310:+	chr3:48465646:+;chr3:48467645:+
RMDN2	0.532577583758358	P03-PA02	chr2:37925347:+|chr2:38017744:+	0.284728384107266	0.533599460370104	0.590859086227212	FALSE	chr2:37925287:+;chr2:37925347:+	chr2:38017537:+;chr2:38017744:+
STAT3	0.534670920291789	P07-PA03	chr17:42331538:-|chr17:42315559:-	0.31197388016955	0.558546220262522	0.593012505041577	FALSE	chr17:42325061:-;chr17:42331538:-;chr17:42348516:-;chr17:42388373:-	chr17:42315559:-;chr17:42313329:-;chr17:42315191:-
MTARC2	0.536629699615604	P03-PA02	chr1:220754972:+|chr1:220784815:+	0.730566037735849	0.854731558874392	0.595015500029492	FALSE	chr1:220748225:+;chr1:220748322:+;chr1:220754972:+	chr1:220784247:+;chr1:220784815:+
GNB5	0.53795126907284	P05-PA01	chr15:52141211:-|chr15:52120934:-	0.183238447995976	0.428063602746106	0.596311016657336	FALSE	chr15:52141211:-;chr15:52179887:-	chr15:52120934:-;chr15:52121490:-;chr15:52122582:-
CRNDE	0.538988583211126	P11-PA02	chr16:54929149:-|chr16:54919053:-	0.221080227263863	0.470191692040451	0.597290792610564	FALSE	chr16:54928294:-;chr16:54928604:-;chr16:54928716:-;chr16:54928778:-;chr16:54929149:-	chr16:54918931:-;chr16:54919053:-
RAB6A	0.539927839346708	P03-PA01	chr11:73761017:-|chr11:73675638:-	0.311433854313893	0.558062589960923	0.597992296555676	FALSE	chr11:73760093:-;chr11:73760610:-;chr11:73761017:-;chr11:73761074:-	chr11:73675893:-;chr11:73675638:-
UNK	0.53992882671287	P02-PA02	chr17:75791771:+|chr17:75794193:+	0.137805796966542	0.371222031898083	0.597992296555676	FALSE	chr17:75784806:+;chr17:75791771:+	chr17:75794124:+;chr17:75794193:+
ZNF213-AS1	0.540152144840626	P04-PA02	chr16:3132053:-|chr16:3128833:-	0.088668405383461	0.297772405342505	0.598069482327803	FALSE	chr16:3132053:-;chr16:3134789:-	chr16:3128833:-;chr16:3125600:-
ASF1A	0.540537985584932	P01-PA01	chr6:118894152:+|chr6:118907800:+	0.356050297686735	0.596699503675623	0.598326522002315	FALSE	chr6:118894152:+;chr6:118894221:+	chr6:118907800:+;chr6:118907863:+;chr6:118909167:+
HEY2	0.541221630732874	P01-PA01	chr6:125747664:+|chr6:125759938:+	0.232231237322515	0.481903763548818	0.598912964310142	FALSE	chr6:125747664:+;chr6:125749632:+	chr6:125759938:+;chr6:125761269:+
GALK2	0.542211306247864	P02-PA02	chr15:49155759:+|chr15:49328982:+	0.297847925700943	0.545754455502603	0.599837628651018	FALSE	chr15:49155759:+;chr15:49170204:+;chr15:49239220:+;chr15:49283706:+;chr15:49292471:+;chr15:49319682:+	chr15:49328515:+;chr15:49328982:+
CDKL3	0.543539001147812	P05-PA02	chr5:134367171:-|chr5:134307879:-	0.464748534777209	0.681724676667354	0.601135605530804	FALSE	chr5:134367171:-;chr5:134371004:-	chr5:134298424:-;chr5:134307879:-;chr5:134308001:-
TPBG	0.544402415293391	P03-PA01	chr6:82364244:+|chr6:82366883:+	0.444786196549137	0.666922931491441	0.601919512279798	FALSE	chr6:82363817:+;chr6:82364244:+	chr6:82366883:+;chr6:82366929:+
SHCBP1	0.545421982484624	P04-PA03	chr16:46621351:-|chr16:46581544:-	0.0572033898305085	0.23917230155373	0.602875575756002	FALSE	chr16:46615983:-;chr16:46621351:-	chr16:46580554:-;chr16:46581244:-;chr16:46581544:-
RNGTT	0.546122838158304	P01-PA01	chr6:88963409:-|chr6:88610272:-	0.489922090977632	0.699944348486101	0.603462047656088	FALSE	chr6:88963409:-;chr6:88963561:-;chr6:88963618:-	chr6:88610272:-;chr6:88611398:-;chr6:88612098:-
CADM1	0.546330107316865	P11-PA01	chr11:115504389:-|chr11:115176403:-	0.0781934371189583	0.279630894428635	0.603462047656088	FALSE	chr11:115240421:-;chr11:115504389:-	chr11:115176403:-;chr11:115213447:-
STIM2	0.546417600305088	P07-PA02	chr4:27003000:+|chr4:27024185:+	0.246745689655172	0.496735029623614	0.603462047656088	FALSE	chr4:26860794:+;chr4:27003000:+	chr4:27023961:+;chr4:27024185:+
EEF1E1	0.549229700303195	P01-PA02	chr6:8097311:-|chr6:8079592:-	0.303013922074982	0.550467003620546	0.606395695768672	FALSE	chr6:8097311:-;chr6:8102046:-;chr6:8102481:-	chr6:8079592:-;chr6:8078335:-;chr6:8079654:-
WDR59	0.552381053570206	P18-PA01	chr16:74985031:-|chr16:74908733:-	0.504827505004121	0.71051214275628	0.609702138233289	FALSE	chr16:74985031:-;chr16:74985083:-	chr16:74908733:-;chr16:74912117:-
FAM204A	0.554514500831743	P05-PA04	chr10:118342240:-|chr10:118310720:-	0.365144089847659	0.604271536519518	0.611883489721648	FALSE	chr10:118342240:-;chr10:118342315:-	chr10:118309750:-;chr10:118309918:-;chr10:118310646:-;chr10:118310720:-
OGFOD3	0.555646252208122	P07-PA04	chr17:82415516:-|chr17:82392226:-	0.880922565701705	0.938574752324877	0.612958588791788	FALSE	chr17:82415516:-;chr17:82418576:-	chr17:82392226:-;chr17:82389250:-;chr17:82390116:-;chr17:82391488:-;chr17:82396545:-
SCRN3	0.556139557325577	P01-PA02	chr2:174395729:+|chr2:174428875:+	0.607766428927827	0.779593758907693	0.613328979226196	FALSE	chr2:174395729:+;chr2:174410037:+;chr2:174410344:+	chr2:174428218:+;chr2:174428875:+;chr2:174429000:+
ZNF253	0.557213057027475	P01-PA04	chr19:19865830:+|chr19:19894455:+	0.820926675228665	0.906050040135017	0.614338836309249	FALSE	chr19:19865830:+;chr19:19865882:+	chr19:19892855:+;chr19:19893455:+;chr19:19893714:+;chr19:19894455:+
IMPA1	0.558158433750455	P03-PA02	chr8:81686051:-|chr8:81657953:-	0.469842057046818	0.68545025862335	0.615070782374547	FALSE	chr8:81686051:-;chr8:81686282:-	chr8:81657953:-;chr8:81657614:-;chr8:81658143:-;chr8:81658399:-
GCNT1	0.55833540550943	P04-PA01	chr9:76459283:+|chr9:76462790:+	0.398879413543299	0.6315690093278	0.615070782374547	FALSE	chr9:76459152:+;chr9:76459283:+	chr9:76462790:+;chr9:76504095:+;chr9:76504192:+;chr9:76505747:+
GTSE1	0.558350923429656	P02-PA03	chr22:46316037:+|chr22:46330808:+	0.206254476008594	0.454152481011162	0.615070782374547	FALSE	chr22:46296870:+;chr22:46316037:+	chr22:46330537:+;chr22:46330808:+
FAM118B	0.558635315612021	P02-PA02	chr11:126229224:+|chr11:126262646:+	0.258863806983281	0.508786602598064	0.615209981238359	FALSE	chr11:126211724:+;chr11:126229224:+	chr11:126262586:+;chr11:126262646:+;chr11:126262932:+
PNPT1	0.560670891432704	P01-PA04	chr2:55647382:-|chr2:55636104:-	0.587049789447609	0.766191744570254	0.617277087202352	FALSE	chr2:55647382:-;chr2:55671368:-;chr2:55693823:-	chr2:55636104:-;chr2:55634066:-;chr2:55635097:-;chr2:55635999:-
ARMC4	0.561275836134578	P04-PA02	chr10:27999079:-|chr10:27935053:-	0.2	0.447213595499958	0.617768399794151	FALSE	chr10:27998862:-;chr10:27999079:-	chr10:27812168:-;chr10:27935053:-
ZNF548	0.562122472901189	P01-PA04	chr19:57389850:+|chr19:57401418:+	1.14312339151186	1.06916948680359	0.61852537789834	FALSE	chr19:57389850:+;chr19:57389965:+	chr19:57399873:+;chr19:57399938:+;chr19:57401137:+;chr19:57401418:+;chr19:57401672:+
C22orf39	0.56240669441686	P02-PA01	chr22:19448232:-|chr22:19440886:-	0.190980749746707	0.437013443439338	0.61866325554248	FALSE	chr22:19447691:-;chr22:19448232:-	chr22:19440886:-;chr22:19443150:-;chr22:19443369:-
RBBP4	0.562976008593677	P04-PA01	chr1:32668319:+|chr1:32680502:+	0.792588951154861	0.890274649282378	0.618987479737847	FALSE	chr1:32651142:+;chr1:32651356:+;chr1:32651485:+;chr1:32668319:+;chr1:32669093:+;chr1:32669256:+	chr1:32680502:+;chr1:32680650:+
HERC2P2	0.563019436360574	P07-PA01	chr15:22579679:+|chr15:22590747:+	0.31316686690262	0.559613140394881	0.618987479737847	FALSE	chr15:22494837:+;chr15:22561434:+;chr15:22573403:+;chr15:22579679:+	chr15:22590747:+;chr15:22590817:+
EIF1B	0.566529190714336	P02-PA01	chr3:40309826:+|chr3:40312362:+	0.347048966616021	0.589108620388483	0.622670282171347	FALSE	chr3:40309707:+;chr3:40309826:+	chr3:40312362:+;chr3:40312403:+
PRKAB2	0.566713716746699	P02-PA02	chr1:147172470:-|chr1:147155895:-	0.34917587117569	0.590911051830722	0.622697290232825	FALSE	chr1:147172470:-;chr1:147172550:-	chr1:147155109:-;chr1:147155895:-;chr1:147157628:-
PRMT9	0.56722363795969	P04-PA02	chr4:147684230:-|chr4:147638382:-	0.15549643339117	0.394330360727107	0.623081721946127	FALSE	chr4:147684125:-;chr4:147684230:-	chr4:147637785:-;chr4:147638382:-
AKIRIN1	0.568701670713553	P02-PA02	chr1:38991496:+|chr1:39006059:+	0.427813379544327	0.654074444955868	0.624529084368931	FALSE	chr1:38991244:+;chr1:38991496:+	chr1:39005883:+;chr1:39006059:+
TMEM254	0.568998494161677	P03-PA01	chr10:80079245:+|chr10:80091860:+	0.536704369039698	0.732601098169869	0.624678831858829	FALSE	chr10:80078646:+;chr10:80079245:+;chr10:80081703:+	chr10:80091860:+;chr10:80092551:+
ZNF770	0.571638323458064	P02-PA01	chr15:34988287:-|chr15:34978962:-	0.37955609418743	0.616081239924923	0.627400054474836	FALSE	chr15:34988225:-;chr15:34988287:-	chr15:34978962:-;chr15:34982236:-;chr15:34982435:-
CYP20A1	0.572019249350571	P02-PA01	chr2:203239341:+|chr2:203297031:+	0.110012940864643	0.331681987549283	0.627641188760364	FALSE	chr2:203238977:+;chr2:203239341:+	chr2:203297031:+;chr2:203297239:+
NSFL1C	0.575199454150172	P03-PA02	chr20:1466905:-|chr20:1443523:-	0.055641083978372	0.235883623802866	0.630952796564277	FALSE	chr20:1466822:-;chr20:1466905:-	chr20:1442166:-;chr20:1443523:-
PRKAG2	0.576032206050452	P05-PA02	chr7:151595410:-|chr7:151556517:-	0.310993457300275	0.55766787364907	0.631621877278345	FALSE	chr7:151576376:-;chr7:151595410:-;chr7:151632168:-;chr7:151632353:-;chr7:151632618:-	chr7:151556127:-;chr7:151556517:-
CHAF1A	0.57613390347172	P02-PA01	chr19:4402702:+|chr19:4443245:+	0.958692417432389	0.979128396806256	0.631621877278345	FALSE	chr19:4402640:+;chr19:4402702:+;chr19:4409445:+;chr19:4418029:+	chr19:4443245:+;chr19:4443397:+
BIRC5	0.577707559972666	P01-PA02	chr17:78214186:+|chr17:78224699:+	0.169088565373395	0.411203800290556	0.633168786873195	FALSE	chr17:78214186:+;chr17:78214253:+	chr17:78224699:+;chr17:78224218:+;chr17:78225346:+
RBIS	0.578755744299467	P03-PA02	chr8:85219322:-|chr8:85214502:-	0.170325042768785	0.41270454658119	0.634139069112813	FALSE	chr8:85219322:-;chr8:85220339:-	chr8:85214502:-;chr8:85214048:-
PPIL3	0.582955692591656	P06-PA01	chr2:200889266:-|chr2:200870911:-	1.25100539060495	1.11848352272394	0.638561201817478	FALSE	chr2:200881742:-;chr2:200887687:-;chr2:200888579:-;chr2:200889015:-;chr2:200889136:-;chr2:200889266:-	chr2:200871009:-;chr2:200870911:-
KHDRBS1	0.584444327587014	P02-PA02	chr1:32013926:+|chr1:32060850:+	1.15246280431801	1.07352820378321	0.640011748887832	FALSE	chr1:32013868:+;chr1:32013926:+;chr1:32013996:+;chr1:32014182:+	chr1:32043877:+;chr1:32060850:+
CFLAR	0.584698835608317	P02-PA02	chr2:201116407:+|chr2:201167554:+	0.870737309740768	0.933133061112277	0.640110395675809	FALSE	chr2:201116104:+;chr2:201116407:+;chr2:201118491:+;chr2:201118664:+;chr2:201118716:+;chr2:201129866:+;chr2:201129977:+	chr2:201141604:+;chr2:201167554:+
PPIF	0.585674730069926	P02-PA01	chr10:79347658:+|chr10:79354717:+	0.133983183198546	0.366037133633387	0.640852843050771	FALSE	chr10:79347469:+;chr10:79347658:+	chr10:79354717:+;chr10:79355330:+
MMADHC	0.585706245973451	P01-PA01	chr2:149587602:-|chr2:149569637:-	0.0636637711165215	0.252316807043291	0.640852843050771	FALSE	chr2:149587602:-;chr2:149587726:-	chr2:149569637:-;chr2:149569888:-
CCDC92	0.58627780776825	P01-PA02	chr12:123943495:-|chr12:123936489:-	0.351731601731601	0.593069643238972	0.64129797854504	FALSE	chr12:123943495:-;chr12:123944369:-;chr12:123972051:-;chr12:123972616:-;chr12:123972734:-;chr12:123972831:-	chr12:123936414:-;chr12:123936489:-
