SE_id	p_value	max_contrib_value	max_contrib_pas_id	min_contrib_value	min_contrib_pas_id	FDR	exon	pas_id	sig	gene_id
CLASP2:SE11	0.999999999999998	0.0073512862788202	chr3:33496245:-	0.000111952821121236	chr3:33496996:-	1	chr3:33588705-33588731:-	chr3:33496245:-;chr3:33496996:-	FALSE	CLASP2
DLD:SE01	0.999999999999998	0.0086970467893814	chr7:107919745:+	9.47573056407406e-06	chr7:107919965:+	1	chr7:107901738-107901817:+	chr7:107919745:+;chr7:107919965:+	FALSE	DLD
DOCK5:SE08	0.999999999999998	0.41025641025641	chr8:25337003:+	0.00751041483306924	chr8:25337172:+	1	chr8:25300576-25300657:+	chr8:25337003:+;chr8:25337172:+	FALSE	DOCK5
EAPP:SE02	0.999999999999998	0.00238889379993025	chr14:34515938:-	2.88088558649277e-05	chr14:34516010:-	1	chr14:34529358-34529475:-	chr14:34515938:-;chr14:34516010:-	FALSE	EAPP
FRMD5:SE04	0.999999999999998	0.0543575920934411	chr15:43873535:-	0.000611018532545561	chr15:43873275:-	1	chr15:43919767-43919809:-	chr15:43870764:-;chr15:43873275:-;chr15:43873535:-	FALSE	FRMD5
GARNL3:SE03	0.999999999999998	0.110204081632653	chr9:127393655:+	2.63384750564984e-05	chr9:127393539:+	1	chr9:127335230-127335333:+	chr9:127393539:+;chr9:127393655:+	FALSE	GARNL3
GFPT2:SE07	0.999999999999998	0.020413896190918	chr5:180315170:-	1.60619627656675e-05	chr5:180300682:-	1	chr5:180316963-180317058:-	chr5:180300682:-;chr5:180315170:-	FALSE	GFPT2
GRAMD2B:SE02	0.999999999999998	0.00151515151515152	chr5:126493912:+	4.88758553274627e-05	chr5:126494150:+	1	chr5:126469677-126469788:+	chr5:126493912:+;chr5:126494150:+	FALSE	GRAMD2B
MAP2:SE02	0.999999999999998	0.0692307692307692	chr2:209734112:+	0.000854700854700838	chr2:209730518:+	1	chr2:209507592-209507641:+	chr2:209730518:+;chr2:209734112:+	FALSE	MAP2
MTMR3:SE08	0.999999999999998	0.412371134020619	chr22:30027643:+	0.000660612974521482	chr22:30027859:+	1	chr22:30013356-30013541:+	chr22:30027643:+;chr22:30027859:+	FALSE	MTMR3
NKAIN1:SE01	0.999999999999998	0.089041095890411	chr1:31181071:-	6.00225173230825e-05	chr1:31179745:-	1	chr1:31181860-31181941:-	chr1:31179745:-;chr1:31181071:-	FALSE	NKAIN1
NPC1:SE01	0.999999999999998	0.126168224299065	chr18:23531733:-	8.55248940793724e-05	chr18:23531499:-	1	chr18:23540448-23540537:-	chr18:23531499:-;chr18:23531733:-	FALSE	NPC1
PDCD11:SE04	0.999999999999998	0.324324324324324	chr10:103445738:+	0.000632416622016876	chr10:103446292:+	1	chr10:103409699-103409806:+	chr10:103445738:+;chr10:103446292:+	FALSE	PDCD11
PDCD11:SE05	0.999999999999998	0.324324324324324	chr10:103445738:+	0.000632416622016876	chr10:103446292:+	1	chr10:103413116-103413322:+	chr10:103445738:+;chr10:103446292:+	FALSE	PDCD11
RAD51:SE01	0.999999999999998	0.0179668035231779	chr15:40731641:+	3.02671516544369e-05	chr15:40731590:+	1	chr15:40701806-40701926:+	chr15:40731590:+;chr15:40731641:+	FALSE	RAD51
ROCK1:SE04	0.999999999999998	0.411764705882353	chr18:20949929:-	0.0057647058823529	chr18:20967858:-	1	chr18:20979910-20980004:-	chr18:20949929:-;chr18:20967858:-	FALSE	ROCK1
SCLT1:SE06	0.999999999999998	0.0492820512820513	chr4:128884244:-	0.000863238266337333	chr4:128883993:-	1	chr4:128946007-128946152:-	chr4:128883993:-;chr4:128884244:-	FALSE	SCLT1
SCLT1:SE07	0.999999999999998	0.0492820512820513	chr4:128884244:-	0.000863238266337333	chr4:128883993:-	1	chr4:128948496-128948570:-	chr4:128883993:-;chr4:128884244:-	FALSE	SCLT1
SCLT1:SE09	0.999999999999998	0.0492820512820513	chr4:128884244:-	0.000863238266337333	chr4:128883993:-	1	chr4:128952769-128952840:-	chr4:128883993:-;chr4:128884244:-	FALSE	SCLT1
SCLT1:SE10	0.999999999999998	0.0492820512820513	chr4:128884244:-	0.000863238266337333	chr4:128883993:-	1	chr4:128957026-128957124:-	chr4:128883993:-;chr4:128884244:-	FALSE	SCLT1
SCLT1:SE11	0.999999999999998	0.0492820512820513	chr4:128884244:-	0.000863238266337333	chr4:128883993:-	1	chr4:128959600-128959777:-	chr4:128883993:-;chr4:128884244:-	FALSE	SCLT1
SDCCAG8:SE03	0.999999999999998	0.0795953347255605	chr1:243318536:+	0.000199576723067611	chr1:243500091:+	1	chr1:243307787-243307883:+	chr1:243318536:+;chr1:243500091:+	FALSE	SDCCAG8
SGIP1:SE01	0.999999999999998	0.0768025078369906	chr1:66644000:+	0.000656431690914439	chr1:66690526:+	1	chr1:66590470-66590606:+	chr1:66644000:+;chr1:66690526:+	FALSE	SGIP1
SLC36A1:SE09	0.999999999999998	0.4	chr5:151492379:+	0.00683760683760679	chr5:151482501:+	1	chr5:151479320-151479489:+	chr5:151482501:+;chr5:151492379:+	FALSE	SLC36A1
SLC38A9:SE07	0.999999999999998	0.0203533648813285	chr5:55625957:-	2.86930961475169e-05	chr5:55625845:-	1	chr5:55697846-55697992:-	chr5:55625845:-;chr5:55625957:-	FALSE	SLC38A9
SORBS1:SE20	0.999999999999998	0.0229891528731749	chr10:95311773:-	0.000207094499671553	chr10:95312626:-	1	chr10:95432448-95432576:-	chr10:95311773:-;chr10:95312626:-	FALSE	SORBS1
TMEM245:SE02	0.999999999999998	0.0139130434782609	chr9:109020111:-	0.000272804774083535	chr9:109019907:-	1	chr9:109085997-109086020:-	chr9:109019907:-;chr9:109020111:-	FALSE	TMEM245
TPST2:SE02	0.999999999999998	0.111328652812382	chr22:26524082:-	0.000116022788280582	chr22:26525773:-	1	chr22:26543108-26543277:-	chr22:26524082:-;chr22:26525773:-	FALSE	TPST2
ZNF180:SE03	0.999999999999998	0.0768025078369906	chr19:44476284:-	0.00036243139691415	chr19:44475639:-	1	chr19:44484650-44484776:-	chr19:44475639:-;chr19:44476284:-	FALSE	ZNF180
ZNF484:SE02	0.999999999999998	0.0162654521795706	chr9:92845024:-	0.000148020083364929	chr9:92846069:-	1	chr9:92872687-92872767:-	chr9:92844182:-;chr9:92845024:-;chr9:92846069:-	FALSE	ZNF484
ZNF568:SE04	0.999999999999998	0.00313817789545945	chr19:36979907:+	3.70275444431746e-05	chr19:36950356:+	1	chr19:36931553-36931645:+	chr19:36950356:+;chr19:36979907:+	FALSE	ZNF568
ZNF618:SE14	0.999999999999998	0.314685314685315	chr9:114050157:+	0.000186380783395732	chr9:114050198:+	1	chr9:114047893-114047994:+	chr9:114050157:+;chr9:114050198:+	FALSE	ZNF618
ACADM:SE03	0.999999999999998	0.00400094237072368	chr1:75763679:+	1.38297897837193e-06	chr1:75763497:+	1	chr1:75734791-75734871:+	chr1:75763497:+;chr1:75763679:+	FALSE	ACADM
APBA2:SE11	0.999999999999998	0.0300961118392311	chr15:29117709:+	0.000207616315164569	chr15:29118315:+	1	chr15:29106607-29106819:+	chr15:29117709:+;chr15:29118315:+	FALSE	APBA2
CEP83:SE05	0.999999999999998	0.458823529411765	chr12:94306393:-	0.0014882000704474	chr12:94308280:-	1	chr12:94367794-94367943:-	chr12:94306393:-;chr12:94308280:-	FALSE	CEP83
CEP83:SE06	0.999999999999998	0.458823529411765	chr12:94306393:-	0.0014882000704474	chr12:94308280:-	1	chr12:94368057-94368201:-	chr12:94306393:-;chr12:94308280:-	FALSE	CEP83
ERGIC1:SE02	0.999999999999998	0.00709185915329811	chr5:172952235:+	6.07757431429687e-06	chr5:172952679:+	1	chr5:172856091-172856311:+	chr5:172952235:+;chr5:172952679:+	FALSE	ERGIC1
GPBP1:SE05	0.999999999999998	0.135758639583954	chr5:57263582:+	6.49014758399934e-05	chr5:57263085:+	1	chr5:57247075-57247215:+	chr5:57263085:+;chr5:57263582:+	FALSE	GPBP1
LGR4:SE01	0.999999999999998	0.371428571428571	chr11:27365961:-	0.00645530939648582	chr11:27366102:-	1	chr11:27371615-27371698:-	chr11:27365961:-;chr11:27366102:-	FALSE	LGR4
LGR4:SE02	0.999999999999998	0.371428571428571	chr11:27365961:-	0.00645530939648582	chr11:27366102:-	1	chr11:27372283-27372398:-	chr11:27365961:-;chr11:27366102:-	FALSE	LGR4
MOXD1:SE05	0.999999999999998	0.380952380952381	chr6:132296855:-	0.00571785937639592	chr6:132296055:-	1	chr6:132328013-132328115:-	chr6:132296055:-;chr6:132296855:-	FALSE	MOXD1
MOXD1:SE06	0.999999999999998	0.380952380952381	chr6:132296855:-	0.00571785937639592	chr6:132296055:-	1	chr6:132328415-132328594:-	chr6:132296055:-;chr6:132296855:-	FALSE	MOXD1
MOXD1:SE07	0.999999999999998	0.380952380952381	chr6:132296855:-	0.00571785937639592	chr6:132296055:-	1	chr6:132372608-132372691:-	chr6:132296055:-;chr6:132296855:-	FALSE	MOXD1
PCM1:SE12	0.999999999999998	0.210526315789474	chr8:18027968:+	0.000211850380668665	chr8:18027752:+	1	chr8:17960315-17960444:+	chr8:18027752:+;chr8:18027968:+	FALSE	PCM1
PDXDC1:SE01	0.999999999999998	0.000389513981501861	chr16:15139339:+	6.66883932280501e-07	chr16:15037687:+	1	chr16:14984519-14984658:+	chr16:15037687:+;chr16:15139339:+	FALSE	PDXDC1
PIK3CB:SE08	0.999999999999998	0.377777777777778	chr3:138714533:-	0.00521284271284268	chr3:138654880:-	1	chr3:138755754-138755979:-	chr3:138654880:-;chr3:138714533:-	FALSE	PIK3CB
PIK3CB:SE09	0.999999999999998	0.377777777777778	chr3:138714533:-	0.00521284271284268	chr3:138654880:-	1	chr3:138759173-138759359:-	chr3:138654880:-;chr3:138714533:-	FALSE	PIK3CB
SMARCAD1:SE08	0.999999999999998	0.461538461538462	chr4:94290821:+	0.00439560439560436	chr4:94291289:+	1	chr4:94273617-94273716:+	chr4:94290821:+;chr4:94291289:+	FALSE	SMARCAD1
TBC1D1:SE09	0.999999999999998	0.00581156265118531	chr4:38139171:+	9.43288809316222e-05	chr4:38137619:+	1	chr4:38045817-38045903:+	chr4:38137619:+;chr4:38139171:+	FALSE	TBC1D1
TTC26:SE04	0.999999999999998	0.132492113564669	chr7:139190631:+	5.84880365108812e-05	chr7:139189799:+	1	chr7:139166840-139166895:+	chr7:139189799:+;chr7:139190631:+	FALSE	TTC26
TTC26:SE06	0.999999999999998	0.132492113564669	chr7:139190631:+	5.84880365108812e-05	chr7:139189799:+	1	chr7:139169289-139169352:+	chr7:139189799:+;chr7:139190631:+	FALSE	TTC26
UROS:SE05	0.999999999999998	0.393419423315054	chr10:125793528:-	3.03881577361435e-05	chr10:125788582:-	1	chr10:125812214-125812288:-	chr10:125788582:-;chr10:125793528:-	FALSE	UROS
VCL:SE03	0.999999999999998	0.0415959252971138	chr10:74118212:+	0.000382066276803141	chr10:74119904:+	1	chr10:74111909-74112112:+	chr10:74118212:+;chr10:74119904:+	FALSE	VCL
WDFY3-AS2:SE05	0.999999999999998	0.0242248062015504	chr4:85007734:+	0.000700265400586846	chr4:85008743:+	1	chr4:85005474-85005568:+	chr4:85007734:+;chr4:85008743:+	FALSE	WDFY3-AS2
ACOXL:SE10	0.999999999999998	0.0768025078369906	chr2:111118247:+	0.000641966250917084	chr2:111118541:+	1	chr2:110987108-110987217:+	chr2:111118247:+;chr2:111118541:+	FALSE	ACOXL
ANKS1A:SE16	0.999999999999998	0.4	chr6:35088932:+	0.00139860139860144	chr6:35091406:+	1	chr6:35082691-35082816:+	chr6:35088932:+;chr6:35091406:+	FALSE	ANKS1A
ANKS1A:SE17	0.999999999999998	0.4	chr6:35088932:+	0.00139860139860144	chr6:35091406:+	1	chr6:35083155-35083226:+	chr6:35088932:+;chr6:35091406:+	FALSE	ANKS1A
ANKS1A:SE18	0.999999999999998	0.4	chr6:35088932:+	0.00139860139860144	chr6:35091406:+	1	chr6:35083417-35083503:+	chr6:35088932:+;chr6:35091406:+	FALSE	ANKS1A
ANKS1A:SE19	0.999999999999998	0.4	chr6:35088932:+	0.00139860139860144	chr6:35091406:+	1	chr6:35084121-35084258:+	chr6:35088932:+;chr6:35091406:+	FALSE	ANKS1A
ANKS1A:SE20	0.999999999999998	0.4	chr6:35088932:+	0.00139860139860144	chr6:35091406:+	1	chr6:35085766-35085936:+	chr6:35088932:+;chr6:35091406:+	FALSE	ANKS1A
BCR:SE09	0.999999999999998	0.4	chr22:23318034:+	0.00227272727272734	chr22:23315950:+	1	chr22:23292541-23292638:+	chr22:23315950:+;chr22:23318034:+	FALSE	BCR
CDC42SE2:SE02	0.999999999999998	0.196168582375479	chr5:131392567:+	0.000138368655175626	chr5:131394667:+	1	chr5:131354651-131354769:+	chr5:131392567:+;chr5:131394667:+	FALSE	CDC42SE2
DNAJC6:SE09	0.999999999999998	0.337696335078534	chr1:65414998:+	0.000159419551506612	chr1:65415274:+	1	chr1:65401761-65401880:+	chr1:65414998:+;chr1:65415274:+	FALSE	DNAJC6
FANCA:SE28	0.999999999999998	0.392623716153128	chr16:89737549:-	0.00475737931190537	chr16:89738505:-	1	chr16:89791403-89791536:-	chr16:89737549:-;chr16:89738505:-	FALSE	FANCA
GCC2:SE02	0.999999999999998	0.276923076923077	chr2:108484262:+	5.83487309151291e-05	chr2:108470685:+	1	chr2:108452399-108452466:+	chr2:108470685:+;chr2:108484262:+	FALSE	GCC2
HACD2:SE05	0.999999999999998	0.428571428571429	chr3:123493627:-	0.000591677075800452	chr3:123491554:-	1	chr3:123582212-123582329:-	chr3:123491554:-;chr3:123493627:-	FALSE	HACD2
HAUS6:SE06	0.999999999999998	0.324786324786325	chr9:19055726:-	0.00134677873656491	chr9:19055539:-	1	chr9:19086734-19086782:-	chr9:19055539:-;chr9:19055726:-	FALSE	HAUS6
HAUS6:SE07	0.999999999999998	0.324786324786325	chr9:19055726:-	0.00134677873656491	chr9:19055539:-	1	chr9:19087091-19087156:-	chr9:19055539:-;chr9:19055726:-	FALSE	HAUS6
KMT5B:SE01	0.999999999999998	0.292134831460674	chr11:68166295:-	5.18393776821088e-05	chr11:68165717:-	1	chr11:68185781-68185928:-	chr11:68165717:-;chr11:68166295:-	FALSE	KMT5B
LDLRAD4:SE14	0.999999999999998	0.145748987854251	chr18:13646734:+	0.00421052631578943	chr18:13645780:+	1	chr18:13643359-13643412:+	chr18:13645780:+;chr18:13646734:+	FALSE	LDLRAD4
LINC-PINT:SE05	0.999999999999998	0.171003717472119	chr7:130944264:-	0.000119761441547436	chr7:130944166:-	1	chr7:130984053-130984109:-	chr7:130944166:-;chr7:130944264:-	FALSE	LINC-PINT
LPL:SE02	0.999999999999998	0.355555555555556	chr8:19966856:+	0.00445837687216994	chr8:19967259:+	1	chr8:19959260-19959380:+	chr8:19966856:+;chr8:19967259:+	FALSE	LPL
MACF1:SE49	0.999999999999998	0.00447650758416574	chr1:39486222:+	3.64278983511085e-05	chr1:39486985:+	1	chr1:39459818-39459832:+	chr1:39486222:+;chr1:39486985:+	FALSE	MACF1
MPP7:SE10	0.999999999999998	0.408333333333333	chr10:28051174:-	0.00406807804068081	chr10:28118859:-	1	chr10:28254774-28254876:-	chr10:28051174:-;chr10:28118859:-	FALSE	MPP7
NCBP1:SE02	0.999999999999998	0.124579124579125	chr9:97673713:+	1.39552335882549e-05	chr9:97671632:+	1	chr9:97641562-97641662:+	chr9:97671632:+;chr9:97673713:+	FALSE	NCBP1
NMNAT2:SE06	0.999999999999998	0.00404142460217227	chr1:183248350:-	1.73695714058331e-05	chr1:183248239:-	1	chr1:183292790-183292857:-	chr1:183248239:-;chr1:183248350:-	FALSE	NMNAT2
OSBPL3:SE05	0.999999999999998	0.333333333333333	chr7:24798848:-	0.00574712643678157	chr7:24799923:-	1	chr7:24863200-24863292:-	chr7:24798848:-;chr7:24799923:-	FALSE	OSBPL3
PCBP3:SE06	0.999999999999998	0.249756097560976	chr21:45933648:+	0.000111355087013618	chr21:45942454:+	1	chr21:45858336-45858458:+	chr21:45933648:+;chr21:45942454:+	FALSE	PCBP3
PHACTR3:SE02	0.999999999999998	0.412698412698413	chr20:59847669:+	0.000526633557308455	chr20:59847711:+	1	chr20:59747758-59747835:+	chr20:59847669:+;chr20:59847711:+	FALSE	PHACTR3
PHACTR3:SE03	0.999999999999998	0.412698412698413	chr20:59847669:+	0.000526633557308455	chr20:59847711:+	1	chr20:59755182-59755364:+	chr20:59847669:+;chr20:59847711:+	FALSE	PHACTR3
PHACTR3:SE05	0.999999999999998	0.412698412698413	chr20:59847669:+	0.000526633557308455	chr20:59847711:+	1	chr20:59773279-59773453:+	chr20:59847669:+;chr20:59847711:+	FALSE	PHACTR3
PHACTR3:SE06	0.999999999999998	0.412698412698413	chr20:59847669:+	0.000526633557308455	chr20:59847711:+	1	chr20:59774243-59774490:+	chr20:59847669:+;chr20:59847711:+	FALSE	PHACTR3
PUS7L:SE02	0.999999999999998	0.470588235294118	chr12:43728693:-	0.00265306968453341	chr12:43728607:-	1	chr12:43736381-43736661:-	chr12:43728607:-;chr12:43728693:-	FALSE	PUS7L
PUS7L:SE03	0.999999999999998	0.470588235294118	chr12:43728693:-	0.00265306968453341	chr12:43728607:-	1	chr12:43742457-43742555:-	chr12:43728607:-;chr12:43728693:-	FALSE	PUS7L
PWP1:SE08	0.999999999999998	0.138032699008309	chr12:107713160:+	5.92603670565862e-06	chr12:107712468:+	1	chr12:107710405-107710510:+	chr12:107712468:+;chr12:107713160:+	FALSE	PWP1
RBBP6:SE07	0.999999999999998	0.255102040816327	chr16:24569505:+	0.000900656831013713	chr16:24570141:+	1	chr16:24559505-24559677:+	chr16:24569505:+;chr16:24570141:+	FALSE	RBBP6
RBBP6:SE08	0.999999999999998	0.255102040816327	chr16:24569505:+	0.000900656831013713	chr16:24570141:+	1	chr16:24561612-24561715:+	chr16:24569505:+;chr16:24570141:+	FALSE	RBBP6
RBBP6:SE09	0.999999999999998	0.255102040816327	chr16:24569505:+	0.000900656831013713	chr16:24570141:+	1	chr16:24561824-24562161:+	chr16:24569505:+;chr16:24570141:+	FALSE	RBBP6
RMDN2:SE03	0.999999999999998	0.333333333333333	chr2:38017744:+	0.00314465408805036	chr2:38017537:+	1	chr2:38003991-38004044:+	chr2:38017537:+;chr2:38017744:+	FALSE	RMDN2
TRIP12:SE09	0.999999999999998	0.0691823899371069	chr2:229766382:-	1.56889104298082e-05	chr2:229767212:-	1	chr2:229787505-229787661:-	chr2:229766382:-;chr2:229767212:-	FALSE	TRIP12
TYMS:SE01	0.999999999999998	0.168410627925412	chr18:673578:+	4.60185110607969e-05	chr18:673493:+	1	chr18:659641-659714:+	chr18:673493:+;chr18:673578:+	FALSE	TYMS
VPS50:SE01	0.999999999999998	0.152966101694915	chr7:93359531:+	0.000390344119157735	chr7:93359026:+	1	chr7:93246102-93246129:+	chr7:93359026:+;chr7:93359531:+	FALSE	VPS50
ADAMTS2:SE14	0.999999999999998	0.333333333333333	chr5:179150885:-	0.00476190476190473	chr5:179150680:-	1	chr5:179154049-179154192:-	chr5:179150680:-;chr5:179150885:-	FALSE	ADAMTS2
ADAMTS2:SE20	0.999999999999998	0.333333333333333	chr5:179150885:-	0.00476190476190473	chr5:179150680:-	1	chr5:179343767-179344161:-	chr5:179150680:-;chr5:179150885:-	FALSE	ADAMTS2
AGFG1:SE01	0.999999999999998	0.474576271186441	chr2:227556665:+	0.00739050922870983	chr2:227555120:+	1	chr2:227491547-227491640:+	chr2:227555120:+;chr2:227556665:+	FALSE	AGFG1
AKIRIN1:SE03	0.999999999999998	0.0817016200402244	chr1:39006059:+	2.54583819182679e-05	chr1:39005883:+	1	chr1:39003347-39003418:+	chr1:39005883:+;chr1:39006059:+	FALSE	AKIRIN1
ARSB:SE02	0.999999999999998	0.333333333333333	chr5:78815717:-	0.0024509803921569	chr5:78779775:-	1	chr5:78839356-78839426:-	chr5:78779775:-;chr5:78815717:-	FALSE	ARSB
CDKAL1:SE11	0.999999999999998	0.282352941176471	chr6:21231102:+	0.000219452397688935	chr6:21232404:+	1	chr6:21065048-21065228:+	chr6:21231102:+;chr6:21232404:+	FALSE	CDKAL1
CREB5:SE01	0.999999999999998	0.0226549335330462	chr7:28819560:+	0.000704820154361421	chr7:28819985:+	1	chr7:28488175-28488246:+	chr7:28819560:+;chr7:28819985:+	FALSE	CREB5
DNMT3A:SE03	0.999999999999998	0.0640689539041632	chr2:25233434:-	3.50583070396813e-05	chr2:25232976:-	1	chr2:25239130-25239215:-	chr2:25232976:-;chr2:25233434:-	FALSE	DNMT3A
DPY19L3:SE04	0.999999999999998	0.333333333333333	chr19:32467691:+	0.00354609929078012	chr19:32460261:+	1	chr19:32439776-32439910:+	chr19:32460261:+;chr19:32467691:+	FALSE	DPY19L3
DPY19L3:SE05	0.999999999999998	0.333333333333333	chr19:32467691:+	0.00354609929078012	chr19:32460261:+	1	chr19:32453145-32453276:+	chr19:32460261:+;chr19:32467691:+	FALSE	DPY19L3
FNBP1:SE01	0.999999999999998	0.0795033112582782	chr9:129895261:-	0.00107096802395475	chr9:129887187:-	1	chr9:129908890-129908999:-	chr9:129887187:-;chr9:129895261:-	FALSE	FNBP1
FNDC5:SE01	0.999999999999998	0.0118518518518519	chr1:32863550:-	9.22753959191259e-05	chr1:32862268:-	1	chr1:32867753-32867842:-	chr1:32862268:-;chr1:32863550:-	FALSE	FNDC5
HDAC8:SE07	0.999999999999998	0.000366540800300547	chrX:72473416:-	3.31562780503661e-06	chrX:72329516:-	1	chrX:72495156-72495268:-	chrX:72329516:-;chrX:72473416:-	FALSE	HDAC8
HIBCH:SE07	0.999999999999998	0.00132896818051464	chr2:190204912:-	7.12298109604427e-06	chr2:190204634:-	1	chr2:190310754-190310796:-	chr2:190204634:-;chr2:190204912:-	FALSE	HIBCH
IRF2:SE03	0.999999999999998	0.462028179458658	chr4:184387895:-	0.000360552893680125	chr4:184387729:-	1	chr4:184428978-184429070:-	chr4:184387729:-;chr4:184387895:-	FALSE	IRF2
KLHL28:SE03	0.999999999999998	0.321428571428572	chr14:44933749:-	0.00249653259362	chr14:44937690:-	1	chr14:44953623-44953709:-	chr14:44933749:-;chr14:44937690:-	FALSE	KLHL28
LRP10:SE01	0.999999999999998	0.314285714285714	chr14:22877835:+	0.00208764665286408	chr14:22878084:+	1	chr14:22872738-22872782:+	chr14:22877835:+;chr14:22878084:+	FALSE	LRP10
MIR4500HG:SE06	0.999999999999998	0.00250156347717324	chr13:87614650:-	5.67214974475286e-05	chr13:87614184:-	1	chr13:87621008-87621158:-	chr13:87614184:-;chr13:87614650:-	FALSE	MIR4500HG
P3H4:SE01	0.999999999999998	0.0238095238095238	chr17:41802432:-	0.000469483568075104	chr17:41801953:-	1	chr17:41803287-41803431:-	chr17:41801953:-;chr17:41802432:-	FALSE	P3H4
P4HA1:SE01	0.999999999999998	0.333333333333333	chr10:73007749:-	0.0052083333333333	chr10:73007604:-	1	chr10:73016846-73016895:-	chr10:73007604:-;chr10:73007749:-	FALSE	P4HA1
P4HA1:SE05	0.999999999999998	0.333333333333333	chr10:73007749:-	0.0052083333333333	chr10:73007604:-	1	chr10:73051053-73051249:-	chr10:73007604:-;chr10:73007749:-	FALSE	P4HA1
P4HA1:SE09	0.999999999999998	0.333333333333333	chr10:73007749:-	0.0052083333333333	chr10:73007604:-	1	chr10:73073731-73073827:-	chr10:73007604:-;chr10:73007749:-	FALSE	P4HA1
PLK4:SE04	0.999999999999998	0.376383763837638	chr4:127898597:+	0.000841357526001354	chr4:127899071:+	1	chr4:127893513-127893604:+	chr4:127898597:+;chr4:127899071:+	FALSE	PLK4
POLD3:SE05	0.999999999999998	0.454545454545455	chr11:74636218:+	0.000301422715215873	chr11:74642736:+	1	chr11:74620017-74620089:+	chr11:74636218:+;chr11:74642736:+	FALSE	POLD3
PRPF19:SE03	0.999999999999998	0.345177664974619	chr11:60890547:-	8.13102757039451e-05	chr11:60890727:-	1	chr11:60902583-60902656:-	chr11:60890547:-;chr11:60890727:-	FALSE	PRPF19
PRPF19:SE06	0.999999999999998	0.345177664974619	chr11:60890547:-	8.13102757039451e-05	chr11:60890727:-	1	chr11:60903712-60903861:-	chr11:60890547:-;chr11:60890727:-	FALSE	PRPF19
PTPDC1:SE01	0.999999999999998	0.0583375141101217	chr9:94107912:+	0.00307384497445765	chr9:94109853:+	1	chr9:94057118-94057179:+	chr9:94107912:+;chr9:94109853:+	FALSE	PTPDC1
RPAP3:SE05	0.999999999999998	0.000717838281290058	chr12:47661936:-	1.32369713336926e-05	chr12:47663291:-	1	chr12:47679493-47679594:-	chr12:47661936:-;chr12:47663291:-	FALSE	RPAP3
STAM:SE08	0.999999999999998	0.056140350877193	chr10:17715764:+	1.84457815074333e-05	chr10:17715906:+	1	chr10:17704431-17704518:+	chr10:17715764:+;chr10:17715906:+	FALSE	STAM
STAM:SE10	0.999999999999998	0.056140350877193	chr10:17715764:+	1.84457815074333e-05	chr10:17715906:+	1	chr10:17705588-17705741:+	chr10:17715764:+;chr10:17715906:+	FALSE	STAM
TTF2:SE10	0.999999999999998	0.308547008547009	chr1:117102731:+	0.00284880050505053	chr1:117102863:+	1	chr1:117090055-117090208:+	chr1:117102731:+;chr1:117102863:+	FALSE	TTF2
UPK3B:SE01	0.999999999999998	0.00241886716387825	chr7:76516522:+	0.000252385392494321	chr7:76527879:+	1	chr7:76513084-76513163:+	chr7:76516522:+;chr7:76527879:+	FALSE	UPK3B
WDFY2:SE06	0.999999999999998	0.465789473684211	chr13:51759999:+	0.000356568664250987	chr13:51760476:+	1	chr13:51751310-51751415:+	chr13:51759999:+;chr13:51760476:+	FALSE	WDFY2
WDFY2:SE07	0.999999999999998	0.465789473684211	chr13:51759999:+	0.000356568664250987	chr13:51760476:+	1	chr13:51755358-51755459:+	chr13:51759999:+;chr13:51760476:+	FALSE	WDFY2
WDFY2:SE08	0.999999999999998	0.465789473684211	chr13:51759999:+	0.000356568664250987	chr13:51760476:+	1	chr13:51756332-51756462:+	chr13:51759999:+;chr13:51760476:+	FALSE	WDFY2
WDFY2:SE09	0.999999999999998	0.465789473684211	chr13:51759999:+	0.000356568664250987	chr13:51760476:+	1	chr13:51758192-51758300:+	chr13:51759999:+;chr13:51760476:+	FALSE	WDFY2
AUH:SE01	0.999999999999998	0.000406786947920389	chr9:91213828:-	1.12475893224486e-05	chr9:91213960:-	1	chr9:91216059-91216106:-	chr9:91213828:-;chr9:91213960:-	FALSE	AUH
C12orf4:SE03	0.999999999999998	0.000776748885674771	chr12:4487735:-	2.27850049200415e-05	chr12:4489415:-	1	chr12:4518058-4518255:-	chr12:4487735:-;chr12:4489415:-	FALSE	C12orf4
C5orf22:SE02	0.999999999999998	0.00239249358957165	chr5:31554883:+	1.97326231779635e-05	chr5:31554808:+	1	chr5:31548490-31548687:+	chr5:31554808:+;chr5:31554883:+	FALSE	C5orf22
CAMK2D:SE17	0.999999999999998	0.075378195096505	chr4:113457188:-	0.00134071888511572	chr4:113452978:-	1	chr4:113661713-113661772:-	chr4:113452978:-;chr4:113457188:-	FALSE	CAMK2D
CDKAL1:SE14	0.999999999999998	0.261437908496732	chr6:21231102:+	0.000172052390383039	chr6:21232404:+	1	chr6:21201110-21201274:+	chr6:21231102:+;chr6:21232404:+	FALSE	CDKAL1
CHST15:SE03	0.999999999999998	0.349206349206349	chr10:124019651:-	0.00242198602854339	chr10:124007703:-	1	chr10:124044580-124044919:-	chr10:124007703:-;chr10:124019651:-	FALSE	CHST15
DNAJC6:SE12	0.999999999999998	0.112565445026178	chr1:65414998:+	1.76203003852571e-05	chr1:65415274:+	1	chr1:65411250-65411426:+	chr1:65414998:+;chr1:65415274:+	FALSE	DNAJC6
